ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2
626;0,1637;-0,0509;-16058,0851;2886,4622;0,0000;default broker;19816,3563;0,0000;0,0000;3562,0165;3562,0165;-0,0000;COLDPOWER22;-12795,8353;0,0000;0,0000;-2300,0684;-2300,0684;-0,0000;VidyutVanika;-23078,6062;0,0000;0,0000;-4148,4102;-4148,4102;-0,0000
627;0,2322;-0,0524;-17919,1941;4482,5072;4482,5072;default broker;18453,9314;0,0000;0,0000;4616,2724;4616,2724;-0,0000;COLDPOWER22;-13547,0619;0,0000;0,0000;-3388,8133;-3388,8133;-0,0000;VidyutVanika;-22826,0636;0,0000;0,0000;-5709,9664;-5709,9664;-0,0000
628;0,2279;-0,0375;-11854,8216;2841,9949;2841,9949;default broker;16852,5146;0,0000;0,0000;4040,1081;4040,1081;-0,0000;COLDPOWER22;-9025,7506;0,0000;0,0000;-2163,7725;-2163,7725;-0,0000;VidyutVanika;-19681,5856;0,0000;0,0000;-4718,3304;-4718,3304;-0,0000
629;0,2863;-0,0594;-13222,4570;3960,3410;3960,3410;default broker;16638,2958;0,0000;0,0000;4983,4403;4983,4403;-0,0000;COLDPOWER22;-12056,9902;0,0000;0,0000;-3611,2647;-3611,2647;-0,0000;VidyutVanika;-17803,7625;0,0000;0,0000;-5332,5165;-5332,5165;-0,0000
630;0,2458;-0,0532;-14632,2885;3811,3591;3811,3591;default broker;14129,3701;0,0000;0,0000;3680,3609;3680,3609;-0,0000;COLDPOWER22;-12793,9629;0,0000;0,0000;-3332,5195;-3332,5195;-0,0000;VidyutVanika;-15967,6957;0,0000;0,0000;-4159,2005;-4159,2005;-0,0000
631;0,3220;-0,0548;5875,7094;287,4553;234,3589;default broker;11976,4295;0,0000;0,0000;-585,9187;585,9187;-0,0000;COLDPOWER22;5861,7797;0,0000;0,0000;-286,7738;286,7738;-0,0000;VidyutVanika;-11962,4999;-1200,0000;-1200,0000;585,2372;-585,2372;-53,0963
632;0,2909;-0,0414;3167,8784;121,1599;77,6257;default broker;10316,2222;0,0000;0,0000;-394,5581;394,5581;-0,0000;COLDPOWER22;-563,7778;0,0000;0,0000;21,5625;-6,0672;-0,0000;VidyutVanika;-6584,5659;-1200,0000;-1200,0000;251,8358;-251,8358;-43,5342
633;0,3400;-0,0410;-18946,5741;6800,0160;6348,0344;default broker;9353,1536;0,0000;0,0000;3356,8915;3356,8915;-0,0000;COLDPOWER22;-22247,6409;0,0000;0,0000;-7984,7846;-7984,7846;-0,0000;VidyutVanika;-6052,0869;1200,0000;1200,0000;-2172,1229;-2172,1229;451,9816
634;0,2570;-0,0413;16433,1122;408,3900;396,8477;default broker;9166,8897;0,0000;0,0000;-227,8123;227,8123;-0,0000;COLDPOWER22;10620,8245;0,0000;0,0000;-263,9450;263,9450;-0,0000;VidyutVanika;-3354,6020;-1200,0000;-1200,0000;83,3674;-83,3674;-11,5422
635;0,1780;-0,0386;24896,7452;340,8968;346,3605;default broker;9498,8931;0,0000;0,0000;-130,0629;130,0629;-0,0000;COLDPOWER22;15700,5898;0,0000;0,0000;-214,9791;214,9791;-0,0000;VidyutVanika;-302,7378;-510,9474;-510,9474;4,1452;-4,1452;5,4638
636;0,2544;-0,0388;11821,3855;318,6999;318,6784;default broker;11001,8781;0,0000;0,0000;-296,6063;296,6063;-0,0000;COLDPOWER22;9623,9845;0,0000;0,0000;-259,4588;259,4588;-0,0000;VidyutVanika;-8804,4771;-1,4211;-1,4211;237,3652;-237,3652;-0,0215
637;0,2981;-0,0415;-8287,2434;2539,3572;2163,1514;default broker;12666,7397;0,0000;0,0000;3881,3119;3881,3119;-0,0000;COLDPOWER22;-7596,0087;0,0000;0,0000;-2327,5507;-2327,5507;-0,0000;VidyutVanika;-13357,9744;1200,0000;1200,0000;-4093,1184;-4093,1184;376,2058
638;0,1587;-0,0353;8056,2616;219,0934;194,6864;default broker;14219,0789;0,0000;0,0000;-386,6937;386,6937;-0,0000;COLDPOWER22;9840,4526;0,0000;0,0000;-267,6152;267,6152;-0,0000;VidyutVanika;-16003,2699;-1200,0000;-1200,0000;435,2155;-435,2155;-24,4070
639;0,1579;-0,0350;-4647,8738;755,5715;755,5715;default broker;17080,9192;0,0000;0,0000;2776,7226;2776,7226;-0,0000;COLDPOWER22;-1966,1776;0,0000;0,0000;-319,6274;-319,6274;-0,0000;VidyutVanika;-19762,6155;1200,0000;0,0000;-3212,6668;-3212,6668;-0,0000
640;0,2062;-0,0562;-31845,0119;7580,5277;7258,1004;default broker;20178,8938;0,0000;0,0000;4803,4733;4803,4733;-0,0000;COLDPOWER22;-32492,5619;0,0000;0,0000;-7734,6733;-7734,6733;-0,0000;VidyutVanika;-19531,3439;1200,0000;1200,0000;-4649,3276;-4649,3276;322,4273
641;0,2784;-0,0639;-35210,9782;11041,7569;10624,6376;default broker;20622,7607;0,0000;0,0000;6467,0601;6467,0601;-0,0000;COLDPOWER22;-38400,2372;0,0000;0,0000;-12041,8718;-12041,8718;-0,0000;VidyutVanika;-17433,5017;1200,0000;1200,0000;-5466,9452;-5466,9452;417,1193
642;0,3003;-0,0647;-31050,7940;10287,8141;10203,8336;default broker;21408,9477;0,0000;0,0000;7093,2574;7093,2574;-0,0000;COLDPOWER22;-34296,0354;0,0000;0,0000;-11363,0342;-11363,0342;-0,0000;VidyutVanika;-18163,7063;231,9000;231,9000;-6018,0372;-6018,0372;83,9805
643;0,2922;-0,0638;-46637,5487;15801,9626;15801,9626;default broker;23326,4038;0,0000;0,0000;7903,5664;7903,5664;-0,0000;COLDPOWER22;-39801,0430;0,0000;0,0000;-13485,5843;-13485,5843;-0,0000;VidyutVanika;-30162,9095;0,0000;0,0000;-10219,9447;-10219,9447;-0,0000
644;0,2650;-0,0561;-8792,6734;2407,4762;2407,4762;default broker;24914,5940;0,0000;0,0000;6821,7354;6821,7354;-0,0000;COLDPOWER22;-10417,9160;0,0000;0,0000;-2852,4754;-2852,4754;-0,0000;VidyutVanika;-23289,3515;0,0000;0,0000;-6376,7362;-6376,7362;-0,0000
645;0,2883;-0,0619;-34219,7138;11036,8542;11036,8542;default broker;24296,7945;0,0000;0,0000;7836,4237;7836,4237;-0,0000;COLDPOWER22;-33657,1364;0,0000;0,0000;-10855,4065;-10855,4065;-0,0000;VidyutVanika;-24859,3720;0,0000;0,0000;-8017,8714;-8017,8714;-0,0000
646;0,4249;-0,0892;-37017,6580;17100,0884;17100,0884;default broker;23998,8177;0,0000;0,0000;11086,1120;11086,1120;-0,0000;COLDPOWER22;-31037,8097;0,0000;0,0000;-14337,7328;-14337,7328;-0,0000;VidyutVanika;-29978,6660;0,0000;0,0000;-13848,4676;-13848,4676;-0,0000
647;0,3310;-0,0702;-26395,7946;9433,8956;9433,8956;default broker;23735,3800;0,0000;0,0000;8483,0595;8483,0595;-0,0000;COLDPOWER22;-22850,9569;0,0000;0,0000;-8166,9654;-8166,9654;-0,0000;VidyutVanika;-27280,2177;0,0000;0,0000;-9749,9896;-9749,9896;-0,0000
648;0,3504;-0,0741;-28455,1139;10781,2592;10781,2592;default broker;22087,2747;0,0000;0,0000;8368,5708;8368,5708;-0,0000;COLDPOWER22;-22142,9354;0,0000;0,0000;-8389,6599;-8389,6599;-0,0000;VidyutVanika;-28399,4532;0,0000;0,0000;-10760,1701;-10760,1701;-0,0000
649;0,3480;-0,0726;-26627,8469;9975,9887;9975,9887;default broker;19934,5066;0,0000;0,0000;7468,3625;7468,3625;-0,0000;COLDPOWER22;-19181,6804;0,0000;0,0000;-7186,3200;-7186,3200;-0,0000;VidyutVanika;-27380,6731;0,0000;0,0000;-10258,0313;-10258,0313;-0,0000
650;0,2925;-0,0679;-23901,3459;7562,5193;0,0000;default broker;18703,8731;0,0000;0,0000;5918,0098;5918,0098;-0,0000;COLDPOWER22;-17416,5589;0,0000;0,0000;-5510,6965;-5510,6965;-0,0000;VidyutVanika;-25188,6601;551,1814;0,0000;-7969,8326;-7969,8326;-0,0000
651;0,3297;-0,0690;-28427,8644;10182,2094;10023,4056;default broker;17187,6036;0,0000;0,0000;6156,2056;6156,2056;-0,0000;COLDPOWER22;-20313,9339;0,0000;0,0000;-7275,9855;-7275,9855;-0,0000;VidyutVanika;-25301,5340;411,2025;411,2025;-9062,4295;-9062,4295;158,8038
652;0,3616;-0,0701;-29857,1779;11688,0422;11562,7171;default broker;16481,9333;0,0000;0,0000;6452,1012;6452,1012;-0,0000;COLDPOWER22;-25326,1499;0,0000;0,0000;-9914,3031;-9914,3031;-0,0000;VidyutVanika;-21012,9612;297,6670;297,6670;-8225,8403;-8225,8403;125,3251
653;0,3085;-0,0705;-20533,6398;6755,3689;392,5041;default broker;16013,7332;0,0000;0,0000;5268,3633;514,8884;-0,0000;COLDPOWER22;-18485,7892;0,0000;0,0000;-6081,6458;-594,3723;-0,0000;VidyutVanika;-18061,5838;574,3960;574,3960;-5942,0863;-570,4874;222,8610
654;0,4146;-0,0737;-12048,2209;5140,4274;4889,7213;default broker;13495,0923;0,0000;0,0000;5757,7416;5757,7416;-0,0000;COLDPOWER22;-11274,4457;0,0000;0,0000;-4810,2928;-4810,2928;-0,0000;VidyutVanika;-14268,8675;572,2180;572,2180;-6087,8763;-6087,8763;250,7061
655;0,4316;-0,0718;-13093,5921;5822,0647;5519,0325;default broker;11740,6763;0,0000;0,0000;5220,4908;5220,4908;-0,0000;COLDPOWER22;-18457,7112;0,0000;0,0000;-8207,2198;-8207,2198;-0,0000;VidyutVanika;-6376,5572;662,9734;662,9734;-2835,3357;-2835,3357;303,0322
656;0,3655;-0,0469;-8630,7635;3229,3932;2919,7453;default broker;9868,7155;0,0000;0,0000;3692,6006;3692,6006;-0,0000;COLDPOWER22;-13406,6584;0,0000;0,0000;-5016,4011;-5016,4011;-0,0000;VidyutVanika;-5092,8206;810,6126;810,6126;-1905,5927;-1905,5927;309,6480
657;0,2615;-0,0473;1751,8342;79,8318;-0,0000;default broker;9188,9720;0,0000;0,0000;-418,7452;418,7452;-0,0000;COLDPOWER22;-1250,1400;0,0000;0,0000;56,9694;56,9694;-0,0000;VidyutVanika;-6186,9978;-1877,7243;-1751,8342;281,9440;-281,9440;-79,8318
658;0,2733;-0,0389;19961,2896;378,2214;376,6102;default broker;8912,7844;0,0000;0,0000;-168,8771;168,8771;-0,0000;COLDPOWER22;12888,5106;0,0000;0,0000;-244,2082;244,2082;-0,0000;VidyutVanika;-1840,0053;-1873,5253;-1873,5253;34,8639;-34,8639;-1,6112
659;0,1857;-0,0384;20,3435;0,7804;-0,0000;default broker;9456,6842;0,0000;0,0000;-362,7671;362,7671;-0,0000;COLDPOWER22;867,6441;0,0000;0,0000;-33,2836;33,2836;-0,0000;VidyutVanika;-10303,9847;-1461,7390;-20,3435;395,2703;-395,2703;-0,7804
660;0,2961;-0,0354;-13660,7053;4231,9594;3845,2577;default broker;10425,7078;0,0000;0,0000;3229,7872;3229,7872;-0,0000;COLDPOWER22;-10636,2065;0,0000;0,0000;-3294,9978;-3294,9978;-0,0000;VidyutVanika;-13450,2066;1749,0353;1200,0000;-4166,7488;-4166,7488;386,7017
661;0,2474;-0,0385;-39532,0372;11341,8800;11031,0446;default broker;12533,9207;0,0000;0,0000;3596,0258;3596,0258;-0,0000;COLDPOWER22;-23175,3525;0,0000;0,0000;-6649,0899;-6649,0899;-0,0000;VidyutVanika;-28890,6054;1670,6256;955,0045;-8288,8159;-8288,8159;310,8354
662;0,2478;-0,0509;-22665,8791;6129,2938;6129,2938;default broker;13833,8310;0,0000;0,0000;3740,9365;3740,9365;-0,0000;COLDPOWER22;-16610,9096;0,0000;0,0000;-4491,9125;-4491,9125;-0,0000;VidyutVanika;-19888,8006;609,3143;0,0000;-5378,3178;-5378,3178;-0,0000
663;0,1892;-0,0523;-14956,7615;3053,2234;1865,1280;default broker;16612,9114;0,0000;0,0000;3391,3043;2189,7809;-0,0000;COLDPOWER22;-15629,3626;0,0000;0,0000;-3190,5259;-2060,1374;-0,0000;VidyutVanika;-15940,3104;952,3261;0,0000;-3254,0018;-2101,1240;-0,0000
664;0,1981;-0,0528;-17212,4860;3706,0556;3706,0556;default broker;19474,8015;0,0000;0,0000;4193,1594;4193,1594;-0,0000;COLDPOWER22;-19761,3698;0,0000;0,0000;-4254,8610;-4254,8610;-0,0000;VidyutVanika;-16925,9177;1015,0978;0,0000;-3644,3540;-3644,3540;-0,0000
665;0,3192;-0,0463;-31048,6980;10875,4260;7559,5068;default broker;20865,0624;0,0000;0,0000;7308,4044;5782,2982;-0,0000;COLDPOWER22;-35692,7395;0,0000;0,0000;-12502,0942;-9891,4664;-0,0000;VidyutVanika;-16221,0210;1381,7476;1381,7476;-5681,7363;-4410,5240;698,3061
666;0,2918;-0,0484;-26933,5318;8584,9957;0,0000;default broker;22350,0645;0,0000;0,0000;7124,0270;7124,0270;-0,0000;COLDPOWER22;-32469,8513;0,0000;0,0000;-10349,6836;-10349,6836;-0,0000;VidyutVanika;-16813,7450;1512,0335;0,0000;-5359,3390;-5359,3390;-0,0000
667;0,3359;-0,0449;-32424,0687;11941,4640;11266,6395;default broker;24142,9112;0,0000;0,0000;8891,5955;8891,5955;-0,0000;COLDPOWER22;-37658,9820;0,0000;0,0000;-13869,4308;-13869,4308;-0,0000;VidyutVanika;-18907,9980;1691,1920;1691,1920;-6963,6287;-6963,6287;674,8245
668;0,3568;-0,0436;-24785,4073;9458,9120;8760,1997;default broker;24967,5485;0,0000;0,0000;9528,4230;9528,4230;-0,0000;COLDPOWER22;-27643,3375;0,0000;0,0000;-10549,5905;-10549,5905;-0,0000;VidyutVanika;-22109,6184;1726,5321;1726,5321;-8437,7445;-8437,7445;698,7123
669;0,3229;-0,0412;-25886,3746;9029,7510;6889,6241;default broker;24128,2827;0,0000;0,0000;8416,4889;7268,2445;-0,0000;COLDPOWER22;-26634,4752;0,0000;0,0000;-9290,7054;-8023,1934;-0,0000;VidyutVanika;-23380,1822;1751,0233;1751,0233;-8155,5346;-6972,8494;738,1108
670;0,4127;-0,0424;-19091,6801;8244,0884;7347,9488;default broker;24089,6141;0,0000;0,0000;10402,2750;10402,2750;-0,0000;COLDPOWER22;-19369,5292;0,0000;0,0000;-8364,0680;-8364,0680;-0,0000;VidyutVanika;-23811,7651;1996,2513;1996,2513;-10282,2954;-10282,2954;896,1395
671;0,2634;-0,0365;-15570,8637;4343,9667;4343,9667;default broker;23557,3529;0,0000;0,0000;6572,0411;6572,0411;-0,0000;COLDPOWER22;-11789,1215;0,0000;0,0000;-3288,9345;-3288,9345;-0,0000;VidyutVanika;-27339,0951;1825,4137;0,0000;-7627,0732;-7627,0732;-0,0000
672;0,3181;-0,0691;-26018,7017;8952,7593;5291,8272;default broker;22600,9200;0,0000;0,0000;7776,7369;5421,4268;-0,0000;COLDPOWER22;-18341,6247;0,0000;0,0000;-6311,1586;-4399,7225;-0,0000;VidyutVanika;-30277,9970;1425,4118;1425,4118;-10418,3377;-7113,7152;666,8313
673;0,3262;-0,0687;-20220,3201;7004,8658;6234,1694;default broker;20217,7812;0,0000;0,0000;7003,9863;6708,8213;-0,0000;COLDPOWER22;-16678,6240;0,0000;0,0000;-5777,9265;-5534,4307;-0,0000;VidyutVanika;-23759,4773;1150,6701;1150,6701;-8230,9256;-7863,9114;438,8755
674;0,2930;-0,0626;-21657,8278;6814,2329;0,0000;default broker;18166,4417;0,0000;0,0000;5715,7332;5715,7332;-0,0000;COLDPOWER22;-12146,7340;0,0000;0,0000;-3821,7441;-3821,7441;-0,0000;VidyutVanika;-27677,5354;962,1093;0,0000;-8708,2221;-8708,2221;-0,0000
675;0,2783;-0,0612;-20522,5474;6133,5245;6133,5245;default broker;16759,4593;0,0000;0,0000;5008,8594;5008,8594;-0,0000;COLDPOWER22;-15015,7740;0,0000;0,0000;-4487,7284;-4487,7284;-0,0000;VidyutVanika;-22266,2327;581,9330;0,0000;-6654,6555;-6654,6555;-0,0000
676;0,3022;-0,0645;-23585,1117;7682,6005;0,0000;default broker;15819,0485;0,0000;0,0000;5152,8876;5152,8876;-0,0000;COLDPOWER22;-22305,9630;0,0000;0,0000;-7265,9314;-7265,9314;-0,0000;VidyutVanika;-17098,1972;418,6427;0,0000;-5569,5568;-5569,5568;-0,0000
677;0,2673;-0,0675;1442,5447;95,3284;-0,0000;default broker;15021,3491;0,0000;0,0000;-992,6632;992,6632;-0,0000;COLDPOWER22;1300,3861;0,0000;0,0000;-85,9341;85,9341;-0,0000;VidyutVanika;-14879,1905;-2153,1955;-1442,5447;983,2689;-983,2689;-95,3284
678;0,3374;-0,0720;-14828,5017;5222,9736;4974,4680;default broker;12810,5438;0,0000;0,0000;4512,1978;4512,1978;-0,0000;COLDPOWER22;-14173,6383;0,0000;0,0000;-4992,3142;-4992,3142;-0,0000;VidyutVanika;-13465,4072;678,2812;678,2812;-4742,8572;-4742,8572;248,5056
679;0,3760;-0,0760;-11301,9726;4377,7353;4204,2717;default broker;11024,4927;0,0000;0,0000;4270,2555;4270,2555;-0,0000;COLDPOWER22;-13003,2278;0,0000;0,0000;-5036,7039;-5036,7039;-0,0000;VidyutVanika;-9323,2375;435,6095;435,6095;-3611,2869;-3611,2869;173,4636
680;0,3338;-0,0707;6990,8328;445,4893;323,8951;default broker;9130,1280;0,0000;0,0000;-581,8154;581,8154;-0,0000;COLDPOWER22;519,3908;0,0000;0,0000;-33,0981;33,0981;-0,0000;VidyutVanika;-2658,6861;-2067,8641;-2067,8641;169,4242;-169,4242;-121,5942
681;0,3357;-0,0666;9224,7582;529,5141;424,1787;default broker;8733,8868;0,0000;0,0000;-501,3374;501,3374;-0,0000;COLDPOWER22;3143,3140;0,0000;0,0000;-180,4307;180,4307;-0,0000;VidyutVanika;-2652,4426;-2095,3120;-2095,3120;152,2539;-152,2539;-105,3354
682;0,2520;-0,0547;16683,5607;634,3433;604,3975;default broker;8911,8155;0,0000;0,0000;-338,8455;338,8455;-0,0000;COLDPOWER22;11989,9468;0,0000;0,0000;-455,8824;455,8824;-0,0000;VidyutVanika;-4218,2016;-1321,5242;-1321,5242;160,3847;-160,3847;-29,9458
683;0,3203;-0,0521;30523,3095;659,6370;666,8789;default broker;9542,0909;0,0000;0,0000;-206,2134;206,2134;-0,0000;COLDPOWER22;23599,5464;0,0000;0,0000;-510,0081;510,0081;-0,0000;VidyutVanika;-2618,3278;-904,3221;-904,3221;56,5845;-56,5845;7,2419
684;0,2250;-0,0537;43773,0417;434,6190;467,3508;default broker;10146,9061;0,0000;0,0000;-100,7478;100,7478;-0,0000;COLDPOWER22;34127,3255;0,0000;0,0000;-338,8474;338,8474;-0,0000;VidyutVanika;-501,1898;-996,4729;-996,4729;4,9763;-4,9763;32,7318
685;0,2236;-0,0525;30810,6488;668,9983;674,8784;default broker;12326,8860;0,0000;0,0000;-267,6563;267,6563;-0,0000;COLDPOWER22;28346,2680;0,0000;0,0000;-615,4886;615,4886;-0,0000;VidyutVanika;-9862,5053;-700,2527;-700,2527;214,1467;-214,1467;5,8801
686;0,1857;-0,0414;32010,3762;300,1940;317,8581;default broker;13952,5282;0,0000;0,0000;-130,8471;130,8471;-0,0000;COLDPOWER22;31924,1115;0,0000;0,0000;-299,3851;299,3851;-0,0000;VidyutVanika;-13866,2634;-809,4276;-809,4276;130,0381;-130,0381;17,6641
687;0,3041;-0,0542;14126,1635;565,9051;545,9595;default broker;17425,3536;0,0000;0,0000;-698,0732;698,0732;-0,0000;COLDPOWER22;7840,6958;0,0000;0,0000;-314,1043;314,1043;-0,0000;VidyutVanika;-11139,8859;-747,5245;-747,5245;446,2725;-446,2725;-19,9455
688;0,2055;-0,0514;23051,0093;654,4004;650,6959;default broker;21022,7852;0,0000;0,0000;-596,8207;596,8207;-0,0000;COLDPOWER22;19132,0480;0,0000;0,0000;-543,1441;543,1441;-0,0000;VidyutVanika;-17103,8238;-621,5837;-621,5837;485,5644;-485,5644;-3,7045
689;0,2700;-0,0526;24939,7446;690,3255;688,2360;default broker;22667,2772;0,0000;0,0000;-627,4242;627,4242;-0,0000;COLDPOWER22;11163,9182;0,0000;0,0000;-309,0143;309,0143;-0,0000;VidyutVanika;-8891,4509;-621,5837;-621,5837;246,1130;-246,1130;-2,0895
690;0,3321;-0,0610;22512,6123;866,1776;855,8691;default broker;23173,4229;0,0000;0,0000;-891,6024;891,6024;-0,0000;COLDPOWER22;8493,2682;0,0000;0,0000;-326,7803;326,7803;-0,0000;VidyutVanika;-9154,0787;-621,5837;-621,5837;352,2051;-352,2051;-10,3085
691;0,3177;-0,0609;22538,1741;865,4277;855,1830;default broker;24209,3626;0,0000;0,0000;-929,5986;929,5986;-0,0000;COLDPOWER22;8641,2376;0,0000;0,0000;-331,8089;331,8089;-0,0000;VidyutVanika;-10312,4262;-621,5837;-621,5837;395,9797;-395,9797;-10,2448
692;0,2530;-0,0582;19995,8642;763,9749;752,2690;default broker;25875,2683;0,0000;0,0000;-988,6072;988,6072;-0,0000;COLDPOWER22;7155,0431;0,0000;0,0000;-273,3702;273,3702;-0,0000;VidyutVanika;-13034,4471;-621,5837;-621,5837;498,0025;-498,0025;-11,7059
693;0,2670;-0,0596;-10478,9028;2907,7850;2563,6630;default broker;24543,0110;0,0000;0,0000;6810,4268;6810,4268;-0,0000;COLDPOWER22;-21414,1240;0,0000;0,0000;-5942,1936;-5942,1936;-0,0000;VidyutVanika;-13607,7898;2739,8895;1200,0000;-3776,0182;-3776,0182;344,1220
694;0,2087;-0,0403;11551,6707;331,7605;297,1989;default broker;24635,5180;0,0000;0,0000;-707,5247;707,5247;-0,0000;COLDPOWER22;4086,9807;0,0000;0,0000;-117,3769;117,3769;-0,0000;VidyutVanika;-17170,8279;-1820,1626;-1820,1626;493,1410;-493,1410;-34,5616
695;0,2935;-0,0706;-12850,1530;3936,2143;3554,6543;default broker;24087,0527;0,0000;0,0000;7378,2624;7378,2624;-0,0000;COLDPOWER22;-12604,7040;0,0000;0,0000;-3861,0292;-3861,0292;-0,0000;VidyutVanika;-24332,5017;2442,2086;1200,0000;-7453,4475;-7453,4475;381,5600
696;0,2420;-0,0394;4264,3745;149,8579;90,3429;default broker;22467,3539;0,0000;0,0000;-789,5439;789,5439;-0,0000;COLDPOWER22;3477,5031;0,0000;0,0000;-122,2058;122,2058;-0,0000;VidyutVanika;-21680,4825;-1820,1626;-1820,1626;761,8918;-761,8918;-59,5150
697;0,3323;-0,0749;-14435,7382;5005,8210;4239,2176;default broker;20230,3301;0,0000;0,0000;7015,1876;7015,1876;-0,0000;COLDPOWER22;-12115,7040;0,0000;0,0000;-4201,3124;-4201,3124;-0,0000;VidyutVanika;-22550,3643;2134,9896;2134,9896;-7819,6962;-7819,6962;766,6034
698;0,2616;-0,0691;-17879,5784;4996,9672;4641,5769;default broker;19141,0204;0,0000;0,0000;5349,5138;5349,5138;-0,0000;COLDPOWER22;-4395,3380;0,0000;0,0000;-1228,4048;-1228,4048;-0,0000;VidyutVanika;-32625,2608;1954,8099;1200,0000;-9118,0763;-9118,0763;355,3903
699;0,2377;-0,0550;3038,8198;157,8791;43,5035;default broker;17654,0754;0,0000;0,0000;-917,2011;917,2011;-0,0000;COLDPOWER22;11034,5750;0,0000;0,0000;-573,2911;573,2911;-0,0000;VidyutVanika;-25649,8306;-2236,0251;-2236,0251;1332,6131;-1332,6131;-114,3755
700;0,2498;-0,0550;15550,2418;613,9800;541,0652;default broker;16432,2522;0,0000;0,0000;-648,8050;648,8050;-0,0000;COLDPOWER22;12299,0441;0,0000;0,0000;-485,6109;485,6109;-0,0000;VidyutVanika;-13181,0546;-2734,2082;-2734,2082;520,4359;-520,4359;-72,9148
701;0,2978;-0,0723;3254,1284;224,7359;139,7349;default broker;15789,5597;0,0000;0,0000;-1090,4552;1090,4552;-0,0000;COLDPOWER22;-6554,2390;0,0000;0,0000;452,6475;-110,2413;-0,0000;VidyutVanika;-5981,1923;-1267,2545;-1267,2545;413,0718;-413,0718;-85,0010
702;0,3218;-0,0739;5663,8796;386,6201;305,5285;default broker;13664,6404;0,0000;0,0000;-932,7571;932,7571;-0,0000;COLDPOWER22;4730,2793;0,0000;0,0000;-322,8919;322,8919;-0,0000;VidyutVanika;-12731,0401;-1269,7045;-1269,7045;869,0290;-869,0290;-81,0915
703;0,4709;-0,0821;2802,4305;222,2489;167,7064;default broker;11407,3370;0,0000;0,0000;-904,6678;904,6678;-0,0000;COLDPOWER22;3963,2491;0,0000;0,0000;-314,3086;314,3086;-0,0000;VidyutVanika;-12568,1555;-706,4201;-706,4201;996,7274;-996,7274;-54,5425
704;0,5133;-0,0838;15699,6899;1069,1030;1025,6287;default broker;9683,3052;0,0000;0,0000;-659,4048;659,4048;-0,0000;COLDPOWER22;6486,8794;0,0000;0,0000;-441,7376;441,7376;-0,0000;VidyutVanika;-470,4948;-816,9669;-816,9669;32,0393;-32,0393;-43,4744
705;0,3272;-0,0738;26235,1048;1247,5442;1234,7994;default broker;9549,0923;0,0000;0,0000;-454,0830;444,8052;-0,0000;COLDPOWER22;16292,1113;0,0000;0,0000;-774,7303;758,9011;-0,0000;VidyutVanika;393,9011;-581,9726;-581,9726;-18,7310;18,7310;-12,7448
706;0,4323;-0,0749;40004,1356;1396,9118;1400,3494;default broker;9418,9613;0,0000;0,0000;-328,9024;328,9024;-0,0000;COLDPOWER22;30682,1141;0,0000;0,0000;-1071,3944;1071,3944;-0,0000;VidyutVanika;-96,9397;-802,7820;-802,7820;3,3851;-3,3851;3,4376
707;0,3528;-0,0684;52204,9116;846,4532;882,2267;default broker;9632,0239;0,0000;0,0000;-156,1741;169,3749;-0,0000;COLDPOWER22;41492,9258;0,0000;0,0000;-672,7685;729,6347;-0,0000;VidyutVanika;1079,9618;-1023,0419;-1023,0419;-17,5106;17,5106;35,7735
708;0,2013;-0,0550;46186,7888;405,0420;431,9566;default broker;10445,8351;0,0000;0,0000;-91,6063;91,6063;-0,0000;COLDPOWER22;39131,4007;0,0000;0,0000;-343,1687;343,1687;-0,0000;VidyutVanika;-3390,4469;-733,7012;-733,7012;29,7330;-29,7330;26,9147
709;0,2215;-0,0537;35213,9249;652,6624;668,5927;default broker;12016,9147;0,0000;0,0000;-222,7241;222,7241;-0,0000;COLDPOWER22;38894,3169;0,0000;0,0000;-720,8756;720,8756;-0,0000;VidyutVanika;-15697,3067;-1017,0912;-1017,0912;290,9372;-290,9372;15,9303
710;0,1505;-0,0376;9609,0728;268,8846;264,0883;default broker;13957,1359;0,0000;0,0000;-390,5537;390,5537;-0,0000;COLDPOWER22;15097,9009;0,0000;0,0000;-422,4750;422,4750;-0,0000;VidyutVanika;-19445,9639;-257,4425;-257,4425;544,1441;-544,1441;-4,7963
711;0,1639;-0,0390;7386,2462;233,1991;226,9064;default broker;17533,6745;0,0000;0,0000;-553,5745;553,5745;-0,0000;COLDPOWER22;8884,0342;0,0000;0,0000;-280,4874;280,4874;-0,0000;VidyutVanika;-19031,4624;-257,4425;-257,4425;600,8628;-600,8628;-6,2927
712;0,1591;-0,0411;12046,7533;350,4453;341,5871;default broker;20195,4311;0,0000;0,0000;-587,4939;587,4939;-0,0000;COLDPOWER22;7206,0599;0,0000;0,0000;-209,6274;209,6274;-0,0000;VidyutVanika;-15354,7378;-504,7837;-504,7837;446,6760;-446,6760;-8,8582
713;0,2619;-0,0398;15875,3917;379,6533;377,5174;default broker;21665,9009;0,0000;0,0000;-518,1309;518,1309;-0,0000;COLDPOWER22;3340,8884;0,0000;0,0000;-79,8959;79,8959;-0,0000;VidyutVanika;-9131,3976;-257,4425;-257,4425;218,3735;-218,3735;-2,1359
