ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
543;0,2548;-0,0508;-259,4638;66,1900;0,0000;default broker;15770,6211;0,0000;0,0000;4023,1346;4023,1346;-0,0000;COLDPOWER22;-32952,1055;0,0000;0,0000;-8406,1848;-8406,1848;-0,0000;IS3;24249,7670;0,0000;0,0000;6186,1911;6186,1911;-0,0000;TUC_TAC22;-7327,7464;9379,6528;259,4638;-1869,3309;-1869,3309;66,1900
544;0,2685;-0,0523;-24649,0961;7225,1197;3815,6020;default broker;18798,8061;0,0000;0,0000;5510,2883;5510,2883;-0,0000;COLDPOWER22;-31268,5036;0,0000;0,0000;-9165,3942;-9165,3942;-0,0000;IS3;11617,6815;0,0000;0,0000;3405,3638;3405,3638;-0,0000;TUC_TAC22;-23797,0801;11118,6137;11118,6137;-6975,3776;-6975,3776;3409,5177
545;0,2638;-0,0526;-26102,0213;7567,3945;4623,6949;default broker;20713,1538;0,0000;0,0000;6005,0754;6005,0754;-0,0000;COLDPOWER22;-38800,0419;0,0000;0,0000;-11248,7543;-11248,7543;-0,0000;IS3;669,8996;0,0000;0,0000;194,2146;194,2146;-0,0000;TUC_TAC22;-8685,0328;9607,0290;9607,0290;-2517,9303;-2517,9303;2943,6996
546;0,3567;-0,0498;-40182,7904;15946,1095;11378,8673;default broker;21693,0513;0,0000;0,0000;8608,6548;8608,6548;-0,0000;COLDPOWER22;-40495,2747;0,0000;0,0000;-16070,1156;-16070,1156;-0,0000;IS3;3273,8672;0,0000;0,0000;1299,1991;1299,1991;-0,0000;TUC_TAC22;-24654,4343;10713,4650;10713,4650;-9783,8479;-9783,8479;4567,2423
547;0,3150;-0,0443;-43466,8673;15580,6469;11578,2736;default broker;23500,2277;0,0000;0,0000;8423,6287;8423,6287;-0,0000;COLDPOWER22;-42652,4126;0,0000;0,0000;-15288,7066;-15288,7066;-0,0000;IS3;3504,1309;0,0000;0,0000;1256,0516;1256,0516;-0,0000;TUC_TAC22;-27818,8133;10218,0167;10218,0167;-9971,6205;-9971,6205;4002,3733
548;0,3290;-0,0520;-40775,7302;15077,0074;9700,1103;default broker;24354,9272;0,0000;0,0000;9005,3425;9005,3425;-0,0000;COLDPOWER22;-22717,6993;0,0000;0,0000;-8399,9702;-8399,9702;-0,0000;IS3;3472,5729;0,0000;0,0000;1283,9992;1283,9992;-0,0000;TUC_TAC22;-45885,5310;13544,3034;13544,3034;-16966,3789;-16966,3789;5376,8971
549;0,2721;-0,0498;-33655,5409;10289,7612;6700,7109;default broker;23379,9466;0,0000;0,0000;7148,1266;7148,1266;-0,0000;COLDPOWER22;-24735,8555;0,0000;0,0000;-7562,6788;-7562,6788;-0,0000;IS3;3663,5412;0,0000;0,0000;1120,0820;1120,0820;-0,0000;TUC_TAC22;-35963,1732;10926,6905;10926,6905;-10995,2909;-10995,2909;3589,0502
550;0,4312;-0,0496;-39514,1199;18599,4052;12798,9304;default broker;23060,4276;0,0000;0,0000;10854,6069;10854,6069;-0,0000;COLDPOWER22;-20613,1930;0,0000;0,0000;-9702,6868;-9702,6868;-0,0000;IS3;4627,5468;0,0000;0,0000;2178,1991;2178,1991;-0,0000;TUC_TAC22;-46588,9013;11633,9211;11633,9211;-21929,5243;-21929,5243;5800,4748
551;0,2878;-0,0504;-35507,0435;11480,2608;7666,8078;default broker;22787,6035;0,0000;0,0000;7367,7672;7367,7672;-0,0000;COLDPOWER22;-15932,9273;0,0000;0,0000;-5151,4894;-5151,4894;-0,0000;IS3;-440,8510;0,0000;0,0000;-142,5375;-142,5375;-0,0000;TUC_TAC22;-41920,8688;10962,3510;10962,3510;-13554,0010;-13554,0010;3813,4530
552;0,4526;-0,0419;-34650,1385;16883,4200;11367,8484;default broker;22045,2016;0,0000;0,0000;10741,6136;10741,6136;-0,0000;COLDPOWER22;-13603,5186;0,0000;0,0000;-6628,3694;-6628,3694;-0,0000;IS3;-1025,9216;0,0000;0,0000;-499,8845;-499,8845;-0,0000;TUC_TAC22;-42065,8998;10791,2984;10791,2984;-20496,7797;-20496,7797;5515,5716
553;0,4979;-0,0496;-31816,4975;16852,5230;13061,4654;default broker;19922,8213;0,0000;0,0000;10552,6953;10552,6953;-0,0000;COLDPOWER22;-12228,1392;0,0000;0,0000;-6476,9856;-6476,9856;-0,0000;IS3;-662,0146;0,0000;0,0000;-350,6551;-350,6551;-0,0000;TUC_TAC22;-38849,1649;6834,9173;6834,9173;-20577,5776;-20577,5776;3791,0576
554;0,2829;-0,0629;-33882,3965;10733,6942;9059,6428;default broker;18658,4913;0,0000;0,0000;5910,8729;5910,8729;-0,0000;COLDPOWER22;-2640,1150;0,0000;0,0000;-836,3690;-836,3690;-0,0000;IS3;-436,8580;0,0000;0,0000;-138,3934;-138,3934;-0,0000;TUC_TAC22;-49463,9148;4840,6151;4840,6151;-15669,8046;-15669,8046;1674,0514
555;0,2826;-0,0534;-22141,2554;6747,7488;5529,3355;default broker;16598,2893;0,0000;0,0000;5058,4795;5058,4795;-0,0000;COLDPOWER22;9292,9625;0,0000;0,0000;2832,1148;2832,1148;-0,0000;IS3;-491,8534;0,0000;0,0000;-149,8968;-149,8968;-0,0000;TUC_TAC22;-47540,6538;3770,6634;3770,6634;-14488,4462;-14488,4462;1218,4133
556;0,4039;-0,0553;-19604,6708;8302,7502;7292,7727;default broker;15630,2022;0,0000;0,0000;6619,5279;6619,5279;-0,0000;COLDPOWER22;-1177,8927;0,0000;0,0000;-498,8479;-498,8479;-0,0000;IS3;375,7399;0,0000;0,0000;159,1291;159,1291;-0,0000;TUC_TAC22;-34432,7202;2291,1215;2291,1215;-14582,5593;-14582,5593;1009,9775
557;0,3129;-0,0559;-19150,6619;6359,7304;5536,7061;default broker;15125,0503;0,0000;0,0000;5022,8677;5022,8677;-0,0000;COLDPOWER22;11336,2010;0,0000;0,0000;3764,6313;3764,6313;-0,0000;IS3;-1284,5574;0,0000;0,0000;-426,5878;-426,5878;-0,0000;TUC_TAC22;-44327,3557;2359,0405;2359,0405;-14720,6417;-14720,6417;823,0243
558;0,4316;-0,0553;-9307,2588;4103,9967;2142,3891;default broker;12602,3695;0,0000;0,0000;5556,9619;5556,9619;-0,0000;COLDPOWER22;17234,0146;0,0000;0,0000;7599,2664;7599,2664;-0,0000;IS3;99,7124;0,0000;0,0000;43,9678;43,9678;-0,0000;TUC_TAC22;-39243,3554;4399,6696;4399,6696;-17304,1928;-17304,1928;1961,6076
559;0,3922;-0,0509;-818,5089;321,7235;0,0000;default broker;10091,0636;0,0000;0,0000;3966,3979;3966,3979;-0,0000;COLDPOWER22;18431,0844;0,0000;0,0000;7244,5302;7244,5302;-0,0000;IS3;8078,7644;0,0000;0,0000;3175,4427;3175,4427;-0,0000;TUC_TAC22;-37419,4213;5566,7651;818,5089;-14708,0944;-14708,0944;321,7235
560;0,4341;-0,0531;11549,8673;479,6246;479,6246;default broker;8722,6436;0,0000;0,0000;-362,2201;362,2201;-0,0000;COLDPOWER22;16454,6602;0,0000;0,0000;-683,3030;683,3030;-0,0000;IS3;16185,9439;0,0000;0,0000;-672,1442;672,1442;-0,0000;TUC_TAC22;-29813,3804;-4930,6951;0,0000;1238,0428;-1238,0428;-0,0000
561;0,3887;-0,0496;32354,2002;557,4348;-0,0000;default broker;8152,1465;0,0000;0,0000;-140,4544;140,4544;-0,0000;COLDPOWER22;12044,9731;0,0000;0,0000;-207,5244;207,5244;-0,0000;IS3;43313,1344;0,0000;0,0000;-746,2478;746,2478;-0,0000;TUC_TAC22;-31156,0538;-3246,7648;0,0000;536,7918;-536,7918;-0,0000
562;0,2971;-0,0534;25188,5881;710,9704;-0,0000;default broker;8227,9457;0,0000;0,0000;-232,2411;232,2411;-0,0000;COLDPOWER22;8647,7785;0,0000;0,0000;-244,0913;244,0913;-0,0000;IS3;41227,9710;0,0000;0,0000;-1163,6963;1163,6963;-0,0000;TUC_TAC22;-32915,1071;-3536,2016;0,0000;929,0583;-929,0583;-0,0000
563;0,2814;-0,0505;4224,3607;195,4944;195,4944;default broker;8825,4687;0,0000;0,0000;-408,4239;408,4239;-0,0000;COLDPOWER22;-4172,3300;0,0000;0,0000;193,0865;-193,0865;-0,0000;IS3;29251,4447;0,0000;0,0000;-1353,6945;1353,6945;-0,0000;TUC_TAC22;-29680,2227;-5376,6002;0,0000;1373,5375;-1373,5375;-0,0000
564;0,3148;-0,0496;27039,8085;609,5726;-0,0000;default broker;9921,6244;0,0000;0,0000;-223,6684;223,6684;-0,0000;COLDPOWER22;5759,9939;0,0000;0,0000;-129,8506;129,8506;-0,0000;IS3;42664,0422;0,0000;0,0000;-961,7979;961,7979;-0,0000;TUC_TAC22;-31305,8521;-4484,2262;0,0000;705,7443;-705,7443;-0,0000
565;0,2673;-0,0413;2143,7291;84,0006;84,0006;default broker;12624,3685;0,0000;0,0000;-494,6774;494,6774;-0,0000;COLDPOWER22;-917,8241;0,0000;0,0000;35,9643;-35,9643;-0,0000;IS3;33608,9616;0,0000;0,0000;-1316,9447;1316,9447;-0,0000;TUC_TAC22;-43171,7769;-3553,6219;0,0000;1691,6572;-1691,6572;-0,0000
566;0,2494;-0,0475;-4956,1903;1260,8697;0,0000;default broker;14460,6716;0,0000;0,0000;3678,8382;3678,8382;-0,0000;COLDPOWER22;-5142,6560;0,0000;0,0000;-1308,3071;-1308,3071;-0,0000;IS3;24199,8025;0,0000;0,0000;6156,5023;6156,5023;-0,0000;TUC_TAC22;-38474,0085;7029,2636;4956,1903;-9787,9031;-9787,9031;1260,8697
567;0,1909;-0,0451;31986,2309;420,8273;4,0049;default broker;16654,8447;0,0000;0,0000;-219,1197;-46,8666;-0,0000;COLDPOWER22;24692,0770;0,0000;0,0000;-324,8617;-69,4833;-0,0000;IS3;24639,3762;0,0000;0,0000;-324,1683;-69,3350;-0,0000;TUC_TAC22;-34000,0669;-1645,1456;-1645,1456;447,3224;95,6759;36,4073
568;0,1988;-0,0444;22600,9239;492,6314;-0,0000;default broker;19383,8894;0,0000;0,0000;-422,5098;422,5098;-0,0000;COLDPOWER22;24115,9477;0,0000;0,0000;-525,6543;525,6543;-0,0000;IS3;6467,6660;0,0000;0,0000;-140,9755;140,9755;-0,0000;TUC_TAC22;-27366,5793;-597,9111;0,0000;596,5082;-596,5082;-0,0000
569;0,2977;-0,0475;-15477,7003;4846,5388;1651,2352;default broker;21086,1886;0,0000;0,0000;6602,7271;6602,7271;-0,0000;COLDPOWER22;-4749,5260;0,0000;0,0000;-1487,2211;-1487,2211;-0,0000;IS3;-1834,6261;0,0000;0,0000;-574,4772;-574,4772;-0,0000;TUC_TAC22;-29979,7368;10029,8868;10029,8868;-9387,5676;-9387,5676;3195,3036
570;0,2898;-0,0496;16,8649;0,8359;0,8359;default broker;22620,0311;0,0000;0,0000;-1121,1951;1121,1951;-0,0000;COLDPOWER22;-4404,0845;0,0000;0,0000;218,2949;-218,2949;-0,0000;IS3;-3654,3691;0,0000;0,0000;181,1342;-181,1342;-0,0000;TUC_TAC22;-14544,7126;-1166,6179;0,0000;720,9300;-720,9300;-0,0000
571;0,4009;-0,0451;-12659,7987;5235,4427;518,5864;default broker;24297,0905;0,0000;0,0000;10048,0291;10048,0291;-0,0000;COLDPOWER22;-4189,6720;0,0000;0,0000;-1732,6332;-1732,6332;-0,0000;IS3;-3790,2265;0,0000;0,0000;-1567,4431;-1567,4431;-0,0000;TUC_TAC22;-28976,9907;11370,3546;11370,3546;-11983,3955;-11983,3955;4716,8563
572;0,2779;-0,0457;1202,4619;53,5650;53,5650;default broker;25577,7071;0,0000;0,0000;-1139,3870;1139,3870;-0,0000;COLDPOWER22;23681,5952;0,0000;0,0000;-1054,9226;1054,9226;-0,0000;IS3;-4069,5788;0,0000;0,0000;181,2838;-181,2838;-0,0000;TUC_TAC22;-43987,2615;-244,1135;0,0000;1959,4608;-1959,4608;-0,0000
573;0,2716;-0,0402;-11982,3319;3397,9529;340,1272;default broker;24734,9261;0,0000;0,0000;7014,3370;7014,3370;-0,0000;COLDPOWER22;-3793,2191;0,0000;0,0000;-1075,6821;-1075,6821;-0,0000;IS3;-4632,3642;0,0000;0,0000;-1313,6471;-1313,6471;-0,0000;TUC_TAC22;-28291,6748;10735,7347;10735,7347;-8022,9607;-8022,9607;3057,8257
574;0,4429;-0,0436;-25251,7707;11820,4054;6419,9457;default broker;24545,1852;0,0000;0,0000;11489,6513;11489,6513;-0,0000;COLDPOWER22;-2951,5886;0,0000;0,0000;-1381,6446;-1381,6446;-0,0000;IS3;-4051,0503;0,0000;0,0000;-1896,3049;-1896,3049;-0,0000;TUC_TAC22;-42794,3170;11200,7155;11200,7155;-20032,1072;-20032,1072;5400,4597
575;0,2703;-0,0402;3200,1662;118,2549;118,2549;default broker;23951,9241;0,0000;0,0000;-885,0892;885,0892;-0,0000;COLDPOWER22;25707,7991;0,0000;0,0000;-949,9736;949,9736;-0,0000;IS3;-4331,7249;0,0000;0,0000;160,0691;-160,0691;-0,0000;TUC_TAC22;-42127,8321;-148,0812;0,0000;1556,7388;-1556,7388;-0,0000
576;0,3029;-0,0702;-4568,6729;1404,5625;0,0000;default broker;22559,5003;0,0000;0,0000;6935,5431;6935,5431;-0,0000;COLDPOWER22;24719,1931;0,0000;0,0000;7599,5047;7599,5047;-0,0000;IS3;-4507,2396;0,0000;0,0000;-1385,6758;-1385,6758;-0,0000;TUC_TAC22;-47340,1266;9635,1130;4568,6729;-14553,9344;-14553,9344;1404,5625
577;0,4021;-0,0583;-33510,0364;14598,8855;12092,6146;default broker;20052,6743;0,0000;0,0000;8736,0901;8736,0901;-0,0000;COLDPOWER22;-2255,8020;0,0000;0,0000;-982,7562;-982,7562;-0,0000;IS3;-4467,2894;0,0000;0,0000;-1946,2064;-1946,2064;-0,0000;TUC_TAC22;-46839,6193;5404,2070;5404,2070;-20406,0130;-20406,0130;2506,2709
578;0,3064;-0,0595;-36940,7657;12684,2995;11033,4667;default broker;18540,8970;0,0000;0,0000;6366,3621;6366,3621;-0,0000;COLDPOWER22;-164,8340;0,0000;0,0000;-56,5988;-56,5988;-0,0000;IS3;-4484,6486;0,0000;0,0000;-1539,8876;-1539,8876;-0,0000;TUC_TAC22;-50832,1801;4391,4717;4391,4717;-17454,1753;-17454,1753;1650,8329
579;0,3710;-0,0494;-35766,4500;14549,6591;13384,7417;default broker;16950,4318;0,0000;0,0000;6895,3728;6895,3728;-0,0000;COLDPOWER22;-157,0240;0,0000;0,0000;-63,8768;-63,8768;-0,0000;IS3;-4167,5036;0,0000;0,0000;-1695,3250;-1695,3250;-0,0000;TUC_TAC22;-48392,3542;2648,0530;2648,0530;-19685,8301;-19685,8301;1164,9174
580;0,3309;-0,0519;-32247,1820;11709,1196;10726,0391;default broker;15643,0038;0,0000;0,0000;5680,0561;5680,0561;-0,0000;COLDPOWER22;-208,0860;0,0000;0,0000;-75,5571;-75,5571;-0,0000;IS3;-4208,9228;0,0000;0,0000;-1528,2818;-1528,2818;-0,0000;TUC_TAC22;-43473,1769;2502,4324;2502,4324;-15785,3368;-15785,3368;983,0804
581;0,4655;-0,0560;-32264,4723;16061,2289;13712,2949;default broker;14874,8708;0,0000;0,0000;7404,6989;7404,6989;-0,0000;COLDPOWER22;-279,2260;0,0000;0,0000;-138,9985;-138,9985;-0,0000;IS3;-4161,3020;0,0000;0,0000;-2071,4928;-2071,4928;-0,0000;TUC_TAC22;-42698,8151;4469,0985;4469,0985;-21255,4365;-21255,4365;2348,9340
582;0,3015;-0,0496;-30672,0696;10187,9885;8584,4192;default broker;12594,3762;0,0000;0,0000;4183,3291;4183,3291;-0,0000;COLDPOWER22;-330,8120;0,0000;0,0000;-109,8820;-109,8820;-0,0000;IS3;-4000,8755;0,0000;0,0000;-1328,9248;-1328,9248;-0,0000;TUC_TAC22;-38934,7583;4474,7971;4474,7971;-12932,5108;-12932,5108;1603,5693
583;0,5234;-0,0494;-21246,1837;11571,0480;8111,7842;default broker;10165,5776;0,0000;0,0000;5536,3536;5536,3536;-0,0000;COLDPOWER22;-431,7090;0,0000;0,0000;-235,1164;-235,1164;-0,0000;IS3;6530,2891;0,0000;0,0000;3556,5112;3556,5112;-0,0000;TUC_TAC22;-37510,3414;6180,7540;6180,7540;-20428,7965;-20428,7965;3459,2638
584;0,3317;-0,0791;5532,7995;407,0651;407,0651;default broker;8305,1122;0,0000;0,0000;-611,0328;611,0328;-0,0000;COLDPOWER22;15013,3410;0,0000;0,0000;-1104,5779;1104,5779;-0,0000;IS3;16183,8030;0,0000;0,0000;-1190,6924;1190,6924;-0,0000;TUC_TAC22;-33969,4568;-3811,3271;0,0000;2499,2378;-2499,2378;-0,0000
585;0,4218;-0,1055;-2241,8809;950,6064;0,0000;default broker;8227,9318;0,0000;0,0000;3488,8226;3488,8226;-0,0000;COLDPOWER22;-669,5020;0,0000;0,0000;-283,8835;-283,8835;-0,0000;IS3;22513,6614;0,0000;0,0000;9546,2835;9546,2835;-0,0000;TUC_TAC22;-32313,9721;5548,8186;2241,8809;-13701,8289;-13701,8289;950,6064
586;0,3323;-0,0908;-10822,4855;3713,0477;1844,9966;default broker;8118,4314;0,0000;0,0000;2785,3235;2785,3235;-0,0000;COLDPOWER22;-604,2240;0,0000;0,0000;-207,3010;-207,3010;-0,0000;IS3;15741,7551;0,0000;0,0000;5400,7823;5400,7823;-0,0000;TUC_TAC22;-34078,4480;5359,5018;5359,5018;-11691,8525;-11691,8525;1868,0511
587;0,2638;-0,0768;681,8567;51,8917;51,8917;default broker;8707,5648;0,0000;0,0000;-662,6769;662,6769;-0,0000;COLDPOWER22;-599,4170;0,0000;0,0000;45,6178;-45,6178;-0,0000;IS3;27440,7023;0,0000;0,0000;-2088,3357;2088,3357;-0,0000;TUC_TAC22;-34866,9935;-4095,4943;0,0000;2653,5031;-2653,5031;-0,0000
588;0,3807;-0,1052;-8302,6982;3229,8539;882,6046;default broker;9722,0680;0,0000;0,0000;3782,0066;3782,0066;-0,0000;COLDPOWER22;-596,0090;0,0000;0,0000;-231,8550;-231,8550;-0,0000;IS3;23739,7470;0,0000;0,0000;9235,0599;9235,0599;-0,0000;TUC_TAC22;-41168,5041;5998,3330;5998,3330;-16015,0655;-16015,0655;2347,2493
589;0,2896;-0,0901;-3525,5231;1033,5088;0,0000;default broker;11855,5887;0,0000;0,0000;3475,4717;3475,4717;-0,0000;COLDPOWER22;-585,9350;0,0000;0,0000;-171,7671;-171,7671;-0,0000;IS3;35831,5797;0,0000;0,0000;10504,0453;10504,0453;-0,0000;TUC_TAC22;-50626,7565;8271,6198;3525,5231;-14841,2586;-14841,2586;1033,5088
590;0,2518;-0,0517;-37663,0926;10902,4587;8534,0224;default broker;13220,6268;0,0000;0,0000;3827,0181;3827,0181;-0,0000;COLDPOWER22;-1237,9670;0,0000;0,0000;-358,3584;-358,3584;-0,0000;IS3;20214,3322;0,0000;0,0000;5851,5089;5851,5089;-0,0000;TUC_TAC22;-69860,0845;7407,6432;7407,6432;-20222,6274;-20222,6274;2368,4363
591;0,2493;-0,0353;-47664,3235;14152,7934;11184,1017;default broker;16077,1919;0,0000;0,0000;4773,7418;4773,7418;-0,0000;COLDPOWER22;-1288,2660;0,0000;0,0000;-382,5201;-382,5201;-0,0000;IS3;17844,9585;0,0000;0,0000;5298,6383;5298,6383;-0,0000;TUC_TAC22;-80298,2079;8842,0060;8842,0060;-23842,6534;-23842,6534;2968,6917
592;0,1755;-0,0351;9081,6184;236,6517;236,6517;default broker;18274,9185;0,0000;0,0000;-476,2135;476,2135;-0,0000;COLDPOWER22;19780,2347;0,0000;0,0000;-515,4395;515,4395;-0,0000;IS3;7999,3024;0,0000;0,0000;-208,4483;208,4483;-0,0000;TUC_TAC22;-36972,8372;-360,2645;0,0000;963,4498;-963,4498;-0,0000
593;0,2819;-0,0767;-56741,5448;19214,2760;15592,1590;default broker;20584,6812;0,0000;0,0000;6970,5495;6970,5495;-0,0000;COLDPOWER22;-1209,3230;0,0000;0,0000;-409,5106;-409,5106;-0,0000;IS3;397,9522;0,0000;0,0000;134,7578;134,7578;-0,0000;TUC_TAC22;-76514,8553;9384,0762;9384,0762;-25910,0727;-25910,0727;3622,1171
594;0,2569;-0,0517;-45373,7288;13713,7006;10816,7698;default broker;22160,2054;0,0000;0,0000;6697,6735;6697,6735;-0,0000;COLDPOWER22;-1124,1060;0,0000;0,0000;-339,7484;-339,7484;-0,0000;IS3;-1020,2569;0,0000;0,0000;-308,3612;-308,3612;-0,0000;TUC_TAC22;-65389,5713;8543,7865;8543,7865;-19763,2645;-19763,2645;2896,9308
595;0,2563;-0,0517;-5906,5159;1548,6150;0,0000;default broker;24286,5799;0,0000;0,0000;6367,6393;6367,6393;-0,0000;COLDPOWER22;26513,4257;0,0000;0,0000;6951,4906;6951,4906;-0,0000;IS3;4125,3581;0,0000;0,0000;1081,6176;1081,6176;-0,0000;TUC_TAC22;-60831,8796;10474,1775;5906,5159;-15949,3625;-15949,3625;1548,6150
596;0,2748;-0,0723;-9289,1156;2639,1222;0,0000;default broker;24472,8968;0,0000;0,0000;6952,9726;6952,9726;-0,0000;COLDPOWER22;26005,6111;0,0000;0,0000;7388,4307;7388,4307;-0,0000;IS3;-1301,7987;0,0000;0,0000;-369,8529;-369,8529;-0,0000;TUC_TAC22;-58465,8248;11998,3385;9289,1156;-16610,6727;-16610,6727;2639,1222
597;0,3337;-0,0711;-36460,5288;13497,0973;9553,4871;default broker;24312,6505;0,0000;0,0000;9000,1495;9000,1495;-0,0000;COLDPOWER22;-1299,4370;0,0000;0,0000;-481,0305;-481,0305;-0,0000;IS3;-370,4752;0,0000;0,0000;-137,1439;-137,1439;-0,0000;TUC_TAC22;-59103,2670;9940,9543;9940,9543;-21879,0723;-21879,0723;3943,6102
598;0,2836;-0,0669;-44271,9670;14513,7128;10622,2659;default broker;24255,3860;0,0000;0,0000;7951,6617;7951,6617;-0,0000;COLDPOWER22;-1115,0370;0,0000;0,0000;-365,5434;-365,5434;-0,0000;IS3;-31,6180;0,0000;0,0000;-10,3654;-10,3654;-0,0000;TUC_TAC22;-67380,6979;10769,6957;10769,6957;-22089,4658;-22089,4658;3891,4469
599;0,2863;-0,0692;-40807,8075;13348,1605;10013,7553;default broker;23660,4574;0,0000;0,0000;7739,2931;7739,2931;-0,0000;COLDPOWER22;-927,2800;0,0000;0,0000;-303,3116;-303,3116;-0,0000;IS3;17,8210;0,0000;0,0000;5,8292;5,8292;-0,0000;TUC_TAC22;-63558,8059;9298,1947;9298,1947;-20789,9712;-20789,9712;3334,4053
600;0,3115;-0,0640;-42116,2361;14891,5808;10876,7666;default broker;22429,8954;0,0000;0,0000;7930,8274;7930,8274;-0,0000;COLDPOWER22;-871,8360;0,0000;0,0000;-308,2663;-308,2663;-0,0000;IS3;-161,2257;0,0000;0,0000;-57,0066;-57,0066;-0,0000;TUC_TAC22;-63513,0698;10420,5485;10420,5485;-22457,1353;-22457,1353;4014,8142
601;0,2828;-0,0616;-22942,4771;7014,6119;5133,9982;default broker;19977,7207;0,0000;0,0000;6108,1442;6108,1442;-0,0000;COLDPOWER22;17852,7612;0,0000;0,0000;5458,4424;5458,4424;-0,0000;IS3;591,1917;0,0000;0,0000;180,7556;180,7556;-0,0000;TUC_TAC22;-61364,1507;5824,7586;5824,7586;-18761,9541;-18761,9541;1880,6137
602;0,3872;-0,0643;-36961,3435;15677,5187;13878,6190;default broker;18572,9934;0,0000;0,0000;7877,9185;7877,9185;-0,0000;COLDPOWER22;-63,2790;0,0000;0,0000;-26,8404;-26,8404;-0,0000;IS3;-462,3961;0,0000;0,0000;-196,1299;-196,1299;-0,0000;TUC_TAC22;-55008,6618;3934,7176;3934,7176;-23332,4669;-23332,4669;1798,8997
603;0,3644;-0,0628;-32534,0003;12914,9780;11495,2926;default broker;17156,9266;0,0000;0,0000;6810,7619;6810,7619;-0,0000;COLDPOWER22;1927,4134;0,0000;0,0000;765,1227;765,1227;-0,0000;IS3;390,0963;0,0000;0,0000;154,8560;154,8560;-0,0000;TUC_TAC22;-52008,4366;3331,2546;3331,2546;-20645,7185;-20645,7185;1419,6854
604;0,2887;-0,0522;-35108,9753;11366,9329;10252,7544;default broker;15904,6178;0,0000;0,0000;5149,3022;5149,3022;-0,0000;COLDPOWER22;1716,0740;0,0000;0,0000;555,5986;555,5986;-0,0000;IS3;245,0742;0,0000;0,0000;79,3456;79,3456;-0,0000;TUC_TAC22;-52974,7413;3132,0162;3132,0162;-17151,1792;-17151,1792;1114,1785
605;0,3064;-0,0564;-32366,2543;10965,1936;9258,3923;default broker;15446,1281;0,0000;0,0000;5232,9128;5232,9128;-0,0000;COLDPOWER22;2933,0017;0,0000;0,0000;993,6563;993,6563;-0,0000;IS3;-632,0262;0,0000;0,0000;-214,1209;-214,1209;-0,0000;TUC_TAC22;-50113,3579;4657,1069;4657,1069;-16977,6418;-16977,6418;1706,8013
606;0,4218;-0,0547;-38383,7210;17664,5408;15332,0496;default broker;12802,3671;0,0000;0,0000;5891,7669;5891,7669;-0,0000;COLDPOWER22;2171,4906;0,0000;0,0000;999,3399;999,3399;-0,0000;IS3;-267,4221;0,0000;0,0000;-123,0701;-123,0701;-0,0000;TUC_TAC22;-53090,1566;4722,8848;4722,8848;-24432,5775;-24432,5775;2332,4912
607;0,4062;-0,0483;-29003,6015;12623,7569;10213,6046;default broker;10736,5250;0,0000;0,0000;4673,0500;4673,0500;-0,0000;COLDPOWER22;1903,0851;0,0000;0,0000;828,3138;828,3138;-0,0000;IS3;7144,7036;0,0000;0,0000;3109,7173;3109,7173;-0,0000;TUC_TAC22;-48787,9151;5250,8692;5250,8692;-21234,8381;-21234,8381;2410,1523
608;0,3645;-0,0527;-17841,9264;6822,5372;4739,4569;default broker;8149,7129;0,0000;0,0000;3116,3518;3116,3518;-0,0000;COLDPOWER22;340,9514;0,0000;0,0000;130,3757;130,3757;-0,0000;IS3;25630,7140;0,0000;0,0000;9800,8755;9800,8755;-0,0000;TUC_TAC22;-51963,3046;5274,2135;5274,2135;-19870,1402;-19870,1402;2083,0803
609;0,3685;-0,0477;-8921,1071;3367,2906;1478,7418;default broker;7860,2625;0,0000;0,0000;2966,8726;2966,8726;-0,0000;COLDPOWER22;2603,7392;0,0000;0,0000;982,7868;982,7868;-0,0000;IS3;31436,0189;0,0000;0,0000;11865,5914;11865,5914;-0,0000;TUC_TAC22;-50821,1278;4951,3386;4951,3386;-19182,5415;-19182,5415;1888,5488
610;0,4300;-0,0496;-13741,9586;6097,8193;4066,6748;default broker;7516,8682;0,0000;0,0000;3335,5146;3335,5146;-0,0000;COLDPOWER22;2376,1563;0,0000;0,0000;1054,3891;1054,3891;-0,0000;IS3;30968,9590;0,0000;0,0000;13742,0815;13742,0815;-0,0000;TUC_TAC22;-54603,9421;4483,8080;4483,8080;-24229,8045;-24229,8045;2031,1445
611;0,2813;-0,0513;-7998,9274;2314,3811;1007,6038;default broker;8860,9776;0,0000;0,0000;2563,8036;2563,8036;-0,0000;COLDPOWER22;221,2697;0,0000;0,0000;64,0214;64,0214;-0,0000;IS3;36853,8885;0,0000;0,0000;10663,1726;10663,1726;-0,0000;TUC_TAC22;-53935,0632;4461,9181;4461,9181;-15605,3787;-15605,3787;1306,7773
