ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
610;0,2044;-0,0548;9472,5822;428,9871;428,9362;default broker;220,3690;0,0000;0,0000;-9,9799;9,9775;-0,0000;COLDPOWER22;5107,3572;0,0000;0,0000;-231,2981;231,2433;-0,0000;Mertacor22;-6168,5885;0,0000;0,0000;279,3584;-279,2921;-0,0000;VidyutVanika;9844,9490;-1,4211;-1,4211;-445,8506;445,8506;-0,0509;IS3;6172,1644;0,0000;0,0000;-279,5203;279,4540;-0,0000;TUC_TAC22;-5703,6689;-4321,0472;0,0000;258,3035;-258,2422;-0,0000
611;0,1953;-0,0558;13378,9778;567,9959;567,9546;default broker;190,5471;0,0000;0,0000;-8,0896;8,0884;-0,0000;COLDPOWER22;-504,4374;0,0000;0,0000;21,4156;-21,4124;-0,0000;Mertacor22;-12139,8521;0,0000;0,0000;515,3896;-515,3146;-0,0000;VidyutVanika;16527,0295;-1,4211;-1,4211;-701,6444;701,6444;-0,0413;IS3;10990,4640;0,0000;0,0000;-466,5931;466,5252;-0,0000;TUC_TAC22;-1684,7733;-3948,2563;0,0000;71,5260;-71,5156;-0,0000
612;0,1344;-0,0413;29825,6825;341,1070;130,6732;default broker;182,7480;0,0000;0,0000;-2,0900;-0,4515;-0,0000;COLDPOWER22;10631,2500;0,0000;0,0000;-121,5863;-26,2682;-0,0000;Mertacor22;-3494,9298;0,0000;0,0000;39,9704;-22,0939;-0,0000;VidyutVanika;14841,7093;-1,4211;-1,4211;-169,7400;-144,4174;146,5472;IS3;10248,6304;0,0000;0,0000;-117,2104;-25,3228;-0,0000;TUC_TAC22;-2583,7254;-4030,5924;-4030,5924;29,5493;6,3840;204,3939
613;0,1708;-0,0500;13819,0910;499,9873;-0,0000;default broker;190,1012;0,0000;0,0000;-6,8780;6,8772;-0,0000;COLDPOWER22;-605,9993;0,0000;0,0000;21,9256;-21,9228;-0,0000;Mertacor22;-11017,3478;0,0000;0,0000;398,6177;-398,5670;-0,0000;VidyutVanika;16729,1813;-1,4211;-1,4211;-605,2770;605,2770;-0,0318;IS3;12833,2643;0,0000;0,0000;-464,3192;464,2601;-0,0000;TUC_TAC22;-4310,1087;-2197,7225;0,0000;155,9437;-155,9238;-0,0000
614;0,1509;-0,0464;8599,3943;324,6880;324,6465;default broker;207,2808;0,0000;0,0000;-7,8263;7,8243;-0,0000;COLDPOWER22;-2659,3107;0,0000;0,0000;100,4078;-100,3822;-0,0000;Mertacor22;-4619,1879;0,0000;0,0000;174,4070;-174,3625;-0,0000;VidyutVanika;14346,7286;-1,4211;-1,4211;-541,6905;541,6905;-0,0414;IS3;7940,5063;0,0000;0,0000;-299,8103;299,7338;-0,0000;TUC_TAC22;-6616,6228;-1924,3338;0,0000;249,8243;-249,7606;-0,0000
615;0,1499;-0,0475;-33975,9576;6248,0049;0,0000;default broker;202,1330;0,0000;0,0000;37,1712;37,1712;-0,0000;COLDPOWER22;-9216,0722;0,0000;0,0000;-1694,7886;-1694,7886;-0,0000;Mertacor22;-1796,9740;0,0000;0,0000;-330,4543;-330,4543;-0,0000;VidyutVanika;9033,6161;1200,0000;0,0000;1661,2358;1661,2358;-0,0000;IS3;5473,0310;0,0000;0,0000;1006,4624;1006,4624;-0,0000;TUC_TAC22;-37671,6915;8032,0243;8032,0243;-6927,6315;-6927,6315;1685,4305
616;0,1348;-0,0466;-18,0688;2,4367;0,0000;default broker;240,5263;0,0000;0,0000;32,4369;32,4369;-0,0000;COLDPOWER22;4850,2800;0,0000;0,0000;654,0983;654,0983;-0,0000;Mertacor22;3794,6880;0,0000;0,0000;511,7434;511,7434;-0,0000;VidyutVanika;5449,7201;1200,0000;0,0000;734,9375;734,9375;-0,0000;IS3;3544,5845;0,0000;0,0000;478,0150;478,0150;-0,0000;TUC_TAC22;-17897,8677;9109,8397;18,0688;-2413,6678;-2413,6678;2,4367
617;0,1617;-0,0509;-11387,2233;1971,0549;754,1203;default broker;351,3705;0,0000;0,0000;60,8200;60,8200;-0,0000;COLDPOWER22;-5337,8181;0,0000;0,0000;-923,9419;-923,9419;-0,0000;Mertacor22;1309,1291;0,0000;0,0000;226,6018;226,6018;-0,0000;VidyutVanika;1219,5736;1200,0000;0,0000;211,1003;211,1003;-0,0000;IS3;644,1292;0,0000;0,0000;111,4946;111,4946;-0,0000;TUC_TAC22;-9573,6075;6850,9591;6850,9591;-1657,1297;-1657,1297;1216,9346
618;0,1497;-0,0353;-8110,6374;1279,7576;476,5405;default broker;355,4608;0,0000;0,0000;56,0873;56,0873;-0,0000;COLDPOWER22;-1287,8731;0,0000;0,0000;-203,2103;-203,2103;-0,0000;Mertacor22;2268,9162;0,0000;0,0000;358,0067;358,0067;-0,0000;VidyutVanika;961,0031;1200,0000;0,0000;151,6343;151,6343;-0,0000;IS3;76,8350;0,0000;0,0000;12,1236;12,1236;-0,0000;TUC_TAC22;-10484,9793;4991,8298;4991,8298;-1654,3992;-1654,3992;803,2172
619;0,1689;-0,0362;-19507,6961;3675,8377;0,0000;default broker;315,3308;0,0000;0,0000;59,4178;59,4178;-0,0000;COLDPOWER22;-6775,6769;0,0000;0,0000;-1276,7417;-1276,7417;-0,0000;Mertacor22;2651,1742;0,0000;0,0000;499,5611;499,5611;-0,0000;VidyutVanika;-315,0635;1200,0000;0,0000;-59,3675;-59,3675;-0,0000;IS3;-192,0293;0,0000;0,0000;-36,1841;-36,1841;-0,0000;TUC_TAC22;-15191,4314;6076,7254;6076,7254;-2862,5234;-2862,5234;1226,6545
620;0,1510;-0,0363;-15143,6382;2516,3453;1349,6869;default broker;282,0292;0,0000;0,0000;46,8634;46,8634;-0,0000;COLDPOWER22;3629,0200;0,0000;0,0000;603,0168;603,0168;-0,0000;Mertacor22;4834,2958;0,0000;0,0000;803,2916;803,2916;-0,0000;VidyutVanika;-306,5099;1200,0000;0,0000;-50,9313;-50,9313;-0,0000;IS3;-995,0857;0,0000;0,0000;-165,3486;-165,3486;-0,0000;TUC_TAC22;-22587,3877;6680,8215;6680,8215;-3753,2373;-3753,2373;1166,6585
621;0,1401;-0,0356;-16742,6079;2625,2047;1807,4053;default broker;257,6350;0,0000;0,0000;40,3966;40,3966;-0,0000;COLDPOWER22;3578,0400;0,0000;0,0000;561,0289;561,0289;-0,0000;Mertacor22;6798,4328;0,0000;0,0000;1065,9796;1065,9796;-0,0000;VidyutVanika;-2635,5779;1200,0000;0,0000;-413,2529;-413,2529;-0,0000;IS3;-936,1332;0,0000;0,0000;-146,7837;-146,7837;-0,0000;TUC_TAC22;-23805,0046;4847,8684;4847,8684;-3732,5733;-3732,5733;817,7994
622;0,1447;-0,0363;-28952,4401;5028,4689;0,0000;default broker;244,4577;0,0000;0,0000;42,4575;42,4575;-0,0000;COLDPOWER22;-43,2500;0,0000;0,0000;-7,5117;-7,5117;-0,0000;Mertacor22;5983,6669;0,0000;0,0000;1039,2451;1039,2451;-0,0000;VidyutVanika;-2198,4295;1200,0000;0,0000;-381,8239;-381,8239;-0,0000;IS3;-969,2860;0,0000;0,0000;-168,3459;-168,3459;-0,0000;TUC_TAC22;-31969,5992;4627,0559;4627,0559;-5552,4900;-5552,4900;916,1834
623;0,1375;-0,0368;-35839,7855;6212,0791;0,0000;default broker;235,8258;0,0000;0,0000;40,8755;40,8755;-0,0000;COLDPOWER22;-8445,8835;0,0000;0,0000;-1463,9177;-1463,9177;-0,0000;Mertacor22;9838,9554;0,0000;0,0000;1705,3776;1705,3776;-0,0000;VidyutVanika;-3933,7268;1200,0000;0,0000;-681,8295;-681,8295;-0,0000;IS3;-1070,8295;0,0000;0,0000;-185,6060;-185,6060;-0,0000;TUC_TAC22;-32464,1270;5232,1129;5232,1129;-5626,9791;-5626,9791;1067,0204
624;0,1298;-0,0356;-25163,5100;3898,8845;3126,9962;default broker;245,9195;0,0000;0,0000;38,1033;38,1033;-0,0000;COLDPOWER22;-46,9400;0,0000;0,0000;-7,2730;-7,2730;-0,0000;Mertacor22;9311,3921;0,0000;0,0000;1442,7257;1442,7257;-0,0000;VidyutVanika;-5713,3710;1200,0000;0,0000;-885,2411;-885,2411;-0,0000;IS3;-931,5592;0,0000;0,0000;-144,3376;-144,3376;-0,0000;TUC_TAC22;-28028,9514;4392,9025;4392,9025;-4342,8618;-4342,8618;771,8884
625;0,1252;-0,0356;-31285,7303;4895,6334;4533,3493;default broker;239,9675;0,0000;0,0000;37,5504;37,5504;-0,0000;COLDPOWER22;-4123,5280;0,0000;0,0000;-645,2552;-645,2552;-0,0000;Mertacor22;3632,8468;0,0000;0,0000;568,4728;568,4728;-0,0000;VidyutVanika;-6041,9658;1200,0000;0,0000;-945,4550;-945,4550;-0,0000;IS3;-852,0659;0,0000;0,0000;-133,3324;-133,3324;-0,0000;TUC_TAC22;-24140,9849;1949,6783;1949,6783;-3777,6140;-3777,6140;362,2842
626;0,1147;-0,0444;-26279,4033;3704,0325;3607,1460;default broker;242,5541;0,0000;0,0000;34,1876;34,1876;-0,0000;COLDPOWER22;-18,5500;0,0000;0,0000;-2,6146;-2,6146;-0,0000;Mertacor22;-79,8739;0,0000;0,0000;-11,2581;-11,2581;-0,0000;VidyutVanika;-6360,6216;1200,0000;0,0000;-896,5177;-896,5177;-0,0000;IS3;-858,0085;0,0000;0,0000;-120,9347;-120,9347;-0,0000;TUC_TAC22;-19204,9034;581,3906;581,3906;-2706,8951;-2706,8951;96,8865
627;0,1229;-0,0431;-28456,1428;4307,3382;4093,3517;default broker;247,0730;0,0000;0,0000;37,3989;37,3989;-0,0000;COLDPOWER22;-4167,9584;0,0000;0,0000;-630,8939;-630,8939;-0,0000;Mertacor22;2920,1661;0,0000;0,0000;442,0185;442,0185;-0,0000;VidyutVanika;-4357,2040;1200,0000;0,0000;-659,5395;-659,5395;-0,0000;IS3;-755,6657;0,0000;0,0000;-114,3833;-114,3833;-0,0000;TUC_TAC22;-22342,5538;1197,9597;1197,9597;-3381,9388;-3381,9388;213,9865
628;0,1415;-0,0461;-32258,8561;5604,1727;0,0000;default broker;231,1856;0,0000;0,0000;40,1627;40,1627;-0,0000;COLDPOWER22;-16064,0983;0,0000;0,0000;-2790,7369;-2790,7369;-0,0000;Mertacor22;1948,8470;0,0000;0,0000;338,5636;338,5636;-0,0000;VidyutVanika;-2937,9236;1200,0000;0,0000;-510,3910;-510,3910;-0,0000;IS3;-493,7179;0,0000;0,0000;-85,7712;-85,7712;-0,0000;TUC_TAC22;-14943,1489;1183,8247;1183,8247;-2595,9999;-2595,9999;242,4474
629;0,1386;-0,0359;-16070,6689;2485,8352;2212,6615;default broker;226,5532;0,0000;0,0000;35,0436;35,0436;-0,0000;COLDPOWER22;-4686,3717;0,0000;0,0000;-724,8950;-724,8950;-0,0000;Mertacor22;2073,9781;0,0000;0,0000;320,8061;320,8061;-0,0000;VidyutVanika;-2521,0287;1200,0000;0,0000;-389,9565;-389,9565;-0,0000;IS3;-709,8782;0,0000;0,0000;-109,8050;-109,8050;-0,0000;TUC_TAC22;-10453,9217;1615,1023;1615,1023;-1617,0283;-1617,0283;273,1737
630;0,1456;-0,0381;-11871,7882;1869,1882;1569,8047;default broker;229,4134;0,0000;0,0000;36,1207;36,1207;-0,0000;COLDPOWER22;613,4871;0,0000;0,0000;96,5923;96,5923;-0,0000;Mertacor22;226,1480;0,0000;0,0000;35,6065;35,6065;-0,0000;VidyutVanika;-3333,0582;1200,0000;0,0000;-524,7830;-524,7830;-0,0000;IS3;-157,7947;0,0000;0,0000;-24,8444;-24,8444;-0,0000;TUC_TAC22;-9449,9839;1787,0158;1787,0158;-1487,8802;-1487,8802;299,3836
631;0,1491;-0,0354;-21024,2718;3576,8289;3108,1661;default broker;244,5977;0,0000;0,0000;41,6131;41,6131;-0,0000;COLDPOWER22;5078,9501;0,0000;0,0000;864,0744;864,0744;-0,0000;Mertacor22;-902,7900;0,0000;0,0000;-153,5904;-153,5904;-0,0000;VidyutVanika;521,8932;1200,0000;0,0000;88,7889;88,7889;-0,0000;IS3;3722,6483;0,0000;0,0000;633,3288;633,3288;-0,0000;TUC_TAC22;-29689,5712;2484,0506;2484,0506;-5051,0438;-5051,0438;468,6628
632;0,1458;-0,0450;17208,6939;478,9009;-0,0000;default broker;364,6158;0,0000;0,0000;-10,1469;10,1354;-0,0000;COLDPOWER22;8928,1151;0,0000;0,0000;-248,4606;248,1780;-0,0000;Mertacor22;-4871,8311;0,0000;0,0000;135,5782;-135,4240;-0,0000;VidyutVanika;2600,9124;-25,5789;-25,5789;-72,3808;72,3808;-0,2723;IS3;8009,7141;0,0000;0,0000;-222,9024;222,6489;-0,0000;TUC_TAC22;2177,1676;-1915,3601;0,0000;-60,5884;60,5195;-0,0000
633;0,1410;-0,0353;20692,1160;303,0458;124,9874;default broker;312,2532;0,0000;0,0000;-4,5731;0,4513;-0,0000;COLDPOWER22;15291,5000;0,0000;0,0000;-223,9513;22,1019;-0,0000;Mertacor22;-7209,9161;0,0000;0,0000;105,5926;-45,9840;-0,0000;VidyutVanika;214,7840;-1,4211;-1,4211;-3,1456;-0,7888;88,1121;IS3;12609,6097;0,0000;0,0000;-184,6737;18,2256;-0,0000;TUC_TAC22;-526,1148;-1555,0384;-1555,0384;7,7052;-0,7604;95,0882
634;0,1444;-0,0424;17148,5772;433,1713;-0,0000;default broker;232,1485;0,0000;0,0000;-5,8640;5,8640;-0,0000;COLDPOWER22;14985,7300;0,0000;0,0000;-378,5380;378,5380;-0,0000;Mertacor22;-6325,6877;0,0000;0,0000;159,7862;-159,7777;-0,0000;VidyutVanika;-1142,7299;-1,4211;-1,4211;28,8652;-28,8652;-0,0115;IS3;11069,8592;0,0000;0,0000;-279,6235;279,6235;-0,0000;TUC_TAC22;-1670,7428;-1825,7558;0,0000;42,2028;-42,2005;-0,0000
635;0,1415;-0,0352;33828,3992;44,8609;66,6505;default broker;216,1347;0,0000;0,0000;-0,2866;-0,6902;-0,0000;COLDPOWER22;21852,0600;0,0000;0,0000;-28,9787;-69,7860;-0,0000;Mertacor22;-9568,9146;0,0000;0,0000;12,6896;-35,2529;-0,0000;VidyutVanika;-111,0427;-1,4211;-1,4211;0,1473;0,3546;232,6253;IS3;20798,7505;0,0000;0,0000;-27,5819;-66,4222;-0,0000;TUC_TAC22;641,4112;-1892,9343;-1892,9343;-0,8506;-9,0592;290,5205
636;0,1429;-0,0365;-13001,8576;2027,5320;1552,9757;default broker;183,3333;0,0000;0,0000;28,5893;28,5893;-0,0000;COLDPOWER22;14677,4100;0,0000;0,0000;2288,8205;2288,8205;-0,0000;Mertacor22;-10022,1576;0,0000;0,0000;-1562,8725;-1562,8725;-0,0000;VidyutVanika;-1406,9632;1200,0000;0,0000;-219,4043;-219,4043;-0,0000;IS3;10385,1713;0,0000;0,0000;1619,4814;1619,4814;-0,0000;TUC_TAC22;-26818,6514;2857,2877;2857,2877;-4182,1465;-4182,1465;474,5563
637;0,1356;-0,0368;22161,1695;323,4939;127,1447;default broker;194,8130;0,0000;0,0000;-2,8438;-0,9083;-0,0000;COLDPOWER22;20048,8500;0,0000;0,0000;-292,6597;-93,4721;-0,0000;Mertacor22;-7865,7536;0,0000;0,0000;114,8190;-48,0894;-0,0000;VidyutVanika;-3079,5888;-2,8421;-2,8421;44,9538;-4,5901;102,4514;IS3;17221,9330;0,0000;0,0000;-251,3943;-80,2924;-0,0000;TUC_TAC22;-4359,0842;-1339,4912;-1339,4912;63,6310;-3,2256;110,7673
638;0,1344;-0,0432;11390,6279;362,6827;-0,0000;default broker;192,1155;0,0000;0,0000;-6,1170;6,1170;-0,0000;COLDPOWER22;15613,6800;0,0000;0,0000;-497,1466;497,1466;-0,0000;Mertacor22;-4585,5736;0,0000;0,0000;146,0067;-145,9833;-0,0000;VidyutVanika;-4353,6018;-1,4211;-1,4211;138,6206;-138,6206;-0,0291;IS3;10339,1855;0,0000;0,0000;-329,2043;329,2043;-0,0000;TUC_TAC22;-5815,1777;-1866,4420;0,0000;185,1579;-185,1282;-0,0000
639;0,1600;-0,0510;-6038,0376;1002,7378;0,0000;default broker;200,2021;0,0000;0,0000;33,2476;33,2476;-0,0000;COLDPOWER22;784,5674;0,0000;0,0000;130,2932;130,2932;-0,0000;Mertacor22;-4630,3336;0,0000;0,0000;-768,9602;-768,9602;-0,0000;VidyutVanika;-1210,3576;1200,0000;0,0000;-201,0043;-201,0043;-0,0000;IS3;7346,6159;0,0000;0,0000;1220,0536;1220,0536;-0,0000;TUC_TAC22;-8528,7318;8825,0270;6038,0376;-1416,3677;-1416,3677;1002,7378
640;0,1455;-0,0499;-35104,3769;6339,5949;0,0000;default broker;228,3066;0,0000;0,0000;41,2305;41,2305;-0,0000;COLDPOWER22;2279,2320;0,0000;0,0000;411,6127;411,6127;-0,0000;Mertacor22;2019,3298;0,0000;0,0000;364,6763;364,6763;-0,0000;VidyutVanika;-4853,9935;1200,0000;0,0000;-876,5959;-876,5959;-0,0000;IS3;4475,8829;0,0000;0,0000;808,3119;808,3119;-0,0000;TUC_TAC22;-39253,1348;9292,2261;9292,2261;-7088,8303;-7088,8303;1917,9607
641;0,1512;-0,0461;-7278,4064;1153,4315;16,8715;default broker;327,1697;0,0000;0,0000;51,8476;51,8476;-0,0000;COLDPOWER22;5521,8300;0,0000;0,0000;875,0615;875,0615;-0,0000;Mertacor22;-1971,4286;0,0000;0,0000;-312,4184;-312,4184;-0,0000;VidyutVanika;4325,3416;1200,0000;0,0000;685,4502;685,4502;-0,0000;IS3;471,1413;0,0000;0,0000;74,6632;74,6632;-0,0000;TUC_TAC22;-15952,4603;7166,9004;7166,9004;-2528,0357;-2528,0357;1136,5600
642;0,1469;-0,0448;-15089,8602;2444,3797;1513,0054;default broker;345,6666;0,0000;0,0000;55,9939;55,9939;-0,0000;COLDPOWER22;-2052,2209;0,0000;0,0000;-332,4356;-332,4356;-0,0000;Mertacor22;-1781,2455;0,0000;0,0000;-288,5408;-288,5408;-0,0000;VidyutVanika;3858,0570;1200,0000;0,0000;624,9598;624,9598;-0,0000;IS3;75,2183;0,0000;0,0000;12,1845;12,1845;-0,0000;TUC_TAC22;-15535,3358;5425,9402;5425,9402;-2516,5415;-2516,5415;931,3743
643;0,1549;-0,0352;-14923,2014;2533,5673;1597,4574;default broker;304,0155;0,0000;0,0000;51,6138;51,6138;-0,0000;COLDPOWER22;3584,8100;0,0000;0,0000;608,6065;608,6065;-0,0000;Mertacor22;220,5928;0,0000;0,0000;37,4509;37,4509;-0,0000;VidyutVanika;-163,7132;1200,0000;0,0000;-27,7942;-27,7942;-0,0000;IS3;-408,8705;0,0000;0,0000;-69,4155;-69,4155;-0,0000;TUC_TAC22;-18460,0360;5215,6411;5215,6411;-3134,0289;-3134,0289;936,1099
644;0,1533;-0,0367;-23372,7206;4128,7669;0,0000;default broker;268,1291;0,0000;0,0000;47,3647;47,3647;-0,0000;COLDPOWER22;-2639,1803;0,0000;0,0000;-466,2085;-466,2085;-0,0000;Mertacor22;100,5765;0,0000;0,0000;17,7667;17,7667;-0,0000;VidyutVanika;-997,2157;1200,0000;0,0000;-176,1571;-176,1571;-0,0000;IS3;-800,7974;0,0000;0,0000;-141,4600;-141,4600;-0,0000;TUC_TAC22;-19304,2328;5497,0247;5497,0247;-3410,0728;-3410,0728;1069,3069
645;0,1472;-0,0398;-24850,5912;4274,3662;0,0000;default broker;249,4588;0,0000;0,0000;42,9076;42,9076;-0,0000;COLDPOWER22;-3893,9128;0,0000;0,0000;-669,7631;-669,7631;-0,0000;Mertacor22;1753,5956;0,0000;0,0000;301,6230;301,6230;-0,0000;VidyutVanika;-3250,5723;1200,0000;0,0000;-559,1069;-559,1069;-0,0000;IS3;-957,6758;0,0000;0,0000;-164,7227;-164,7227;-0,0000;TUC_TAC22;-18751,4848;4371,4216;4371,4216;-3225,3040;-3225,3040;841,4189
646;0,1448;-0,0384;-22607,7028;3784,6708;3119,2683;default broker;235,8355;0,0000;0,0000;39,4803;39,4803;-0,0000;COLDPOWER22;4764,1000;0,0000;0,0000;797,5401;797,5401;-0,0000;Mertacor22;2566,4417;0,0000;0,0000;429,6384;429,6384;-0,0000;VidyutVanika;-4947,9381;1200,0000;0,0000;-828,3158;-828,3158;-0,0000;IS3;-1006,4814;0,0000;0,0000;-168,4913;-168,4913;-0,0000;TUC_TAC22;-24219,6606;3568,8928;3568,8928;-4054,5226;-4054,5226;665,4024
647;0,1250;-0,0358;-29491,6361;4556,7122;3927,3488;default broker;247,8329;0,0000;0,0000;38,2923;38,2923;-0,0000;COLDPOWER22;-1349,1938;0,0000;0,0000;-208,4621;-208,4621;-0,0000;Mertacor22;3265,8822;0,0000;0,0000;504,6070;504,6070;-0,0000;VidyutVanika;-7591,4698;1200,0000;0,0000;-1172,9476;-1172,9476;-0,0000;IS3;-1086,2520;0,0000;0,0000;-167,8353;-167,8353;-0,0000;TUC_TAC22;-22978,4356;3486,5123;3486,5123;-3550,3665;-3550,3665;629,3634
648;0,1235;-0,0430;-21029,2174;3038,3096;2489,8923;default broker;239,6915;0,0000;0,0000;34,6307;34,6307;-0,0000;COLDPOWER22;1197,1134;0,0000;0,0000;172,9594;172,9594;-0,0000;Mertacor22;6581,8646;0,0000;0,0000;950,9504;950,9504;-0,0000;VidyutVanika;-7035,9435;1200,0000;0,0000;-1016,5559;-1016,5559;-0,0000;IS3;-935,7784;0,0000;0,0000;-135,2016;-135,2016;-0,0000;TUC_TAC22;-21076,1651;3382,6408;3382,6408;-3045,0926;-3045,0926;548,4173
649;0,1228;-0,0391;-39138,5195;6339,0615;0,0000;default broker;235,0726;0,0000;0,0000;38,0735;38,0735;-0,0000;COLDPOWER22;-9406,1234;0,0000;0,0000;-1523,4606;-1523,4606;-0,0000;Mertacor22;-360,0854;0,0000;0,0000;-58,3212;-58,3212;-0,0000;VidyutVanika;-9294,0147;1200,0000;0,0000;-1505,3030;-1505,3030;-0,0000;IS3;-874,3022;0,0000;0,0000;-141,6062;-141,6062;-0,0000;TUC_TAC22;-19439,0664;2020,9446;2020,9446;-3148,4440;-3148,4440;402,3344
650;0,1070;-0,0445;-24879,0607;3281,0272;3064,0917;default broker;236,0804;0,0000;0,0000;31,1341;31,1341;-0,0000;COLDPOWER22;-24,8200;0,0000;0,0000;-3,2732;-3,2732;-0,0000;Mertacor22;-1647,3584;0,0000;0,0000;-217,2521;-217,2521;-0,0000;VidyutVanika;-10473,9164;1200,0000;0,0000;-1381,2903;-1381,2903;-0,0000;IS3;-890,0540;0,0000;0,0000;-117,3795;-117,3795;-0,0000;TUC_TAC22;-12078,9924;1396,3244;1396,3244;-1592,9662;-1592,9662;216,9355
651;0,1126;-0,0450;-28048,8798;3944,8953;3679,4236;default broker;240,4768;0,0000;0,0000;33,8215;33,8215;-0,0000;COLDPOWER22;-19,5600;0,0000;0,0000;-2,7510;-2,7510;-0,0000;Mertacor22;-1805,1784;0,0000;0,0000;-253,8868;-253,8868;-0,0000;VidyutVanika;-9348,3692;1200,0000;0,0000;-1314,7883;-1314,7883;-0,0000;IS3;-530,1801;0,0000;0,0000;-74,5664;-74,5664;-0,0000;TUC_TAC22;-16586,0688;1588,6631;1588,6631;-2332,7244;-2332,7244;265,4717
652;0,1070;-0,0449;5329,9028;210,9017;210,2201;default broker;240,2959;0,0000;0,0000;-9,5084;9,5084;-0,0000;COLDPOWER22;-23,0400;0,0000;0,0000;0,9117;-0,9058;-0,0000;Mertacor22;-234,7404;0,0000;0,0000;9,2886;-9,2285;-0,0000;VidyutVanika;-6570,2303;-19,8947;-19,8947;259,9809;-259,9809;-0,6816;IS3;-537,2423;0,0000;0,0000;21,2584;-21,1210;-0,0000;TUC_TAC22;12454,8599;-7958,9550;0,0000;-492,8329;492,8329;-0,0000
653;0,1219;-0,0445;-14763,6638;2018,0301;1393,1221;default broker;242,8656;0,0000;0,0000;33,1970;33,1970;-0,0000;COLDPOWER22;-39,0400;0,0000;0,0000;-5,3363;-5,3363;-0,0000;Mertacor22;-1110,5724;0,0000;0,0000;-151,8030;-151,8030;-0,0000;VidyutVanika;-4724,8447;1200,0000;0,0000;-645,8342;-645,8342;-0,0000;IS3;-801,1908;0,0000;0,0000;-109,5140;-109,5140;-0,0000;TUC_TAC22;-8330,8815;4245,0810;4245,0810;-1138,7397;-1138,7397;624,9080
654;0,1389;-0,0384;-15925,9032;2465,6390;2020,2773;default broker;226,4801;0,0000;0,0000;35,0635;35,0635;-0,0000;COLDPOWER22;5291,5000;0,0000;0,0000;819,2269;819,2269;-0,0000;Mertacor22;-4354,9401;0,0000;0,0000;-674,2293;-674,2293;-0,0000;VidyutVanika;-6047,8291;1200,0000;0,0000;-936,3214;-936,3214;-0,0000;IS3;-162,8904;0,0000;0,0000;-25,2186;-25,2186;-0,0000;TUC_TAC22;-10878,2238;2649,4506;2649,4506;-1684,1603;-1684,1603;445,3617
655;0,1519;-0,0391;5544,0766;186,2420;186,1224;default broker;239,8456;0,0000;0,0000;-8,0571;8,0468;-0,0000;COLDPOWER22;6191,0300;0,0000;0,0000;-207,9751;207,7080;-0,0000;Mertacor22;-4632,4140;0,0000;0,0000;155,6165;-155,4167;-0,0000;VidyutVanika;2849,5080;-4,2632;-4,2632;-95,7234;95,7234;-0,1196;IS3;4375,1169;0,0000;0,0000;-146,9732;146,7844;-0,0000;TUC_TAC22;-3479,0100;-4000,8444;0,0000;116,8703;-116,7202;-0,0000
656;0,1484;-0,0508;14839,4648;532,8931;-0,0000;default broker;371,7500;0,0000;0,0000;-13,3497;13,3482;-0,0000;COLDPOWER22;-220,0858;0,0000;0,0000;7,9034;-7,9025;-0,0000;Mertacor22;1947,6951;0,0000;0,0000;-69,9428;69,9349;-0,0000;VidyutVanika;2324,0496;-1,4211;-1,4211;-83,4579;83,4579;-0,0299;IS3;12720,5677;0,0000;0,0000;-456,8024;456,7511;-0,0000;TUC_TAC22;-2304,5117;-4021,8986;0,0000;82,7562;-82,7469;-0,0000
657;0,1500;-0,0357;14178,2438;305,4606;-0,0000;default broker;290,3336;0,0000;0,0000;-6,2550;-0,1005;-0,0000;COLDPOWER22;7243,6978;0,0000;0,0000;-156,0605;-2,5064;-0,0000;Mertacor22;274,1959;0,0000;0,0000;-5,9074;-0,0949;-0,0000;VidyutVanika;-974,8220;-1,4211;-1,4211;21,0019;-17,8256;-0,0340;IS3;13115,4600;0,0000;0,0000;-282,5636;-4,5381;-0,0000;TUC_TAC22;-5770,6215;-3895,0688;-2370,5479;124,3241;-9,3926;-23,0879
658;0,1590;-0,0355;19807,8984;310,8794;83,3880;default broker;226,4335;0,0000;0,0000;-3,5538;0,3863;-0,0000;COLDPOWER22;351,3452;0,0000;0,0000;-5,5143;0,5993;-0,0000;Mertacor22;1416,1087;0,0000;0,0000;-22,2254;2,4157;-0,0000;VidyutVanika;2158,8563;-1,4211;-1,4211;-33,8826;-6,7007;49,0909;IS3;21611,9913;0,0000;0,0000;-339,1941;36,8666;-0,0000;TUC_TAC22;-5956,8367;-3982,7054;-3982,7054;93,4909;-10,1614;49,6047
