ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2
705;0,2805;-0,0371;24458,5831;309,6233;309,6233;default broker;4802,3678;0,0000;0,0000;-60,7936;60,7936;-0,0000;COLDPOWER22;39,3851;0,0000;0,0000;-0,4986;0,4986;-0,0000;IS3;19616,8301;0,0000;0,0000;-248,3311;248,3311;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
706;0,2439;-0,0365;43710,3165;-317,0169;-317,0169;default broker;4950,2030;0,0000;0,0000;35,9022;-35,9022;-0,0000;COLDPOWER22;2166,9175;0,0000;0,0000;15,7160;-15,7160;-0,0000;IS3;36593,1960;0,0000;0,0000;265,3987;-265,3987;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;-0,0000;-0,0000
707;0,1548;-0,0363;56063,6620;-1108,3357;-1108,3357;default broker;4919,2898;0,0000;0,0000;97,2506;-97,2506;-0,0000;COLDPOWER22;6617,4859;0,0000;0,0000;130,8226;-130,8226;-0,0000;IS3;44526,8862;0,0000;0,0000;880,2625;-880,2625;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;-0,0000;-0,0000
708;0,2114;-0,0367;44134,1079;-328,9170;-328,9170;default broker;5061,3118;0,0000;0,0000;37,7203;-37,7203;-0,0000;COLDPOWER22;5108,2036;0,0000;0,0000;38,0698;-38,0698;-0,0000;IS3;33964,5926;0,0000;0,0000;253,1269;-253,1269;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;-0,0000;-0,0000
709;0,2354;-0,0400;30455,8166;291,8782;291,8782;default broker;5397,4457;0,0000;0,0000;-51,7273;51,7273;-0,0000;COLDPOWER22;673,7243;0,0000;0,0000;-6,4567;6,4567;-0,0000;IS3;24384,6465;0,0000;0,0000;-233,6942;233,6942;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
710;0,1550;-0,0355;26266,0466;242,4412;242,4412;default broker;5440,7918;0,0000;0,0000;-50,2197;50,2197;-0,0000;COLDPOWER22;2891,0808;0,0000;0,0000;-26,6853;26,6853;-0,0000;IS3;17934,1739;0,0000;0,0000;-165,5363;165,5363;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
711;0,1556;-0,0407;23908,4613;402,5193;402,5193;default broker;6007,3137;0,0000;0,0000;-101,1383;101,1383;-0,0000;COLDPOWER22;3947,3754;0,0000;0,0000;-66,4574;66,4574;-0,0000;IS3;13953,7721;0,0000;0,0000;-234,9237;234,9237;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
712;0,1559;-0,0359;12490,0619;291,8190;291,8190;default broker;6408,4332;0,0000;0,0000;-149,7272;149,7272;-0,0000;COLDPOWER22;409,7822;0,0000;0,0000;-9,5742;9,5742;-0,0000;IS3;5671,8465;0,0000;0,0000;-132,5176;132,5176;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
713;0,2472;-0,0388;-7258,8839;1846,9862;1846,9862;default broker;5854,5854;0,0000;0,0000;1489,6695;1489,6695;-0,0000;COLDPOWER22;-8939,1279;0,0000;0,0000;-2274,5157;-2274,5157;-0,0000;IS3;-4174,3414;0,0000;0,0000;-1062,1400;-1062,1400;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
714;0,3025;-0,0432;17130,5805;447,3770;447,3770;default broker;5199,6830;0,0000;0,0000;-135,7933;135,7933;-0,0000;COLDPOWER22;19209,1179;0,0000;0,0000;-501,6595;501,6595;-0,0000;IS3;-7278,2205;0,0000;0,0000;190,0758;-190,0758;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
715;0,2926;-0,0421;-51590,8955;17757,1953;17757,1953;default broker;5091,6653;0,0000;0,0000;1752,5126;1752,5126;-0,0000;COLDPOWER22;-50159,6992;0,0000;0,0000;-17264,5884;-17264,5884;-0,0000;IS3;-6522,8615;0,0000;0,0000;-2245,1195;-2245,1195;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
716;0,3374;-0,0385;-48276,5449;18621,0972;18621,0972;default broker;5013,0254;0,0000;0,0000;1933,6105;1933,6105;-0,0000;COLDPOWER22;-46943,0033;0,0000;0,0000;-18106,7272;-18106,7272;-0,0000;IS3;-6346,5670;0,0000;0,0000;-2447,9805;-2447,9805;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
717;0,2086;-0,0414;1601,5227;63,7234;63,7234;default broker;4758,4093;0,0000;0,0000;-189,3337;189,3337;-0,0000;COLDPOWER22;-1413,3527;0,0000;0,0000;56,2363;-56,2363;-0,0000;IS3;-1743,5339;0,0000;0,0000;69,3739;-69,3739;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
718;0,2318;-0,0414;-36753,3741;9869,8372;9869,8372;default broker;4583,3921;0,0000;0,0000;1230,8349;1230,8349;-0,0000;COLDPOWER22;-39053,4189;0,0000;0,0000;-10487,4967;-10487,4967;-0,0000;IS3;-2283,3472;0,0000;0,0000;-613,1754;-613,1754;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
719;0,2292;-0,0396;-6446,4837;1518,7983;1518,7983;default broker;4520,5617;0,0000;0,0000;1065,0490;1065,0490;-0,0000;COLDPOWER22;-8974,4206;0,0000;0,0000;-2114,3828;-2114,3828;-0,0000;IS3;-1992,6248;0,0000;0,0000;-469,4645;-469,4645;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
720;0,1543;-0,0393;1636,4702;61,5659;61,5659;default broker;4395,0550;0,0000;0,0000;-165,3471;165,3471;-0,0000;COLDPOWER22;-368,2818;0,0000;0,0000;13,8552;-13,8552;-0,0000;IS3;-2390,3029;0,0000;0,0000;89,9260;-89,9260;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
721;0,2449;-0,0400;-25978,7421;7037,1936;7037,1936;default broker;3646,3810;0,0000;0,0000;987,7418;987,7418;-0,0000;COLDPOWER22;-28788,7833;0,0000;0,0000;-7798,3853;-7798,3853;-0,0000;IS3;-836,3398;0,0000;0,0000;-226,5500;-226,5500;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
722;0,1599;-0,0355;-25200,3134;4665,6454;0,0000;default broker;3709,7738;0,0000;0,0000;686,8363;686,8363;-0,0000;COLDPOWER22;-28738,4244;0,0000;0,0000;-5320,6997;-5320,6997;-0,0000;IS3;-171,6628;0,0000;0,0000;-31,7820;-31,7820;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
723;0,2598;-0,0353;-24395,6629;6932,4709;6932,4709;default broker;3789,3111;0,0000;0,0000;1076,8016;1076,8016;-0,0000;COLDPOWER22;-28102,1461;0,0000;0,0000;-7985,7355;-7985,7355;-0,0000;IS3;-82,8279;0,0000;0,0000;-23,5371;-23,5371;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
724;0,1460;-0,0351;3858,9037;120,6420;120,6420;default broker;3735,8923;0,0000;0,0000;-116,7962;116,7962;-0,0000;COLDPOWER22;-3609,2721;0,0000;0,0000;112,8377;-112,8377;-0,0000;IS3;3732,2835;0,0000;0,0000;-116,6834;116,6834;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
725;0,1545;-0,0354;3186,1442;102,6115;102,6115;default broker;4563,5202;0,0000;0,0000;-146,9707;146,9707;-0,0000;COLDPOWER22;-63,8273;0,0000;0,0000;2,0556;-2,0556;-0,0000;IS3;-1313,5486;0,0000;0,0000;42,3036;-42,3036;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
726;0,1952;-0,0439;14905,8795;432,6746;432,6746;default broker;4632,4430;0,0000;0,0000;-134,4664;134,4664;-0,0000;COLDPOWER22;2606,6920;0,0000;0,0000;-75,6647;75,6647;-0,0000;IS3;7666,7445;0,0000;0,0000;-222,5435;222,5435;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
727;0,2277;-0,0430;-11138,1559;2660,2909;2660,2909;default broker;4853,5154;0,0000;0,0000;1159,2371;1159,2371;-0,0000;COLDPOWER22;-32642,3655;0,0000;0,0000;-7796,4603;-7796,4603;-0,0000;IS3;16650,6942;0,0000;0,0000;3976,9322;3976,9322;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
728;0,2721;-0,0430;70000,6456;-1889,0695;-1889,0695;default broker;5047,2729;0,0000;0,0000;136,2080;-136,2080;-0,0000;COLDPOWER22;35739,9575;0,0000;0,0000;964,4949;-964,4949;-0,0000;IS3;29213,4152;0,0000;0,0000;788,3666;-788,3666;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;-0,0000;-0,0000
729;0,2392;-0,0628;33127,1131;982,3440;982,3440;default broker;5000,9606;0,0000;0,0000;-148,2974;148,2974;-0,0000;COLDPOWER22;6605,7991;0,0000;0,0000;-195,8869;195,8869;-0,0000;IS3;21520,3535;0,0000;0,0000;-638,1598;638,1598;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
730;0,1563;-0,0464;44072,4949;101,8884;101,8884;default broker;5060,6264;0,0000;0,0000;-11,6993;11,6993;-0,0000;COLDPOWER22;7714,4959;0,0000;0,0000;-17,8346;17,8346;-0,0000;IS3;31297,3727;0,0000;0,0000;-72,3544;72,3544;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
731;0,1569;-0,0398;42847,9125;-132,1465;-132,1465;default broker;4926,4368;0,0000;0,0000;15,1935;-15,1935;-0,0000;COLDPOWER22;7307,3154;0,0000;0,0000;22,5364;-22,5364;-0,0000;IS3;30614,1603;0,0000;0,0000;94,4166;-94,4166;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;-0,0000;-0,0000
732;0,1987;-0,0534;28788,8944;707,6830;707,6830;default broker;5155,5973;0,0000;0,0000;-126,7339;126,7339;-0,0000;COLDPOWER22;4832,4102;0,0000;0,0000;-118,7894;118,7894;-0,0000;IS3;18800,8869;0,0000;0,0000;-462,1597;462,1597;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
733;0,2452;-0,0481;56916,9019;-504,2263;-504,2263;default broker;5466,3923;0,0000;0,0000;48,4267;-48,4267;-0,0000;COLDPOWER22;7612,6041;0,0000;0,0000;67,4400;-67,4400;-0,0000;IS3;43837,9055;0,0000;0,0000;388,3596;-388,3596;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;-0,0000;-0,0000
734;0,3060;-0,0490;-5571,4637;1735,6943;1735,6943;default broker;5544,9161;0,0000;0,0000;1727,4239;1727,4239;-0,0000;COLDPOWER22;-31610,6676;0,0000;0,0000;-9847,7634;-9847,7634;-0,0000;IS3;20494,2878;0,0000;0,0000;6384,6452;6384,6452;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
735;0,2474;-0,0456;36273,6384;340,0873;340,0873;default broker;6160,5493;0,0000;0,0000;-57,7589;57,7589;-0,0000;COLDPOWER22;5017,5368;0,0000;0,0000;-47,0424;47,0424;-0,0000;IS3;25095,5523;0,0000;0,0000;-235,2860;235,2860;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
736;0,3232;-0,0453;-20190,0600;6933,4728;6933,4728;default broker;6521,0107;0,0000;0,0000;2239,3817;2239,3817;-0,0000;COLDPOWER22;-36826,3144;0,0000;0,0000;-12646,5325;-12646,5325;-0,0000;IS3;10115,2437;0,0000;0,0000;3473,6780;3473,6780;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
737;0,2255;-0,0491;1393,8237;66,4446;66,4446;default broker;6165,2994;0,0000;0,0000;-293,9044;293,9044;-0,0000;COLDPOWER22;-625,0778;0,0000;0,0000;29,7979;-29,7979;-0,0000;IS3;-4146,3980;0,0000;0,0000;197,6619;-197,6619;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;-0,0000;0,0000;-0,0000
738;0,4156;-0,0446;-42971,0520;19705,8892;19705,8892;default broker;5632,9659;0,0000;0,0000;2583,1949;2583,1949;-0,0000;COLDPOWER22;-48312,1181;0,0000;0,0000;-22155,2231;-22155,2231;-0,0000;IS3;-291,8998;0,0000;0,0000;-133,8609;-133,8609;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
739;0,4326;-0,0436;-40901,6033;19368,3989;19368,3989;default broker;5702,1865;0,0000;0,0000;2700,1930;2700,1930;-0,0000;COLDPOWER22;-47713,0009;0,0000;0,0000;-22593,8437;-22593,8437;-0,0000;IS3;1109,2111;0,0000;0,0000;525,2519;525,2519;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
740;0,3106;-0,0398;-37662,0110;13114,9845;13114,9845;default broker;5497,2591;0,0000;0,0000;1914,3021;1914,3021;-0,0000;COLDPOWER22;-44776,0366;0,0000;0,0000;-15592,2908;-15592,2908;-0,0000;IS3;1616,7665;0,0000;0,0000;563,0041;563,0041;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
741;0,3236;-0,0406;-36570,9560;13171,1322;13171,1322;default broker;5030,8795;0,0000;0,0000;1811,8853;1811,8853;-0,0000;COLDPOWER22;-43310,5473;0,0000;0,0000;-15598,4149;-15598,4149;-0,0000;IS3;1708,7118;0,0000;0,0000;615,3973;615,3973;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
742;0,3187;-0,0402;-31497,5467;11028,9978;11028,9978;default broker;4726,3550;0,0000;0,0000;1654,9530;1654,9530;-0,0000;COLDPOWER22;-37721,1741;0,0000;0,0000;-13208,2270;-13208,2270;-0,0000;IS3;1497,2724;0,0000;0,0000;524,2762;524,2762;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
743;0,2505;-0,0437;-1425,2220;359,0427;359,0427;default broker;4935,2571;0,0000;0,0000;1243,2927;1243,2927;-0,0000;COLDPOWER22;-8271,2886;0,0000;0,0000;-2083,7075;-2083,7075;-0,0000;IS3;1910,8095;0,0000;0,0000;481,3722;481,3722;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
744;0,2952;-0,0407;-30763,7274;10027,2580;10027,2580;default broker;4950,8024;0,0000;0,0000;1613,6852;1613,6852;-0,0000;COLDPOWER22;-31670,8472;0,0000;0,0000;-10322,9284;-10322,9284;-0,0000;IS3;-4043,6825;0,0000;0,0000;-1318,0148;-1318,0148;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
745;0,3357;-0,0417;-33520,1248;12377,3099;12377,3099;default broker;4257,2264;0,0000;0,0000;1571,9813;1571,9813;-0,0000;COLDPOWER22;-29418,3324;0,0000;0,0000;-10862,7226;-10862,7226;-0,0000;IS3;-8359,0188;0,0000;0,0000;-3086,5686;-3086,5686;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
746;0,3911;-0,0386;-42542,5048;18447,7006;18447,7006;default broker;4158,0421;0,0000;0,0000;1803,0512;1803,0512;-0,0000;COLDPOWER22;-39228,4887;0,0000;0,0000;-17010,6442;-17010,6442;-0,0000;IS3;-7472,0583;0,0000;0,0000;-3240,1076;-3240,1076;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
747;0,3017;-0,0626;-37842,7482;12848,7766;12848,7766;default broker;4047,4027;0,0000;0,0000;1374,2177;1374,2177;-0,0000;COLDPOWER22;-41230,5618;0,0000;0,0000;-13999,0435;-13999,0435;-0,0000;IS3;-659,5891;0,0000;0,0000;-223,9508;-223,9508;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
748;0,2383;-0,0541;-41030,0675;11460,1743;11460,1743;default broker;4037,0749;0,0000;0,0000;1127,6019;1127,6019;-0,0000;COLDPOWER22;-44824,6638;0,0000;0,0000;-12520,0492;-12520,0492;-0,0000;IS3;-242,4785;0,0000;0,0000;-67,7271;-67,7271;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
749;0,3756;-0,0649;-61751,1129;27006,7452;27006,7452;default broker;4147,5281;0,0000;0,0000;1813,9144;1813,9144;-0,0000;COLDPOWER22;-60354,9553;0,0000;0,0000;-26396,1380;-26396,1380;-0,0000;IS3;-5543,6857;0,0000;0,0000;-2424,5216;-2424,5216;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
750;0,4735;-0,0648;-44550,7247;23077,8146;23077,8146;default broker;4100,5256;0,0000;0,0000;2124,1219;2124,1219;-0,0000;COLDPOWER22;-49211,5949;0,0000;0,0000;-25492,2018;-25492,2018;-0,0000;IS3;560,3446;0,0000;0,0000;290,2653;290,2653;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
751;0,4732;-0,0582;-50990,9353;26730,8104;26730,8104;default broker;4697,0803;0,0000;0,0000;2462,3350;2462,3350;-0,0000;COLDPOWER22;-58440,5601;0,0000;0,0000;-30636,1027;-30636,1027;-0,0000;IS3;2752,5444;0,0000;0,0000;1442,9573;1442,9573;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
752;0,4555;-0,0572;-44585,0268;22296,7404;22296,7404;default broker;4888,1472;0,0000;0,0000;2444,5370;2444,5370;-0,0000;COLDPOWER22;-55367,5553;0,0000;0,0000;-27689,0269;-27689,0269;-0,0000;IS3;5894,3813;0,0000;0,0000;2947,7495;2947,7495;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
753;0,4129;-0,0507;-23137,5151;10087,7688;10087,7688;default broker;4896,9117;0,0000;0,0000;2135,0137;2135,0137;-0,0000;COLDPOWER22;-46725,6668;0,0000;0,0000;-20372,0115;-20372,0115;-0,0000;IS3;18691,2400;0,0000;0,0000;8149,2290;8149,2290;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
754;0,4430;-0,0548;-15421,2572;7068,6770;7068,6770;default broker;4869,0153;0,0000;0,0000;2231,8217;2231,8217;-0,0000;COLDPOWER22;-44320,8328;0,0000;0,0000;-20315,4418;-20315,4418;-0,0000;IS3;24030,5604;0,0000;0,0000;11014,9431;11014,9431;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
755;0,3841;-0,0540;-3440,4691;1333,1752;1333,1752;default broker;4872,2957;0,0000;0,0000;1888,0053;1888,0053;-0,0000;COLDPOWER22;-42307,9734;0,0000;0,0000;-16394,2591;-16394,2591;-0,0000;IS3;33995,2086;0,0000;0,0000;13173,0786;13173,0786;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
756;0,4835;-0,0478;-983,3301;476,4089;476,4089;default broker;4924,6136;0,0000;0,0000;2385,9026;2385,9026;-0,0000;COLDPOWER22;-40935,5325;0,0000;0,0000;-19832,6611;-19832,6611;-0,0000;IS3;35027,5888;0,0000;0,0000;16970,3496;16970,3496;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
757;0,4007;-0,0483;-11789,8631;4863,5959;4863,5959;default broker;5375,6203;0,0000;0,0000;2217,5698;2217,5698;-0,0000;COLDPOWER22;-45733,2306;0,0000;0,0000;-18866,0335;-18866,0335;-0,0000;IS3;28567,7472;0,0000;0,0000;11784,8678;11784,8678;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
758;0,2993;-0,0502;-9198,0573;2837,4461;2837,4461;default broker;5394,1721;0,0000;0,0000;1664,0114;1664,0114;-0,0000;COLDPOWER22;-44797,5639;0,0000;0,0000;-13819,2956;-13819,2956;-0,0000;IS3;30205,3345;0,0000;0,0000;9317,8381;9317,8381;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
759;0,4694;-0,0493;-22997,4589;11323,9790;11323,9790;default broker;6372,9416;0,0000;0,0000;3138,0448;3138,0448;-0,0000;COLDPOWER22;-47220,1647;0,0000;0,0000;-23251,2712;-23251,2712;-0,0000;IS3;17849,7642;0,0000;0,0000;8789,2474;8789,2474;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
760;0,4748;-0,0420;-35581,5795;18160,2307;18160,2307;default broker;6787,8610;0,0000;0,0000;3464,4084;3464,4084;-0,0000;COLDPOWER22;-48819,8799;0,0000;0,0000;-24916,8333;-24916,8333;-0,0000;IS3;6450,4394;0,0000;0,0000;3292,1941;3292,1941;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
761;0,5545;-0,0458;-52984,4776;32184,8483;32184,8483;default broker;6268,4934;0,0000;0,0000;3807,7286;3807,7286;-0,0000;COLDPOWER22;-59867,8432;0,0000;0,0000;-36366,0744;-36366,0744;-0,0000;IS3;614,8723;0,0000;0,0000;373,4975;373,4975;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
762;0,6012;-0,0408;-46835,4534;30350,4332;30350,4332;default broker;5808,4302;0,0000;0,0000;3763,9941;3763,9941;-0,0000;COLDPOWER22;-47785,0908;0,0000;0,0000;-30965,8197;-30965,8197;-0,0000;IS3;-4858,7928;0,0000;0,0000;-3148,6076;-3148,6076;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
763;0,5849;-0,0780;-47725,1595;30194,4857;30194,4857;default broker;5855,7196;0,0000;0,0000;3704,7638;3704,7638;-0,0000;COLDPOWER22;-52284,8521;0,0000;0,0000;-33079,2865;-33079,2865;-0,0000;IS3;-1296,0269;0,0000;0,0000;-819,9630;-819,9630;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
764;0,5345;-0,0742;-44658,5926;25865,0417;25865,0417;default broker;5949,9108;0,0000;0,0000;3446,0264;3446,0264;-0,0000;COLDPOWER22;-47838,7442;0,0000;0,0000;-27706,8989;-27706,8989;-0,0000;IS3;-2769,7592;0,0000;0,0000;-1604,1692;-1604,1692;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
765;0,4988;-0,0352;-47942,8667;26212,9498;26212,9498;default broker;5335,4530;0,0000;0,0000;2917,1798;2917,1798;-0,0000;COLDPOWER22;-50676,1579;0,0000;0,0000;-27707,3874;-27707,3874;-0,0000;IS3;-2602,1618;0,0000;0,0000;-1422,7422;-1422,7422;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
766;0,4654;-0,0392;-43726,5722;22263,6933;22263,6933;default broker;4838,7985;0,0000;0,0000;2463,7085;2463,7085;-0,0000;COLDPOWER22;-45914,6332;0,0000;0,0000;-23377,7601;-23377,7601;-0,0000;IS3;-2650,7374;0,0000;0,0000;-1349,6417;-1349,6417;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
767;0,5652;-0,0370;-35077,3835;21054,6258;21054,6258;default broker;4864,1152;0,0000;0,0000;2919,6056;2919,6056;-0,0000;COLDPOWER22;-38805,8217;0,0000;0,0000;-23292,5599;-23292,5599;-0,0000;IS3;-1135,6770;0,0000;0,0000;-681,6715;-681,6715;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
768;0,4612;-0,0358;-34909,1933;17319,7927;17319,7927;default broker;4541,9754;0,0000;0,0000;2253,4486;2253,4486;-0,0000;COLDPOWER22;-36902,1937;0,0000;0,0000;-18308,5969;-18308,5969;-0,0000;IS3;-2548,9750;0,0000;0,0000;-1264,6445;-1264,6445;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
769;0,4013;-0,0353;-34897,1005;15223,7191;15223,7191;default broker;3820,2562;0,0000;0,0000;1666,5713;1666,5713;-0,0000;COLDPOWER22;-36158,5333;0,0000;0,0000;-15774,0141;-15774,0141;-0,0000;IS3;-2558,8233;0,0000;0,0000;-1116,2763;-1116,2763;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
770;0,5028;-0,0353;-33488,5941;17960,3062;17960,3062;default broker;3866,8649;0,0000;0,0000;2073,8428;2073,8428;-0,0000;COLDPOWER22;-33242,2227;0,0000;0,0000;-17828,1744;-17828,1744;-0,0000;IS3;-4113,2364;0,0000;0,0000;-2205,9745;-2205,9745;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
771;0,3890;-0,0359;-32434,0958;13668,3476;13668,3476;default broker;3934,6990;0,0000;0,0000;1658,1573;1658,1573;-0,0000;COLDPOWER22;-32867,6819;0,0000;0,0000;-13851,0691;-13851,0691;-0,0000;IS3;-3501,1129;0,0000;0,0000;-1475,4359;-1475,4359;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
772;0,4371;-0,0351;-41323,5445;19770,6674;19770,6674;default broker;3994,6232;0,0000;0,0000;1911,1712;1911,1712;-0,0000;COLDPOWER22;-42092,1787;0,0000;0,0000;-20138,4096;-20138,4096;-0,0000;IS3;-3225,9890;0,0000;0,0000;-1543,4290;-1543,4290;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
773;0,5090;-0,0355;-63126,4050;36117,0981;36117,0981;default broker;4509,7175;0,0000;0,0000;2580,1867;2580,1867;-0,0000;COLDPOWER22;-64418,5391;0,0000;0,0000;-36856,3788;-36856,3788;-0,0000;IS3;-3217,5834;0,0000;0,0000;-1840,9060;-1840,9060;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
774;0,4215;-0,0350;-36288,5310;16612,4919;16612,4919;default broker;4515,2971;0,0000;0,0000;2067,0535;2067,0535;-0,0000;COLDPOWER22;-37451,6908;0,0000;0,0000;-17144,9737;-17144,9737;-0,0000;IS3;-3352,1373;0,0000;0,0000;-1534,5717;-1534,5717;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
775;0,5403;-0,0358;-48507,5990;28561,6114;28561,6114;default broker;4796,3893;0,0000;0,0000;2824,1474;2824,1474;-0,0000;COLDPOWER22;-53498,6372;0,0000;0,0000;-31500,3694;-31500,3694;-0,0000;IS3;194,6489;0,0000;0,0000;114,6106;114,6106;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
776;0,6045;-0,0374;-25693,3204;16190,9372;16190,9372;default broker;5301,7285;0,0000;0,0000;3340,9443;3340,9443;-0,0000;COLDPOWER22;-37733,3266;0,0000;0,0000;-23778,0836;-23778,0836;-0,0000;IS3;6738,2777;0,0000;0,0000;4246,2021;4246,2021;-0,0000;VidyutVanika;0,0000;0,0000;0,0000;0,0000;0,0000;-0,0000
