ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2
653;0,1220;-0,0543;13572,6846;552,4241;552,4241;default broker;11388,5366;0,0000;0,0000;-463,5267;463,5267;-0,0000;Mertacor22;-1427,5379;0,0000;0,0000;58,1025;-58,1025;-0,0000;IS3;3611,6859;0,0000;0,0000;-146,9998;146,9998;-0,0000
654;0,1383;-0,0365;3356,6330;111,2399;111,2399;default broker;8918,9458;0,0000;0,0000;-295,5769;295,5769;-0,0000;Mertacor22;-9200,4152;0,0000;0,0000;304,9048;-304,9048;-0,0000;IS3;3638,1024;0,0000;0,0000;-120,5679;120,5679;-0,0000
655;0,1176;-0,0365;3049,8125;102,1244;102,1244;default broker;5923,9050;0,0000;0,0000;-198,3646;198,3646;-0,0000;Mertacor22;-8003,1342;0,0000;0,0000;267,9886;-267,9886;-0,0000;IS3;5129,0417;0,0000;0,0000;-171,7483;171,7483;-0,0000
656;0,1494;-0,0521;-3733,3556;571,5476;571,5476;default broker;3750,9656;0,0000;0,0000;574,2435;574,2435;-0,0000;Mertacor22;-11263,7890;0,0000;0,0000;-1724,3981;-1724,3981;-0,0000;IS3;3779,4678;0,0000;0,0000;578,6070;578,6070;-0,0000
657;0,1230;-0,0365;4241,5721;136,6924;136,6924;default broker;2990,5897;0,0000;0,0000;-96,3772;96,3772;-0,0000;Mertacor22;-3559,5078;0,0000;0,0000;114,7117;-114,7117;-0,0000;IS3;4810,4902;0,0000;0,0000;-155,0269;155,0269;-0,0000
658;0,1370;-0,0353;19481,7315;307,4367;307,4367;default broker;2505,9482;0,0000;0,0000;-39,5458;39,5458;-0,0000;Mertacor22;9796,4692;0,0000;0,0000;-154,5958;154,5958;-0,0000;IS3;7179,3140;0,0000;0,0000;-113,2951;113,2951;-0,0000
659;0,1319;-0,0434;-11985,3585;1724,6847;1724,6847;default broker;2317,3089;0,0000;0,0000;333,4591;333,4591;-0,0000;Mertacor22;-21839,4424;0,0000;0,0000;-3142,6804;-3142,6804;-0,0000;IS3;7536,7750;0,0000;0,0000;1084,5366;1084,5366;-0,0000
660;0,1352;-0,0394;-5119,6962;718,1967;718,1967;default broker;3795,8856;0,0000;0,0000;532,4911;532,4911;-0,0000;Mertacor22;-16617,5726;0,0000;0,0000;-2331,1318;-2331,1318;-0,0000;IS3;7701,9908;0,0000;0,0000;1080,4439;1080,4439;-0,0000
661;0,1302;-0,0360;606,5199;21,4633;21,4633;default broker;4381,9944;0,0000;0,0000;-155,0686;155,0686;-0,0000;Mertacor22;-10244,1790;0,0000;0,0000;362,5177;-362,5177;-0,0000;IS3;6468,7045;0,0000;0,0000;-228,9124;228,9124;-0,0000
662;0,1336;-0,0501;-9240,5841;1320,1375;1320,1375;default broker;5527,0346;0,0000;0,0000;789,6087;789,6087;-0,0000;Mertacor22;-21184,0744;0,0000;0,0000;-3026,4202;-3026,4202;-0,0000;IS3;6416,4557;0,0000;0,0000;916,6741;916,6741;-0,0000
663;0,2094;-0,0421;-38672,6277;9592,4526;9592,4526;default broker;7508,1728;0,0000;0,0000;1862,3454;1862,3454;-0,0000;Mertacor22;-52623,2853;0,0000;0,0000;-13052,8077;-13052,8077;-0,0000;IS3;6442,4848;0,0000;0,0000;1598,0096;1598,0096;-0,0000
664;0,1566;-0,0487;18326,9260;557,4392;557,4392;default broker;11367,4603;0,0000;0,0000;-345,7573;345,7573;-0,0000;Mertacor22;-2146,1496;0,0000;0,0000;65,2782;-65,2782;-0,0000;IS3;9105,6154;0,0000;0,0000;-276,9601;276,9601;-0,0000
665;0,1929;-0,0563;-31936,9026;7179,5465;7179,5465;default broker;13928,7300;0,0000;0,0000;3131,2355;3131,2355;-0,0000;Mertacor22;-54178,0632;0,0000;0,0000;-12179,4505;-12179,4505;-0,0000;IS3;8312,4306;0,0000;0,0000;1868,6684;1868,6684;-0,0000
666;0,1400;-0,0575;29557,8881;827,3412;827,3412;default broker;15651,8943;0,0000;0,0000;-438,1050;438,1050;-0,0000;Mertacor22;5646,2116;0,0000;0,0000;-158,0405;158,0405;-0,0000;IS3;8259,7822;0,0000;0,0000;-231,1958;231,1958;-0,0000
667;0,1740;-0,0554;10242,0697;462,6814;462,6814;default broker;16417,0716;0,0000;0,0000;-741,6346;741,6346;-0,0000;Mertacor22;-10365,0472;0,0000;0,0000;468,2368;-468,2368;-0,0000;IS3;4190,0453;0,0000;0,0000;-189,2836;189,2836;-0,0000
668;0,1466;-0,0543;16727,5097;628,0519;628,0519;default broker;16715,1618;0,0000;0,0000;-627,5882;627,5882;-0,0000;Mertacor22;-5173,9237;0,0000;0,0000;194,2604;-194,2604;-0,0000;IS3;5186,2716;0,0000;0,0000;-194,7240;194,7240;-0,0000
669;0,1308;-0,0543;25887,8239;736,4687;736,4687;default broker;16865,3786;0,0000;0,0000;-479,7940;479,7940;-0,0000;Mertacor22;3683,3426;0,0000;0,0000;-104,7854;104,7854;-0,0000;IS3;5339,1028;0,0000;0,0000;-151,8892;151,8892;-0,0000
670;0,1121;-0,0367;16882,0524;333,9111;333,9111;default broker;16645,2559;0,0000;0,0000;-329,2275;329,2275;-0,0000;Mertacor22;-5012,1813;0,0000;0,0000;99,1362;-99,1362;-0,0000;IS3;5248,9779;0,0000;0,0000;-103,8198;103,8198;-0,0000
671;0,1156;-0,0511;27027,1109;651,7336;651,7336;default broker;16177,2033;0,0000;0,0000;-390,0982;390,0982;-0,0000;Mertacor22;5622,0494;0,0000;0,0000;-135,5705;135,5705;-0,0000;IS3;5227,8581;0,0000;0,0000;-126,0649;126,0649;-0,0000
672;0,1154;-0,0392;20192,1581;384,0130;384,0130;default broker;15560,0682;0,0000;0,0000;-295,9202;295,9202;-0,0000;Mertacor22;1202,8949;0,0000;0,0000;-22,8766;22,8766;-0,0000;IS3;3429,1950;0,0000;0,0000;-65,2162;65,2162;-0,0000
673;0,1096;-0,0365;11505,9132;287,7145;287,7145;default broker;14640,9269;0,0000;0,0000;-366,1080;366,1080;-0,0000;Mertacor22;-1987,4293;0,0000;0,0000;49,6973;-49,6973;-0,0000;IS3;-1147,5843;0,0000;0,0000;28,6963;-28,6963;-0,0000
674;0,1079;-0,0368;10304,9799;273,1614;273,1614;default broker;13815,9090;0,0000;0,0000;-366,2280;366,2280;-0,0000;Mertacor22;-2376,6935;0,0000;0,0000;63,0007;-63,0007;-0,0000;IS3;-1134,2357;0,0000;0,0000;30,0660;-30,0660;-0,0000
675;0,1181;-0,0359;11706,1653;283,4295;283,4295;default broker;12980,9464;0,0000;0,0000;-314,2945;314,2945;-0,0000;Mertacor22;-140,5080;0,0000;0,0000;3,4020;-3,4020;-0,0000;IS3;-1134,2731;0,0000;0,0000;27,4630;-27,4630;-0,0000
676;0,1423;-0,0375;7129,6353;216,6798;216,6798;default broker;12119,9332;0,0000;0,0000;-368,3421;368,3421;-0,0000;Mertacor22;-3846,5538;0,0000;0,0000;116,9023;-116,9023;-0,0000;IS3;-1143,7440;0,0000;0,0000;34,7600;-34,7600;-0,0000
677;0,1305;-0,0367;5800,5898;179,2082;179,2082;default broker;10921,7074;0,0000;0,0000;-337,4242;337,4242;-0,0000;Mertacor22;-5156,1525;0,0000;0,0000;159,2984;-159,2984;-0,0000;IS3;35,0349;0,0000;0,0000;-1,0824;1,0824;-0,0000
678;0,1412;-0,0365;8914,8426;245,9029;245,9029;default broker;8766,0742;0,0000;0,0000;-241,7993;241,7993;-0,0000;Mertacor22;65,4482;0,0000;0,0000;-1,8053;1,8053;-0,0000;IS3;83,3202;0,0000;0,0000;-2,2983;2,2983;-0,0000
679;0,2054;-0,0521;-37367,6458;9073,3525;9073,3525;default broker;7048,7403;0,0000;0,0000;1711,5262;1711,5262;-0,0000;Mertacor22;-52511,6465;0,0000;0,0000;-12750,5137;-12750,5137;-0,0000;IS3;8095,2603;0,0000;0,0000;1965,6350;1965,6350;-0,0000
680;0,1483;-0,0364;9607,3753;257,4052;257,4052;default broker;5747,9433;0,0000;0,0000;-154,0016;154,0016;-0,0000;Mertacor22;-9108,6015;0,0000;0,0000;244,0419;-244,0419;-0,0000;IS3;12968,0335;0,0000;0,0000;-347,4456;347,4456;-0,0000
681;0,1774;-0,0404;22659,2879;401,2689;401,2689;default broker;9104,7587;0,0000;0,0000;-161,2344;161,2344;-0,0000;Mertacor22;-11831,8389;0,0000;0,0000;209,5277;-209,5277;-0,0000;IS3;25386,3681;0,0000;0,0000;-449,5622;449,5622;-0,0000
682;0,2147;-0,0362;-19835,4400;4652,8852;4652,8852;default broker;8685,8816;0,0000;0,0000;2037,4849;2037,4849;-0,0000;Mertacor22;-56597,0512;0,0000;0,0000;-13276,2159;-13276,2159;-0,0000;IS3;28075,7297;0,0000;0,0000;6585,8458;6585,8458;-0,0000
683;0,1548;-0,0377;20431,0224;353,6400;353,6400;default broker;8948,2363;0,0000;0,0000;-154,8848;154,8848;-0,0000;Mertacor22;-14923,1938;0,0000;0,0000;258,3052;-258,3052;-0,0000;IS3;26405,9799;0,0000;0,0000;-457,0604;457,0604;-0,0000
684;0,1454;-0,0370;16196,2618;336,5273;336,5273;default broker;9555,3589;0,0000;0,0000;-198,5421;198,5421;-0,0000;Mertacor22;-21815,2066;0,0000;0,0000;453,2782;-453,2782;-0,0000;IS3;28456,1095;0,0000;0,0000;-591,2635;591,2635;-0,0000
685;0,1946;-0,0396;3075,7018;112,3598;112,3598;default broker;10035,4004;0,0000;0,0000;-366,6075;366,6075;-0,0000;Mertacor22;-30175,8257;0,0000;0,0000;1102,3660;-1102,3660;-0,0000;IS3;23216,1271;0,0000;0,0000;-848,1183;848,1183;-0,0000
686;0,2379;-0,0383;-20778,2864;5375,4749;5375,4749;default broker;12171,3911;0,0000;0,0000;3148,8163;3148,8163;-0,0000;Mertacor22;-59363,9393;0,0000;0,0000;-15357,8287;-15357,8287;-0,0000;IS3;26414,2618;0,0000;0,0000;6833,5375;6833,5375;-0,0000
687;0,1286;-0,0390;31464,6868;237,1398;237,1398;default broker;12008,6021;0,0000;0,0000;-90,5052;90,5052;-0,0000;Mertacor22;-1307,2289;0,0000;0,0000;9,8522;-9,8522;-0,0000;IS3;20763,3136;0,0000;0,0000;-156,4868;156,4868;-0,0000
688;0,1338;-0,0355;12559,5366;287,9032;287,9032;default broker;12336,6619;0,0000;0,0000;-282,7942;282,7942;-0,0000;Mertacor22;-10250,7384;0,0000;0,0000;234,9784;-234,9784;-0,0000;IS3;10473,6132;0,0000;0,0000;-240,0874;240,0874;-0,0000
689;0,1761;-0,0357;11955,8415;284,2677;284,2677;default broker;13324,4766;0,0000;0,0000;-316,8090;316,8090;-0,0000;Mertacor22;-6873,6183;0,0000;0,0000;163,4304;-163,4304;-0,0000;IS3;5504,9832;0,0000;0,0000;-130,8891;130,8891;-0,0000
690;0,1961;-0,0431;-4717,6461;947,1742;947,1742;default broker;14820,6102;0,0000;0,0000;2975,5727;2975,5727;-0,0000;Mertacor22;-23259,5967;0,0000;0,0000;-4669,8902;-4669,8902;-0,0000;IS3;3721,3404;0,0000;0,0000;747,1433;747,1433;-0,0000
691;0,1343;-0,0391;21787,9390;377,0719;377,0719;default broker;15759,9554;0,0000;0,0000;-272,7489;272,7489;-0,0000;Mertacor22;2324,0123;0,0000;0,0000;-40,2204;40,2204;-0,0000;IS3;3703,9714;0,0000;0,0000;-64,1026;64,1026;-0,0000
692;0,1679;-0,0432;-7377,8560;1293,3950;1293,3950;default broker;16011,6095;0,0000;0,0000;2806,9584;2806,9584;-0,0000;Mertacor22;-27104,4746;0,0000;0,0000;-4751,6231;-4751,6231;-0,0000;IS3;3715,0092;0,0000;0,0000;651,2697;651,2697;-0,0000
693;0,1296;-0,0355;19636,0123;312,2676;312,2676;default broker;16230,0504;0,0000;0,0000;-258,1032;258,1032;-0,0000;Mertacor22;931,1029;0,0000;0,0000;-14,8071;14,8071;-0,0000;IS3;2474,8590;0,0000;0,0000;-39,3572;39,3572;-0,0000
694;0,1267;-0,0387;15911,7449;361,8956;361,8956;default broker;15622,0836;0,0000;0,0000;-355,3076;355,3076;-0,0000;Mertacor22;300,8037;0,0000;0,0000;-6,8415;6,8415;-0,0000;IS3;-11,1424;0,0000;0,0000;0,2534;-0,2534;-0,0000
695;0,1097;-0,0372;24037,6162;316,5036;316,5036;default broker;14950,7562;0,0000;0,0000;-196,8568;196,8568;-0,0000;Mertacor22;10252,6120;0,0000;0,0000;-134,9963;134,9963;-0,0000;IS3;-1165,7521;0,0000;0,0000;15,3495;-15,3495;-0,0000
696;0,1180;-0,0363;19367,9022;328,0692;328,0692;default broker;13718,0918;0,0000;0,0000;-232,3681;232,3681;-0,0000;Mertacor22;6808,9756;0,0000;0,0000;-115,3359;115,3359;-0,0000;IS3;-1159,1651;0,0000;0,0000;19,6349;-19,6349;-0,0000
697;0,1131;-0,0364;12791,0365;302,4307;302,4307;default broker;12639,1951;0,0000;0,0000;-298,8406;298,8406;-0,0000;Mertacor22;145,5840;0,0000;0,0000;-3,4422;3,4422;-0,0000;IS3;6,2574;0,0000;0,0000;-0,1479;0,1479;-0,0000
698;0,1125;-0,0353;8965,2541;236,4995;236,4995;default broker;11533,4748;0,0000;0,0000;-304,2480;304,2480;-0,0000;Mertacor22;-2540,0046;0,0000;0,0000;67,0042;-67,0042;-0,0000;IS3;-28,2160;0,0000;0,0000;0,7443;-0,7443;-0,0000
699;0,1163;-0,0353;12450,6695;284,0226;284,0226;default broker;10587,5934;0,0000;0,0000;-241,5224;241,5224;-0,0000;Mertacor22;2888,0606;0,0000;0,0000;-65,8819;65,8819;-0,0000;IS3;-1024,9845;0,0000;0,0000;23,3818;-23,3818;-0,0000
700;0,1229;-0,0351;10778,1126;261,6321;261,6321;default broker;9695,4761;0,0000;0,0000;-235,3517;235,3517;-0,0000;Mertacor22;2037,1309;0,0000;0,0000;-49,4501;49,4501;-0,0000;IS3;-954,4945;0,0000;0,0000;23,1698;-23,1698;-0,0000
701;0,1273;-0,0351;4738,5550;144,0455;144,0455;default broker;8654,5105;0,0000;0,0000;-263,0851;263,0851;-0,0000;Mertacor22;-3956,3267;0,0000;0,0000;120,2669;-120,2669;-0,0000;IS3;40,3713;0,0000;0,0000;-1,2272;1,2272;-0,0000
702;0,1380;-0,0378;3624,6260;123,9791;123,9791;default broker;6788,1687;0,0000;0,0000;-232,1870;232,1870;-0,0000;Mertacor22;-4512,4418;0,0000;0,0000;154,3465;-154,3465;-0,0000;IS3;1348,8991;0,0000;0,0000;-46,1386;46,1386;-0,0000
703;0,1579;-0,0521;12389,6065;491,7897;491,7897;default broker;5023,6656;0,0000;0,0000;-199,4080;199,4080;-0,0000;Mertacor22;-5107,1433;0,0000;0,0000;202,7216;-202,7216;-0,0000;IS3;12473,0841;0,0000;0,0000;-495,1032;495,1032;-0,0000
704;0,1805;-0,0550;-29905,8834;6291,1997;6291,1997;default broker;3805,1950;0,0000;0,0000;800,4860;800,4860;-0,0000;Mertacor22;-51007,6190;0,0000;0,0000;-10730,3006;-10730,3006;-0,0000;IS3;17296,5406;0,0000;0,0000;3638,6149;3638,6149;-0,0000
705;0,1563;-0,0353;8888,2461;234,4209;234,4209;default broker;1828,3797;0,0000;0,0000;-48,2222;48,2222;-0,0000;Mertacor22;-12437,8172;0,0000;0,0000;328,0382;-328,0382;-0,0000;IS3;19497,6836;0,0000;0,0000;-514,2369;514,2369;-0,0000
706;0,1392;-0,0351;20899,5296;295,7904;295,7904;default broker;2667,7935;0,0000;0,0000;-37,7572;37,7572;-0,0000;Mertacor22;-10789,2543;0,0000;0,0000;152,7000;-152,7000;-0,0000;IS3;29020,9903;0,0000;0,0000;-410,7332;410,7332;-0,0000
707;0,2132;-0,0471;-34586,7897;8571,0206;8571,0206;default broker;2011,4486;0,0000;0,0000;498,4610;498,4610;-0,0000;Mertacor22;-57527,1244;0,0000;0,0000;-14255,9102;-14255,9102;-0,0000;IS3;20928,8861;0,0000;0,0000;5186,4286;5186,4286;-0,0000
708;0,1519;-0,0353;18560,0478;309,9983;309,9983;default broker;5163,4571;0,0000;0,0000;-86,2424;86,2424;-0,0000;Mertacor22;-12330,9543;0,0000;0,0000;205,9572;-205,9572;-0,0000;IS3;25727,5451;0,0000;0,0000;-429,7131;429,7131;-0,0000
709;0,1524;-0,0503;15878,6054;546,5237;546,5237;default broker;7365,5868;0,0000;0,0000;-253,5152;253,5152;-0,0000;Mertacor22;-18716,1562;0,0000;0,0000;644,1890;-644,1890;-0,0000;IS3;27229,1748;0,0000;0,0000;-937,1975;937,1975;-0,0000
710;0,1176;-0,0444;18594,0101;480,2897;480,2897;default broker;9626,4071;0,0000;0,0000;-248,6534;248,6534;-0,0000;Mertacor22;-9289,1115;0,0000;0,0000;239,9410;-239,9410;-0,0000;IS3;18256,7145;0,0000;0,0000;-471,5773;471,5773;-0,0000
711;0,1276;-0,0521;16127,7313;579,8823;579,8823;default broker;10836,1888;0,0000;0,0000;-389,6217;389,6217;-0,0000;Mertacor22;-13443,0480;0,0000;0,0000;483,3529;-483,3529;-0,0000;IS3;18734,5905;0,0000;0,0000;-673,6135;673,6135;-0,0000
712;0,1346;-0,0529;22347,0042;683,1404;683,1404;default broker;11735,8889;0,0000;0,0000;-358,7622;358,7622;-0,0000;Mertacor22;-1399,7801;0,0000;0,0000;42,7908;-42,7908;-0,0000;IS3;12010,8953;0,0000;0,0000;-367,1690;367,1690;-0,0000
713;0,1308;-0,0542;17053,8396;633,9483;633,9483;default broker;12879,5643;0,0000;0,0000;-478,7765;478,7765;-0,0000;Mertacor22;-18,1905;0,0000;0,0000;0,6762;-0,6762;-0,0000;IS3;4192,4658;0,0000;0,0000;-155,8480;155,8480;-0,0000
714;0,1263;-0,0387;4081,0885;141,1422;141,1422;default broker;14674,1429;0,0000;0,0000;-507,4973;507,4973;-0,0000;Mertacor22;-13214,7572;0,0000;0,0000;457,0252;-457,0252;-0,0000;IS3;2621,7029;0,0000;0,0000;-90,6702;90,6702;-0,0000
715;0,1357;-0,0571;12268,0061;550,4350;550,4350;default broker;15988,8005;0,0000;0,0000;-717,3778;717,3778;-0,0000;Mertacor22;-2550,2468;0,0000;0,0000;114,4232;-114,4232;-0,0000;IS3;-1170,5476;0,0000;0,0000;52,5196;-52,5196;-0,0000
716;0,1333;-0,0371;8247,3892;237,9440;237,9440;default broker;16829,0830;0,0000;0,0000;-485,5330;485,5330;-0,0000;Mertacor22;-11066,5540;0,0000;0,0000;319,2793;-319,2793;-0,0000;IS3;2484,8602;0,0000;0,0000;-71,6903;71,6903;-0,0000
717;0,1124;-0,0425;11809,0044;362,3105;362,3105;default broker;16779,5276;0,0000;0,0000;-514,8104;514,8104;-0,0000;Mertacor22;-7429,2482;0,0000;0,0000;227,9358;-227,9358;-0,0000;IS3;2458,7249;0,0000;0,0000;-75,4358;75,4358;-0,0000
718;0,1453;-0,0521;13921,8577;531,2786;531,2786;default broker;16623,7243;0,0000;0,0000;-634,3858;634,3858;-0,0000;Mertacor22;-1537,0990;0,0000;0,0000;58,6580;-58,6580;-0,0000;IS3;-1164,7676;0,0000;0,0000;44,4492;-44,4492;-0,0000
719;0,1024;-0,0381;19296,2366;362,4194;362,4194;default broker;16066,9049;0,0000;0,0000;-301,7665;301,7665;-0,0000;Mertacor22;4468,4440;0,0000;0,0000;-83,9257;83,9257;-0,0000;IS3;-1239,1122;0,0000;0,0000;23,2728;-23,2728;-0,0000
720;0,1009;-0,0479;22629,6706;571,1781;571,1781;default broker;14931,7103;0,0000;0,0000;-376,8798;376,8798;-0,0000;Mertacor22;8773,9868;0,0000;0,0000;-221,4575;221,4575;-0,0000;IS3;-1076,0265;0,0000;0,0000;27,1592;-27,1592;-0,0000
721;0,1020;-0,0383;13879,8664;338,8096;338,8096;default broker;13913,3021;0,0000;0,0000;-339,6258;339,6258;-0,0000;Mertacor22;1106,5726;0,0000;0,0000;-27,0116;27,0116;-0,0000;IS3;-1140,0084;0,0000;0,0000;27,8278;-27,8278;-0,0000
722;0,1063;-0,0359;17800,6344;322,8384;322,8384;default broker;12920,7437;0,0000;0,0000;-234,3350;234,3350;-0,0000;Mertacor22;6053,8403;0,0000;0,0000;-109,7945;109,7945;-0,0000;IS3;-1173,9497;0,0000;0,0000;21,2912;-21,2912;-0,0000
723;0,1016;-0,0350;20851,3849;295,2096;295,2096;default broker;11864,4820;0,0000;0,0000;-167,9749;167,9749;-0,0000;Mertacor22;10145,7888;0,0000;0,0000;-143,6420;143,6420;-0,0000;IS3;-1158,8859;0,0000;0,0000;16,4073;-16,4073;-0,0000
724;0,0880;-0,0361;15200,8563;317,1467;317,1467;default broker;10802,4398;0,0000;0,0000;-225,3793;225,3793;-0,0000;Mertacor22;1551,9198;0,0000;0,0000;-32,3788;32,3788;-0,0000;IS3;2846,4967;0,0000;0,0000;-59,3886;59,3886;-0,0000
725;0,1006;-0,0350;8600,7747;227,2192;227,2192;default broker;9439,3650;0,0000;0,0000;-249,3735;249,3735;-0,0000;Mertacor22;250,1685;0,0000;0,0000;-6,6091;6,6091;-0,0000;IS3;-1088,7588;0,0000;0,0000;28,7633;-28,7633;-0,0000
726;0,1491;-0,0355;13564,1371;297,4892;297,4892;default broker;7317,3562;0,0000;0,0000;-160,4845;160,4845;-0,0000;Mertacor22;2260,1050;0,0000;0,0000;-49,5687;49,5687;-0,0000;IS3;3986,6758;0,0000;0,0000;-87,4359;87,4359;-0,0000
727;0,1419;-0,0370;9186,7374;255,3566;255,3566;default broker;5245,9421;0,0000;0,0000;-145,8174;145,8174;-0,0000;Mertacor22;-8665,7123;0,0000;0,0000;240,8741;-240,8741;-0,0000;IS3;12606,5077;0,0000;0,0000;-350,4133;350,4133;-0,0000
728;0,1335;-0,0374;24710,0846;313,6952;313,6952;default broker;4363,2664;0,0000;0,0000;-55,3918;55,3918;-0,0000;Mertacor22;2697,5407;0,0000;0,0000;-34,2454;34,2454;-0,0000;IS3;17649,2775;0,0000;0,0000;-224,0580;224,0580;-0,0000
729;0,1235;-0,0356;32015,5875;114,1084;114,1084;default broker;3663,6490;0,0000;0,0000;-13,0578;13,0578;-0,0000;Mertacor22;13238,4997;0,0000;0,0000;-47,1840;47,1840;-0,0000;IS3;15113,4388;0,0000;0,0000;-53,8666;53,8666;-0,0000
730;0,1220;-0,0353;26258,3039;236,4349;236,4349;default broker;4506,3566;0,0000;0,0000;-40,5761;40,5761;-0,0000;Mertacor22;-1096,7868;0,0000;0,0000;9,8757;-9,8757;-0,0000;IS3;22848,7341;0,0000;0,0000;-205,7345;205,7345;-0,0000
731;0,1305;-0,0353;19988,5229;305,3042;305,3042;default broker;4808,2693;0,0000;0,0000;-73,4414;73,4414;-0,0000;Mertacor22;1233,3863;0,0000;0,0000;-18,8387;18,8387;-0,0000;IS3;13946,8673;0,0000;0,0000;-213,0241;213,0241;-0,0000
732;0,1107;-0,0353;30928,9060;134,0333;134,0333;default broker;6621,6488;0,0000;0,0000;-28,6955;28,6955;-0,0000;Mertacor22;1488,9464;0,0000;0,0000;-6,4525;6,4525;-0,0000;IS3;22818,3108;0,0000;0,0000;-98,8853;98,8853;-0,0000
733;0,1230;-0,0363;5521,1193;169,8470;169,8470;default broker;6050,9103;0,0000;0,0000;-186,1450;186,1450;-0,0000;Mertacor22;-7628,9674;0,0000;0,0000;234,6910;-234,6910;-0,0000;IS3;7099,1764;0,0000;0,0000;-218,3930;218,3930;-0,0000
734;0,1241;-0,0351;30199,6011;147,8453;147,8453;default broker;7896,5115;0,0000;0,0000;-38,6582;38,6582;-0,0000;Mertacor22;8965,4942;0,0000;0,0000;-43,8915;43,8915;-0,0000;IS3;13337,5955;0,0000;0,0000;-65,2956;65,2956;-0,0000
735;0,1237;-0,0353;33194,9932;68,6309;68,6309;default broker;10752,5696;0,0000;0,0000;-22,2310;22,2310;-0,0000;Mertacor22;5885,8304;0,0000;0,0000;-12,1690;12,1690;-0,0000;IS3;16556,5932;0,0000;0,0000;-34,2309;34,2309;-0,0000
736;0,1323;-0,0352;23466,8944;275,0665;275,0665;default broker;12192,3992;0,0000;0,0000;-142,9128;142,9128;-0,0000;Mertacor22;1361,3641;0,0000;0,0000;-15,9572;15,9572;-0,0000;IS3;9913,1310;0,0000;0,0000;-116,1965;116,1965;-0,0000
737;0,1274;-0,0350;14065,5308;294,8446;294,8446;default broker;13332,4985;0,0000;0,0000;-279,4786;279,4786;-0,0000;Mertacor22;-924,0059;0,0000;0,0000;19,3692;-19,3692;-0,0000;IS3;1657,0382;0,0000;0,0000;-34,7352;34,7352;-0,0000
738;0,1140;-0,0351;19088,1652;304,7299;304,7299;default broker;14326,3269;0,0000;0,0000;-228,7103;228,7103;-0,0000;Mertacor22;3510,2191;0,0000;0,0000;-56,0383;56,0383;-0,0000;IS3;1251,6192;0,0000;0,0000;-19,9813;19,9813;-0,0000
739;0,1502;-0,0519;2658,0118;130,9987;130,9987;default broker;15741,1347;0,0000;0,0000;-775,7932;775,7932;-0,0000;Mertacor22;-14305,5459;0,0000;0,0000;705,0410;-705,0410;-0,0000;IS3;1222,4231;0,0000;0,0000;-60,2464;60,2464;-0,0000
740;0,1250;-0,0374;16212,5354;343,4746;343,4746;default broker;16800,9804;0,0000;0,0000;-355,9413;355,9413;-0,0000;Mertacor22;-4333,1819;0,0000;0,0000;91,8017;-91,8017;-0,0000;IS3;3744,7369;0,0000;0,0000;-79,3350;79,3350;-0,0000
741;0,1072;-0,0365;17998,2408;333,8449;333,8449;default broker;16872,0064;0,0000;0,0000;-312,9546;312,9546;-0,0000;Mertacor22;-2692,6411;0,0000;0,0000;49,9451;-49,9451;-0,0000;IS3;3818,8755;0,0000;0,0000;-70,8354;70,8354;-0,0000
742;0,1079;-0,0350;15964,2404;304,4355;304,4355;default broker;16522,6396;0,0000;0,0000;-315,0841;315,0841;-0,0000;Mertacor22;488,9104;0,0000;0,0000;-9,3234;9,3234;-0,0000;IS3;-1047,3097;0,0000;0,0000;19,9720;-19,9720;-0,0000
743;0,0957;-0,0365;21329,3562;324,6038;324,6038;default broker;15902,4520;0,0000;0,0000;-242,0137;242,0137;-0,0000;Mertacor22;6424,8538;0,0000;0,0000;-97,7775;97,7775;-0,0000;IS3;-997,9496;0,0000;0,0000;15,1874;-15,1874;-0,0000
744;0,0924;-0,0354;20858,7158;303,9380;303,9380;default broker;15498,8238;0,0000;0,0000;-225,8376;225,8376;-0,0000;Mertacor22;6396,6725;0,0000;0,0000;-93,2077;93,2077;-0,0000;IS3;-1036,7805;0,0000;0,0000;15,1072;-15,1072;-0,0000
745;0,0947;-0,0367;17555,2014;335,5614;335,5614;default broker;14341,0946;0,0000;0,0000;-274,1249;274,1249;-0,0000;Mertacor22;4247,2470;0,0000;0,0000;-81,1846;81,1846;-0,0000;IS3;-1033,1402;0,0000;0,0000;19,7481;-19,7481;-0,0000
746;0,0931;-0,0357;15471,7411;312,2298;312,2298;default broker;13186,8898;0,0000;0,0000;-266,1201;266,1201;-0,0000;Mertacor22;3314,9934;0,0000;0,0000;-66,8987;66,8987;-0,0000;IS3;-1030,1420;0,0000;0,0000;20,7889;-20,7889;-0,0000
747;0,0952;-0,0353;13460,7485;293,4679;293,4679;default broker;12183,5063;0,0000;0,0000;-265,6218;265,6218;-0,0000;Mertacor22;2456,2348;0,0000;0,0000;-53,5502;53,5502;-0,0000;IS3;-1178,9927;0,0000;0,0000;25,7041;-25,7041;-0,0000
748;0,0967;-0,0365;9795,4597;261,6068;261,6068;default broker;11085,1778;0,0000;0,0000;-296,0513;296,0513;-0,0000;Mertacor22;-148,7891;0,0000;0,0000;3,9737;-3,9737;-0,0000;IS3;-1140,9290;0,0000;0,0000;30,4707;-30,4707;-0,0000
