ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;IS3;netLoad;regOffered;regUsed;baseCost;p1;p2;VidyutVanika;netLoad;regOffered;regUsed;baseCost;p1;p2;TUC_TAC22;netLoad;regOffered;regUsed;baseCost;p1;p2
652;0,0948;-0,0360;1267,5989;43,9795;43,2665;default broker;4080,0024;0,0000;0,0000;-141,5561;141,5561;-0,0000;IS3;-55,4076;0,0000;0,0000;1,9224;-1,8600;-0,0000;VidyutVanika;-9795,1207;-21,3158;-21,3158;339,8426;-339,8426;-0,7130;TUC_TAC22;7038,1248;-7688,0028;0,0000;-244,1884;244,1884;-0,0000
653;0,1027;-0,0403;-3319,8954;351,9037;351,9037;default broker;4592,6702;0,0000;0,0000;486,8159;486,8159;-0,0000;IS3;-30,5883;0,0000;0,0000;-3,2423;-3,2423;-0,0000;VidyutVanika;-16392,9621;1200,0000;0,0000;-1737,6283;-1737,6283;-0,0000;TUC_TAC22;8510,9847;4718,2481;0,0000;902,1511;902,1511;-0,0000
654;0,1193;-0,0359;-14474,6137;1936,7374;0,0000;default broker;4736,2989;0,0000;0,0000;633,7279;633,7279;-0,0000;IS3;935,3830;0,0000;0,0000;125,1565;125,1565;-0,0000;VidyutVanika;-18723,0933;1200,0000;0,0000;-2505,1940;-2505,1940;-0,0000;TUC_TAC22;-1423,2023;4170,0193;0,0000;-190,4278;-190,4278;-0,0000
655;0,1158;-0,0412;2403,7633;93,3578;93,2025;default broker;5040,4767;0,0000;0,0000;-195,7630;195,7630;-0,0000;IS3;5784,2300;0,0000;0,0000;-224,6490;224,6490;-0,0000;VidyutVanika;-8591,0451;-4,2632;-4,2632;333,6606;-333,6606;-0,1553;TUC_TAC22;170,1017;-3441,3647;0,0000;-6,6064;6,6064;-0,0000
656;0,1099;-0,0414;28681,6785;365,7280;42,8955;default broker;5130,4391;0,0000;0,0000;-65,4196;16,1034;-0,0000;IS3;9539,2914;0,0000;0,0000;-121,6381;29,9420;-0,0000;VidyutVanika;13572,5884;-1,4211;-1,4211;-173,0678;15,5995;57,0610;TUC_TAC22;439,3595;-3926,1351;-3926,1351;-5,6024;-0,9383;104,1687
657;0,1213;-0,0379;36199,0557;63,0638;84,1092;default broker;5077,6247;0,0000;0,0000;-8,8459;-41,6100;-0,0000;IS3;14224,0274;0,0000;0,0000;-24,7802;-116,5628;-0,0000;VidyutVanika;18589,5034;-1,4211;-1,4211;-32,3855;-320,4385;234,5508;TUC_TAC22;-1692,0998;-4959,7984;-4959,7984;2,9479;13,8664;380,8016
658;0,1181;-0,0428;38404,7982;168,7255;91,0011;default broker;5077,7714;0,0000;0,0000;-22,3084;-37,6135;-0,0000;IS3;16731,7118;0,0000;0,0000;-73,5082;-123,9397;-0,0000;VidyutVanika;19716,0733;-1,4211;-1,4211;-86,6195;-325,7016;256,9005;TUC_TAC22;-3120,7584;-3947,5917;-3947,5917;13,7106;23,1169;375,5320
659;0,1257;-0,0376;43395,8157;-251,4022;-37,4181;default broker;5184,0118;0,0000;0,0000;30,0322;-72,2187;-0,0000;IS3;18224,4326;0,0000;0,0000;105,5784;-253,8854;-0,0000;VidyutVanika;24594,8726;-1,4211;-1,4211;142,4839;-603,1948;385,9981;TUC_TAC22;-4607,5013;-4012,5400;-4012,5400;-26,6923;64,1873;567,2008
660;0,1261;-0,0376;35956,3263;60,6121;86,9301;default broker;5276,6816;0,0000;0,0000;-8,8950;-43,0479;-0,0000;IS3;19675,0345;0,0000;0,0000;-33,1665;-160,5117;-0,0000;VidyutVanika;17015,4042;-1,4211;-1,4211;-28,6831;-291,7322;221,0307;TUC_TAC22;-6010,7940;-5547,1572;-5547,1572;10,1325;49,0369;380,3155
661;0,1100;-0,0363;37219,0694;-33,7801;39,5898;default broker;5990,4716;0,0000;0,0000;5,4370;-58,2812;-0,0000;IS3;23125,0226;0,0000;0,0000;20,9883;-224,9829;-0,0000;VidyutVanika;14050,4941;-1,4211;-1,4211;12,7523;-266,5689;288,5324;TUC_TAC22;-5946,9190;-3247,4734;-3247,4734;-5,3974;57,8574;401,7475
662;0,1239;-0,0411;9563,9646;301,9416;301,9103;default broker;5664,5894;0,0000;0,0000;-178,8354;178,7983;-0,0000;IS3;9134,1911;0,0000;0,0000;-288,3733;288,3136;-0,0000;VidyutVanika;2168,1353;-1,4211;-1,4211;-68,4497;68,4497;-0,0313;TUC_TAC22;-7402,9512;-3101,8834;0,0000;233,7168;-233,6683;-0,0000
663;0,1093;-0,0353;15633,0434;308,0645;-0,0000;default broker;5948,2089;0,0000;0,0000;-117,2153;117,2109;-0,0000;IS3;7646,3341;0,0000;0,0000;-150,6785;150,6729;-0,0000;VidyutVanika;11040,2247;-1,4211;-1,4211;-217,5585;217,5585;-0,0058;TUC_TAC22;-9001,7243;-1430,8874;0,0000;177,3878;-177,3812;-0,0000
664;0,1144;-0,0472;2405,7469;107,6906;107,6304;default broker;6192,3645;0,0000;0,0000;-277,1942;276,8844;-0,0000;IS3;5703,2684;0,0000;0,0000;-255,3004;255,0150;-0,0000;VidyutVanika;524,9834;-1,4211;-1,4211;-23,5003;23,5003;-0,0602;TUC_TAC22;-10014,8694;-1169,2754;0,0000;448,3044;-447,8032;-0,0000
665;0,1162;-0,0474;21263,1890;555,8005;-0,0000;default broker;5695,2546;0,0000;0,0000;-148,8688;148,8651;-0,0000;IS3;866,8701;0,0000;0,0000;-22,6592;22,6586;-0,0000;VidyutVanika;24764,9646;-1,4211;-1,4211;-647,3338;647,3338;-0,0069;TUC_TAC22;-10063,9003;-3739,5570;0,0000;263,0612;-263,0547;-0,0000
666;0,1268;-0,0483;16528,7600;524,6377;-0,0000;default broker;5636,2271;0,0000;0,0000;-178,8989;178,8842;-0,0000;IS3;27,8830;0,0000;0,0000;-0,8850;0,8850;-0,0000;VidyutVanika;23253,7631;-1,4211;-1,4211;-738,0954;738,0954;-0,0216;TUC_TAC22;-12389,1132;-5370,8767;0,0000;393,2416;-393,2092;-0,0000
667;0,1145;-0,0358;1645,6843;56,2887;56,2424;default broker;6341,1946;0,0000;0,0000;-216,8931;216,5365;-0,0000;IS3;-29,1649;0,0000;0,0000;0,9976;-0,9959;-0,0000;VidyutVanika;8524,8987;-1,4211;-1,4211;-291,5841;291,5841;-0,0463;TUC_TAC22;-13191,2440;-4385,3997;0,0000;451,1909;-450,4491;-0,0000
668;0,1224;-0,0365;-2187,6458;272,5476;272,5476;default broker;6293,2840;0,0000;0,0000;784,0481;784,0481;-0,0000;IS3;-4,3731;0,0000;0,0000;-0,5448;-0,5448;-0,0000;VidyutVanika;5595,0054;1200,0000;0,0000;697,0531;697,0531;-0,0000;TUC_TAC22;-14071,5621;5471,8493;0,0000;-1753,1040;-1753,1040;-0,0000
669;0,1044;-0,0370;-8384,8930;945,2992;945,2992;default broker;5754,7532;0,0000;0,0000;648,7815;648,7815;-0,0000;IS3;-5,0926;0,0000;0,0000;-0,5741;-0,5741;-0,0000;VidyutVanika;-348,4854;1200,0000;0,0000;-39,2877;-39,2877;-0,0000;TUC_TAC22;-13786,0681;3188,1959;0,0000;-1554,2190;-1554,2190;-0,0000
670;0,1003;-0,0350;-8367,0673;909,2700;909,2700;default broker;5609,7607;0,0000;0,0000;609,6266;609,6266;-0,0000;IS3;-4,2163;0,0000;0,0000;-0,4582;-0,4582;-0,0000;VidyutVanika;1338,8452;1200,0000;0,0000;145,4956;145,4956;-0,0000;TUC_TAC22;-15311,4568;3299,8298;0,0000;-1663,9341;-1663,9341;-0,0000
671;0,1035;-0,0393;-19102,2803;2341,5380;0,0000;default broker;5355,6855;0,0000;0,0000;656,4945;656,4945;-0,0000;IS3;-2,0391;0,0000;0,0000;-0,2500;-0,2500;-0,0000;VidyutVanika;-10166,3397;1200,0000;0,0000;-1246,1796;-1246,1796;-0,0000;TUC_TAC22;-14289,5869;2774,7609;0,0000;-1751,6030;-1751,6030;-0,0000
672;0,1114;-0,0374;-29150,4596;4097,4649;0,0000;default broker;5350,2397;0,0000;0,0000;752,0437;752,0437;-0,0000;IS3;8,0460;0,0000;0,0000;1,1310;1,1310;-0,0000;VidyutVanika;-19940,7807;1200,0000;0,0000;-2802,9284;-2802,9284;-0,0000;TUC_TAC22;-14567,9646;3606,2832;3499,0398;-2047,7112;-335,5051;581,5895
673;0,1099;-0,0444;-28099,1912;3876,5610;47,6957;default broker;4489,0232;0,0000;0,0000;619,3051;26,6665;-0,0000;IS3;30,7030;0,0000;0,0000;4,2358;0,1824;-0,0000;VidyutVanika;-17570,0768;1200,0000;0,0000;-2423,9656;-104,3728;-0,0000;TUC_TAC22;-15048,8406;549,1956;549,1956;-2076,1362;-92,3399;100,3395
674;0,1067;-0,0443;-26127,6114;3471,4073;0,0000;default broker;4039,5844;0,0000;0,0000;536,7135;536,7135;-0,0000;IS3;21,2105;0,0000;0,0000;2,8181;2,8181;-0,0000;VidyutVanika;-14198,7811;1200,0000;0,0000;-1886,5005;-1886,5005;-0,0000;TUC_TAC22;-15989,6251;920,7628;0,0000;-2124,4384;-2124,4384;-0,0000
675;0,1042;-0,0449;-30986,2168;4187,4186;0,0000;default broker;3803,8711;0,0000;0,0000;514,0479;514,0479;-0,0000;IS3;20,7653;0,0000;0,0000;2,8062;2,8062;-0,0000;VidyutVanika;-19466,7062;1200,0000;0,0000;-2630,6938;-2630,6938;-0,0000;TUC_TAC22;-15344,1470;1478,4445;0,0000;-2073,5789;-2073,5789;-0,0000
676;0,1114;-0,0352;-17721,6839;2287,6814;0,0000;default broker;3760,2263;0,0000;0,0000;485,4053;485,4053;-0,0000;IS3;31,7962;0,0000;0,0000;4,1046;4,1046;-0,0000;VidyutVanika;-9052,3548;1200,0000;0,0000;-1168,5630;-1168,5630;-0,0000;TUC_TAC22;-12461,3516;1257,4833;0,0000;-1608,6283;-1608,6283;-0,0000
677;0,1058;-0,0355;-12656,0648;1499,0442;1499,0442;default broker;4445,7145;0,0000;0,0000;526,5715;526,5715;-0,0000;IS3;27,0072;0,0000;0,0000;3,1989;3,1989;-0,0000;VidyutVanika;-5854,7067;1200,0000;0,0000;-693,4592;-693,4592;-0,0000;TUC_TAC22;-11274,0797;3333,2710;0,0000;-1335,3554;-1335,3554;-0,0000
678;0,1152;-0,0389;-9452,8711;1178,6984;1178,6984;default broker;4316,9028;0,0000;0,0000;538,2837;538,2837;-0,0000;IS3;1640,9583;0,0000;0,0000;204,6145;204,6145;-0,0000;VidyutVanika;-6744,2903;1200,0000;0,0000;-840,9598;-840,9598;-0,0000;TUC_TAC22;-8666,4419;2640,5815;0,0000;-1080,6369;-1080,6369;-0,0000
679;0,1091;-0,0351;15513,6044;304,2014;-0,0000;default broker;4931,2146;0,0000;0,0000;-96,6946;96,6501;-0,0000;IS3;10346,5889;0,0000;0,0000;-202,8830;202,7895;-0,0000;VidyutVanika;2819,4401;-17,0526;-17,0526;-55,2855;55,2855;-0,0701;TUC_TAC22;-2583,6392;-4368,1193;0,0000;50,6618;-50,6384;-0,0000
680;0,1279;-0,0378;36276,4352;54,4670;79,1733;default broker;4700,9515;0,0000;0,0000;-7,0582;27,7562;-0,0000;IS3;16934,4761;0,0000;0,0000;-25,4261;99,9877;-0,0000;VidyutVanika;14048,6273;-1,4211;-1,4211;-21,0932;-12,4733;246,3747;TUC_TAC22;592,3803;-4451,7974;-4451,7974;-0,8894;-4,9331;381,3181
681;0,1170;-0,0411;41533,1651;-18,3340;54,8303;default broker;4698,9551;0,0000;0,0000;2,0743;-49,6300;-0,0000;IS3;28018,7404;0,0000;0,0000;12,3683;-295,9316;-0,0000;VidyutVanika;9201,0603;-1,4211;-1,4211;4,0616;-192,4888;344,5885;TUC_TAC22;-385,5906;-3915,8102;-3915,8102;-0,1702;4,0726;493,5599
682;0,1187;-0,0473;37238,1280;374,9548;67,0138;default broker;4929,8076;0,0000;0,0000;-49,6388;-21,8537;-0,0000;IS3;25204,0930;0,0000;0,0000;-253,7828;-111,7292;-0,0000;VidyutVanika;7997,3581;-1,4211;-1,4211;-80,5263;-90,7923;128,0305;TUC_TAC22;-893,1307;-4617,7576;-4617,7576;8,9930;3,9592;232,1282
683;0,1255;-0,0374;32362,2851;162,3466;91,9945;default broker;4924,8795;0,0000;0,0000;-24,7058;-28,3898;-0,0000;IS3;23911,0804;0,0000;0,0000;-119,9508;-137,8372;-0,0000;VidyutVanika;7542,9577;-1,4211;-1,4211;-37,8395;-103,6433;189,1634;TUC_TAC22;-4016,6325;-3799,4800;-3799,4800;20,1496;23,1542;278,5881
684;0,1085;-0,0399;35951,8400;142,9317;90,5108;default broker;5148,1148;0,0000;0,0000;-20,4671;-36,5175;-0,0000;IS3;29202,3119;0,0000;0,0000;-116,0980;-207,1430;-0,0000;VidyutVanika;6632,0854;-1,4211;-1,4211;-26,3668;-105,3239;229,2765;TUC_TAC22;-5030,6721;-4186,6514;-4186,6514;20,0002;35,6845;345,5762
685;0,1232;-0,0353;25096,6229;255,6940;80,5155;default broker;5747,5499;0,0000;0,0000;-58,5582;-45,4107;-0,0000;IS3;29603,2953;0,0000;0,0000;-301,6097;-233,8922;-0,0000;VidyutVanika;-2182,6273;-1,4211;-1,4211;22,2374;-1,4792;98,5002;TUC_TAC22;-8071,5950;-2918,6010;-2918,6010;82,2365;17,0251;133,4720
686;0,1131;-0,0351;7074,8536;198,2983;198,2685;default broker;5747,7428;0,0000;0,0000;-161,1012;161,1012;-0,0000;IS3;18146,6989;0,0000;0,0000;-508,6268;508,6268;-0,0000;VidyutVanika;-9462,9920;-1,4211;-1,4211;265,2345;-265,2345;-0,0298;TUC_TAC22;-7356,5961;-2118,1282;0,0000;206,1952;-206,1332;-0,0000
687;0,1146;-0,0385;1238,8274;46,1645;46,1133;default broker;6539,2639;0,0000;0,0000;-243,6836;243,6836;-0,0000;IS3;13218,2039;0,0000;0,0000;-492,5721;492,5721;-0,0000;VidyutVanika;-5804,2745;-1,4211;-1,4211;216,2944;-216,2944;-0,0512;TUC_TAC22;-12714,3659;-1351,6820;0,0000;473,7968;-472,7459;-0,0000
688;0,1403;-0,0508;914,2631;45,5630;45,4935;default broker;7084,1174;0,0000;0,0000;-353,0422;353,0422;-0,0000;IS3;5634,8451;0,0000;0,0000;-280,8167;280,8167;-0,0000;VidyutVanika;-4170,9836;-1,4211;-1,4211;207,8640;-207,8640;-0,0695;TUC_TAC22;-7633,7157;-1775,6450;0,0000;380,4318;-379,2709;-0,0000
689;0,1260;-0,0469;7391,4138;292,1130;292,0673;default broker;6611,9113;0,0000;0,0000;-261,3066;261,2249;-0,0000;IS3;1815,7279;0,0000;0,0000;-71,7586;71,7362;-0,0000;VidyutVanika;8051,2819;-1,4211;-1,4211;-318,1914;318,1914;-0,0457;TUC_TAC22;-9087,5074;-3079,8201;0,0000;359,1436;-359,0313;-0,0000
690;0,1181;-0,0475;-1061,6505;126,5479;126,5479;default broker;6129,4100;0,0000;0,0000;730,6208;730,6208;-0,0000;IS3;342,8027;0,0000;0,0000;40,8618;40,8618;-0,0000;VidyutVanika;8254,9180;1200,0000;0,0000;983,9797;983,9797;-0,0000;TUC_TAC22;-15788,7812;6476,3107;0,0000;-1882,0102;-1882,0102;-0,0000
691;0,1245;-0,0364;2687,2914;90,6085;90,5203;default broker;5933,1345;0,0000;0,0000;-200,0498;199,6603;-0,0000;IS3;229,0183;0,0000;0,0000;-7,7219;7,7069;-0,0000;VidyutVanika;8420,6842;-2,8421;-2,8421;-283,9235;283,9235;-0,0882;TUC_TAC22;-11895,5456;-4043,3126;0,0000;401,0867;-400,3059;-0,0000
692;0,1360;-0,0411;-302,1317;41,1932;41,1932;default broker;5704,8560;0,0000;0,0000;777,8115;777,8115;-0,0000;IS3;205,5018;0,0000;0,0000;28,0185;28,0185;-0,0000;VidyutVanika;6652,7758;1200,0000;0,0000;907,0528;907,0528;-0,0000;TUC_TAC22;-12865,2654;6581,4926;0,0000;-1754,0760;-1754,0760;-0,0000
693;0,1308;-0,0408;-3352,0458;449,5301;0,0000;default broker;5155,3019;0,0000;0,0000;691,3578;691,3578;-0,0000;IS3;148,3755;0,0000;0,0000;19,8981;19,8981;-0,0000;VidyutVanika;5145,1653;1200,0000;0,0000;689,9985;689,9985;-0,0000;TUC_TAC22;-13800,8884;4155,7154;0,0000;-1850,7844;-1850,7844;-0,0000
694;0,1298;-0,0357;-7838,6603;1078,8347;0,0000;default broker;5644,4728;0,0000;0,0000;776,8487;776,8487;-0,0000;IS3;153,7574;0,0000;0,0000;21,1616;21,1616;-0,0000;VidyutVanika;-393,0283;1200,0000;0,0000;-54,0925;-54,0925;-0,0000;TUC_TAC22;-13243,8623;4721,5940;566,4073;-1822,7526;-145,6275;82,0737
695;0,1236;-0,0381;-21984,7322;3200,3565;512,7338;default broker;5355,6969;0,0000;0,0000;779,6383;353,5827;-0,0000;IS3;140,1496;0,0000;0,0000;20,4018;9,2527;-0,0000;VidyutVanika;-14610,1021;1200,0000;0,0000;-2126,8185;-964,5579;-0,0000;TUC_TAC22;-12870,4765;4864,2286;4864,2286;-1873,5781;-859,3352;840,4805
696;0,1273;-0,0359;-29211,2345;4571,1195;2307,4208;default broker;5272,8369;0,0000;0,0000;825,1198;636,4834;-0,0000;IS3;-1628,1586;0,0000;0,0000;-254,7824;-196,5348;-0,0000;VidyutVanika;-12595,4944;1200,0000;0,0000;-1971,0057;-1520,4004;-0,0000;TUC_TAC22;-20260,4184;4263,1279;4263,1279;-3170,4512;-2371,6536;921,8694
697;0,1148;-0,0367;-25828,6356;3633,2695;219,5975;default broker;4388,0011;0,0000;0,0000;617,2525;111,7148;-0,0000;IS3;-1759,6797;0,0000;0,0000;-247,5311;-44,8000;-0,0000;VidyutVanika;-8677,2920;1200,0000;0,0000;-1220,6197;-220,9165;-0,0000;TUC_TAC22;-19779,6650;2020,8370;2020,8370;-2782,3713;-511,0107;367,5788
698;0,1276;-0,0354;-21902,1130;3273,8220;1617,5307;default broker;4202,9496;0,0000;0,0000;628,2366;418,4266;-0,0000;IS3;-762,6168;0,0000;0,0000;-113,9923;-75,9227;-0,0000;VidyutVanika;-2659,1878;1200,0000;0,0000;-397,4825;-264,7367;-0,0000;TUC_TAC22;-22683,2580;1481,8342;1481,8342;-3390,5838;-2165,3784;355,4860
699;0,1102;-0,0354;-13394,8494;1655,8860;1655,8860;default broker;3980,4870;0,0000;0,0000;492,0722;492,0722;-0,0000;IS3;-845,0175;0,0000;0,0000;-104,4620;-104,4620;-0,0000;VidyutVanika;279,0004;1200,0000;0,0000;34,4903;34,4903;-0,0000;TUC_TAC22;-16809,3193;1393,1216;0,0000;-2077,9866;-2077,9866;-0,0000
700;0,1138;-0,0367;-9266,7201;1139,9868;1139,9868;default broker;3725,3937;0,0000;0,0000;458,2959;458,2959;-0,0000;IS3;-908,6343;0,0000;0,0000;-111,7797;-111,7797;-0,0000;VidyutVanika;1028,3724;1200,0000;0,0000;126,5098;126,5098;-0,0000;TUC_TAC22;-13111,8519;1937,2198;0,0000;-1613,0128;-1613,0128;-0,0000
701;0,1164;-0,0356;5321,5591;161,2544;160,8992;default broker;4416,5637;0,0000;0,0000;-133,8311;133,2416;-0,0000;IS3;-844,5827;0,0000;0,0000;25,5926;-25,4799;-0,0000;VidyutVanika;6224,8338;-14,2105;-14,2105;-188,6255;188,6255;-0,3552;TUC_TAC22;-4475,2557;-5410,8275;0,0000;135,6096;-135,0122;-0,0000
702;0,1223;-0,0395;-509,9356;62,6304;62,6304;default broker;4585,5284;0,0000;0,0000;563,1959;563,1959;-0,0000;IS3;785,7873;0,0000;0,0000;96,5106;96,5106;-0,0000;VidyutVanika;3350,3936;1200,0000;0,0000;411,4963;411,4963;-0,0000;TUC_TAC22;-9231,6448;3136,5799;0,0000;-1133,8332;-1133,8332;-0,0000
703;0,1449;-0,0365;16037,8583;328,6336;-0,0000;default broker;5076,0407;0,0000;0,0000;-104,0137;104,0057;-0,0000;IS3;7382,4354;0,0000;0,0000;-151,2743;151,2627;-0,0000;VidyutVanika;5479,9711;-2,8421;-2,8421;-112,2907;112,2907;-0,0127;TUC_TAC22;-1900,5889;-5074,9964;0,0000;38,9452;-38,9422;-0,0000
704;0,1496;-0,0475;39257,6002;323,5768;83,4969;default broker;5209,6086;0,0000;0,0000;-42,9397;26,6423;-0,0000;IS3;13309,5568;0,0000;0,0000;-109,7027;68,0661;-0,0000;VidyutVanika;15256,0709;-1,4211;-1,4211;-125,7466;5,5413;186,4882;TUC_TAC22;5482,3638;-4406,4667;-4406,4667;-45,1878;-30,7447;303,6946
705;0,2139;-0,0365;33009,0817;115,1133;92,0559;default broker;5249,6900;0,0000;0,0000;-18,3074;35,2617;-0,0000;IS3;9367,4718;0,0000;0,0000;-32,6674;62,9204;-0,0000;VidyutVanika;17016,9753;-1,4211;-1,4211;-59,3437;21,8708;179,2831;TUC_TAC22;1374,9445;-5367,6856;-5367,6856;-4,7949;-9,0303;308,8926
706;0,1677;-0,0514;28611,3689;652,5799;-0,0000;default broker;4967,2424;0,0000;0,0000;-113,2949;113,2978;-0,0000;IS3;11258,0828;0,0000;0,0000;-256,7790;256,7855;-0,0000;VidyutVanika;12882,8977;-1,4211;-1,4211;-293,8384;293,8384;0,0082;TUC_TAC22;-496,8540;-4699,6999;0,0000;11,3325;-11,3327;-0,0000
707;0,1575;-0,0454;23532,7503;514,6106;-0,0000;default broker;5161,4758;0,0000;0,0000;-112,8704;112,8714;-0,0000;IS3;10147,5249;0,0000;0,0000;-221,9045;221,9066;-0,0000;VidyutVanika;11654,2162;-1,4211;-1,4211;-254,8526;254,8526;0,0024;TUC_TAC22;-3430,4665;-4760,8539;0,0000;75,0169;-75,0176;-0,0000
708;0,1266;-0,0370;27349,0764;264,3060;80,2080;default broker;5259,0836;0,0000;0,0000;-50,8247;-14,9192;-0,0000;IS3;13215,2634;0,0000;0,0000;-127,7145;-37,4897;-0,0000;VidyutVanika;12865,3072;-1,4211;-1,4211;-124,3325;-116,6226;108,3387;TUC_TAC22;-3990,5777;-3486,6780;-3486,6780;38,5656;11,3207;157,8182
709;0,1268;-0,0416;33085,0317;282,9659;90,2033;default broker;5620,1369;0,0000;0,0000;-48,0673;-25,1288;-0,0000;IS3;17469,5625;0,0000;0,0000;-149,4117;-78,1101;-0,0000;VidyutVanika;15640,5378;-1,4211;-1,4211;-133,7686;-183,1840;180,5130;TUC_TAC22;-5645,2054;-2634,5130;-2634,5130;48,2817;25,2409;238,1683
710;0,1326;-0,0494;14801,8456;511,4496;511,4215;default broker;5361,5374;0,0000;0,0000;-185,2577;185,2374;-0,0000;IS3;3496,8451;0,0000;0,0000;-120,8268;120,8136;-0,0000;VidyutVanika;16338,0221;-1,4211;-1,4211;-564,5292;564,5292;-0,0281;TUC_TAC22;-10394,5589;-4146,9012;0,0000;359,1642;-359,1247;-0,0000
711;0,1262;-0,0489;9101,7624;361,8045;361,7610;default broker;6057,6802;0,0000;0,0000;-240,7991;240,7411;-0,0000;IS3;6012,5670;0,0000;0,0000;-239,0058;238,9482;-0,0000;VidyutVanika;18435,5448;-1,4211;-1,4211;-732,8321;732,8321;-0,0436;TUC_TAC22;-21404,0295;-2075,9598;0,0000;850,8325;-850,6276;-0,0000
712;0,1429;-0,0463;2988,1752;129,5544;129,4970;default broker;6675,4601;0,0000;0,0000;-289,4191;289,1628;-0,0000;IS3;2163,3137;0,0000;0,0000;-93,7919;93,7089;-0,0000;VidyutVanika;14282,8571;-1,4211;-1,4211;-619,2430;619,2430;-0,0574;TUC_TAC22;-20133,4557;-822,8925;0,0000;872,8997;-872,1267;-0,0000
713;0,1428;-0,0508;2541,7298;122,5324;122,4675;default broker;5971,2973;0,0000;0,0000;-287,8659;287,5610;-0,0000;IS3;-2808,3116;0,0000;0,0000;135,3838;-135,2404;-0,0000;VidyutVanika;17209,3028;-1,4211;-1,4211;-829,6307;829,6307;-0,0649;TUC_TAC22;-17830,5586;-1156,3611;0,0000;859,5804;-858,6699;-0,0000
714;0,1555;-0,0397;6263,0924;209,2731;209,2345;default broker;5156,6206;0,0000;0,0000;-172,3018;172,2382;-0,0000;IS3;-3157,2369;0,0000;0,0000;105,4950;-105,4561;-0,0000;VidyutVanika;16708,4712;-1,4211;-1,4211;-558,2919;558,2919;-0,0386;TUC_TAC22;-12444,7625;-1652,0487;0,0000;415,8256;-415,6722;-0,0000
715;0,1442;-0,0352;8605,0574;228,7646;-0,0000;default broker;5154,3399;0,0000;0,0000;-137,0276;136,9970;-0,0000;IS3;-3374,0315;0,0000;0,0000;89,6983;-89,6782;-0,0000;VidyutVanika;16879,8890;-1,4211;-1,4211;-448,7501;448,7501;-0,0256;TUC_TAC22;-10055,1399;-2075,9044;0,0000;267,3149;-267,2551;-0,0000
716;0,1772;-0,0350;9678,6230;245,1863;-0,0000;default broker;5175,6229;0,0000;0,0000;-131,1128;131,0891;-0,0000;IS3;-2848,3092;0,0000;0,0000;72,1556;-72,1425;-0,0000;VidyutVanika;16285,1689;-1,4211;-1,4211;-412,5484;412,5484;-0,0222;TUC_TAC22;-8933,8596;-2269,4404;0,0000;226,3194;-226,2783;-0,0000
717;0,1477;-0,0353;5740,2572;169,4653;169,4315;default broker;4589,4097;0,0000;0,0000;-135,4897;135,4356;-0,0000;IS3;-3045,7823;0,0000;0,0000;89,9183;-89,8825;-0,0000;VidyutVanika;12669,2431;-1,4211;-1,4211;-374,0245;374,0245;-0,0338;TUC_TAC22;-8472,6134;-4802,4324;0,0000;250,1306;-250,0308;-0,0000
718;0,1478;-0,0351;2287,5574;75,1339;75,0905;default broker;4564,2981;0,0000;0,0000;-149,9126;149,7393;-0,0000;IS3;-2774,1947;0,0000;0,0000;91,1173;-91,0120;-0,0000;VidyutVanika;11925,8302;-1,4211;-1,4211;-391,6992;391,6992;-0,0434;TUC_TAC22;-11428,3763;-3794,3090;0,0000;375,3605;-374,9266;-0,0000
719;0,1483;-0,0351;-14610,0174;2379,9238;1253,5628;default broker;4498,9075;0,0000;0,0000;732,8572;732,8572;-0,0000;IS3;-2906,2198;0,0000;0,0000;-473,4136;-473,4136;-0,0000;VidyutVanika;3779,1452;1200,0000;0,0000;615,6103;615,6103;-0,0000;TUC_TAC22;-19981,8503;6590,1200;6590,1200;-3254,9777;-3254,9777;1126,3610
720;0,1373;-0,0353;-11992,1534;1790,7775;935,3739;default broker;4283,1078;0,0000;0,0000;639,5926;639,5926;-0,0000;IS3;-2799,7928;0,0000;0,0000;-418,0905;-418,0905;-0,0000;VidyutVanika;4888,3483;1200,0000;0,0000;729,9726;729,9726;-0,0000;TUC_TAC22;-18363,8166;5489,2680;5489,2680;-2742,2522;-2742,2522;855,4035
721;0,1476;-0,0356;-18494,3786;3072,4757;2562,5056;default broker;3866,9612;0,0000;0,0000;642,4192;642,4192;-0,0000;IS3;-2679,3648;0,0000;0,0000;-445,1235;-445,1235;-0,0000;VidyutVanika;-126,6570;1200,0000;0,0000;-21,0416;-21,0416;-0,0000;TUC_TAC22;-19555,3180;2804,8101;2804,8101;-3248,7298;-3248,7298;509,9701
722;0,1498;-0,0361;-19366,0736;3277,0434;2826,2324;default broker;3757,7991;0,0000;0,0000;635,8786;635,8786;-0,0000;IS3;-2390,3554;0,0000;0,0000;-404,4856;-404,4856;-0,0000;VidyutVanika;-2566,9489;1200,0000;0,0000;-434,3680;-434,3680;-0,0000;TUC_TAC22;-18166,5683;2421,6302;2421,6302;-3074,0683;-3074,0683;450,8110
