ts;pPlus;pMinus;totalImbalance;rmBase;rmActual;default broker;netLoad;regOffered;regUsed;baseCost;p1;p2;COLDPOWER22;netLoad;regOffered;regUsed;baseCost;p1;p2;Mertacor22;netLoad;regOffered;regUsed;baseCost;p1;p2
635;0,1812;-0,0387;-31723,7805;6753,8800;6753,8800;default broker;8484,4480;0,0000;0,0000;1806,3088;1806,3088;-0,0000;COLDPOWER22;-15663,2993;0,0000;0,0000;-3334,6607;-3334,6607;-0,0000;Mertacor22;-24544,9292;0,0000;0,0000;-5225,5281;-5225,5281;-0,0000
636;0,1805;-0,0542;-22187,2740;4497,2790;4497,2790;default broker;9748,5080;0,0000;0,0000;1975,9868;1975,9868;-0,0000;COLDPOWER22;-12409,9673;0,0000;0,0000;-2515,4548;-2515,4548;-0,0000;Mertacor22;-19525,8146;0,0000;0,0000;-3957,8110;-3957,8110;-0,0000
637;0,1310;-0,0525;-18435,3814;2755,6999;2755,6999;default broker;11756,4623;0,0000;0,0000;1757,3426;1757,3426;-0,0000;COLDPOWER22;-15423,6276;0,0000;0,0000;-2305,5063;-2305,5063;-0,0000;Mertacor22;-14768,2161;0,0000;0,0000;-2207,5362;-2207,5362;-0,0000
638;0,1332;-0,0529;-369,1314;49,3174;49,3174;default broker;13072,7284;0,0000;0,0000;1746,5662;1746,5662;-0,0000;COLDPOWER22;17278,8873;0,0000;0,0000;2308,5251;2308,5251;-0,0000;Mertacor22;-30720,7470;0,0000;0,0000;-4104,4087;-4104,4087;-0,0000
639;0,1533;-0,0558;-612,8917;94,3165;94,3165;default broker;15887,9542;0,0000;0,0000;2444,9606;2444,9606;-0,0000;COLDPOWER22;10438,2211;0,0000;0,0000;1606,3137;1606,3137;-0,0000;Mertacor22;-26939,0670;0,0000;0,0000;-4145,5908;-4145,5908;-0,0000
640;0,1577;-0,0533;4528,4336;221,0097;221,0097;default broker;16638,4296;0,0000;0,0000;-812,0369;812,0369;-0,0000;COLDPOWER22;11172,4969;0,0000;0,0000;-545,2726;545,2726;-0,0000;Mertacor22;-23282,4930;0,0000;0,0000;1136,2997;-1136,2997;-0,0000
641;0,1262;-0,0356;10084,1844;256,8918;256,8918;default broker;17635,6928;0,0000;0,0000;-449,2644;449,2644;-0,0000;COLDPOWER22;12235,2098;0,0000;0,0000;-311,6886;311,6886;-0,0000;Mertacor22;-19786,7183;0,0000;0,0000;504,0612;-504,0612;-0,0000
642;0,2148;-0,0546;-25952,3415;6246,8064;6246,8064;default broker;19005,8428;0,0000;0,0000;4574,7633;4574,7633;-0,0000;COLDPOWER22;2946,8599;0,0000;0,0000;709,3180;709,3180;-0,0000;Mertacor22;-47905,0442;0,0000;0,0000;-11530,8876;-11530,8876;-0,0000
643;0,1294;-0,0380;14777,7391;343,5420;343,5420;default broker;21097,1381;0,0000;0,0000;-490,4507;490,4507;-0,0000;COLDPOWER22;3275,2616;0,0000;0,0000;-76,1409;76,1409;-0,0000;Mertacor22;-9594,6606;0,0000;0,0000;223,0496;-223,0496;-0,0000
644;0,1491;-0,0538;14829,0627;577,1610;577,1610;default broker;22174,2649;0,0000;0,0000;-863,0432;863,0432;-0,0000;COLDPOWER22;2178,6445;0,0000;0,0000;-84,7949;84,7949;-0,0000;Mertacor22;-9523,8468;0,0000;0,0000;370,6770;-370,6770;-0,0000
645;0,1273;-0,0525;10910,9155;453,7750;453,7750;default broker;21729,3972;0,0000;0,0000;-903,7057;903,7057;-0,0000;COLDPOWER22;736,7794;0,0000;0,0000;-30,6420;30,6420;-0,0000;Mertacor22;-11555,2610;0,0000;0,0000;480,5727;-480,5727;-0,0000
646;0,1197;-0,0440;17940,2485;468,2397;468,2397;default broker;21477,5246;0,0000;0,0000;-560,5624;560,5624;-0,0000;COLDPOWER22;1143,4404;0,0000;0,0000;-29,8437;29,8437;-0,0000;Mertacor22;-4680,7165;0,0000;0,0000;122,1665;-122,1665;-0,0000
647;0,1104;-0,0489;20286,5149;580,1057;580,1057;default broker;21025,6106;0,0000;0,0000;-601,2406;601,2406;-0,0000;COLDPOWER22;1383,3869;0,0000;0,0000;-39,5588;39,5588;-0,0000;Mertacor22;-2122,4826;0,0000;0,0000;60,6937;-60,6937;-0,0000
648;0,1075;-0,0353;18494,9402;311,3790;311,3790;default broker;19636,8306;0,0000;0,0000;-330,6038;330,6038;-0,0000;COLDPOWER22;1405,0152;0,0000;0,0000;-23,6547;23,6547;-0,0000;Mertacor22;-2546,9056;0,0000;0,0000;42,8795;-42,8795;-0,0000
649;0,1101;-0,0519;12677,7871;497,1679;497,1679;default broker;18028,4977;0,0000;0,0000;-706,9997;706,9997;-0,0000;COLDPOWER22;-3292,0878;0,0000;0,0000;129,1014;-129,1014;-0,0000;Mertacor22;-2058,6228;0,0000;0,0000;80,7303;-80,7303;-0,0000
650;0,1239;-0,0360;3117,3599;102,4040;102,4040;default broker;16917,9237;0,0000;0,0000;-555,7470;555,7470;-0,0000;COLDPOWER22;-3567,6375;0,0000;0,0000;117,1955;-117,1955;-0,0000;Mertacor22;-10232,9263;0,0000;0,0000;336,1475;-336,1475;-0,0000
651;0,1086;-0,0366;10937,4268;280,5935;280,5935;default broker;15637,9056;0,0000;0,0000;-401,1816;401,1816;-0,0000;COLDPOWER22;1207,0139;0,0000;0,0000;-30,9653;30,9653;-0,0000;Mertacor22;-5907,4927;0,0000;0,0000;151,5534;-151,5534;-0,0000
652;0,1086;-0,0375;11829,6965;303,8312;303,8312;default broker;14567,1760;0,0000;0,0000;-374,1400;374,1400;-0,0000;COLDPOWER22;-855,8800;0,0000;0,0000;21,9822;-21,9822;-0,0000;Mertacor22;-1881,5995;0,0000;0,0000;48,3266;-48,3266;-0,0000
653;0,1130;-0,0520;4802,6179;226,6887;226,6887;default broker;13816,2956;0,0000;0,0000;-652,1439;652,1439;-0,0000;COLDPOWER22;-5590,9224;0,0000;0,0000;263,8975;-263,8975;-0,0000;Mertacor22;-3422,7553;0,0000;0,0000;161,5577;-161,5577;-0,0000
654;0,1242;-0,0356;7119,1857;202,9376;202,9376;default broker;11862,5450;0,0000;0,0000;-338,1505;338,1505;-0,0000;COLDPOWER22;932,2772;0,0000;0,0000;-26,5752;26,5752;-0,0000;Mertacor22;-5675,6365;0,0000;0,0000;161,7882;-161,7882;-0,0000
655;0,1347;-0,0525;-4456,1273;620,1129;620,1129;default broker;9840,3743;0,0000;0,0000;1369,3826;1369,3826;-0,0000;COLDPOWER22;4227,6460;0,0000;0,0000;588,3175;588,3175;-0,0000;Mertacor22;-18524,1475;0,0000;0,0000;-2577,8130;-2577,8130;-0,0000
656;0,1481;-0,0529;-2753,1978;415,3730;415,3730;default broker;8317,0293;0,0000;0,0000;1254,7843;1254,7843;-0,0000;COLDPOWER22;2204,4326;0,0000;0,0000;332,5812;332,5812;-0,0000;Mertacor22;-13274,6597;0,0000;0,0000;-2002,7385;-2002,7385;-0,0000
657;0,1411;-0,0521;-26766,6478;4494,4789;4494,4789;default broker;7931,2799;0,0000;0,0000;1331,7682;1331,7682;-0,0000;COLDPOWER22;-10375,4898;0,0000;0,0000;-1742,1838;-1742,1838;-0,0000;Mertacor22;-24322,4379;0,0000;0,0000;-4084,0633;-4084,0633;-0,0000
658;0,1350;-0,0499;-14801,2304;2217,1529;2217,1529;default broker;7927,4502;0,0000;0,0000;1187,4938;1187,4938;-0,0000;COLDPOWER22;-9323,5939;0,0000;0,0000;-1396,6294;-1396,6294;-0,0000;Mertacor22;-13405,0867;0,0000;0,0000;-2008,0173;-2008,0173;-0,0000
659;0,1683;-0,0521;-11069,4542;1985,2575;1985,2575;default broker;8516,9133;0,0000;0,0000;1527,4706;1527,4706;-0,0000;COLDPOWER22;-4448,3872;0,0000;0,0000;-797,7985;-797,7985;-0,0000;Mertacor22;-15137,9803;0,0000;0,0000;-2714,9296;-2714,9296;-0,0000
660;0,1663;-0,0521;-25359,9145;4859,3974;4859,3974;default broker;9365,1756;0,0000;0,0000;1794,5293;1794,5293;-0,0000;COLDPOWER22;-833,4662;0,0000;0,0000;-159,7065;-159,7065;-0,0000;Mertacor22;-33891,6239;0,0000;0,0000;-6494,2202;-6494,2202;-0,0000
661;0,1519;-0,0521;-12338,5735;2026,3400;2026,3400;default broker;12042,2347;0,0000;0,0000;1977,6729;1977,6729;-0,0000;COLDPOWER22;-3471,6187;0,0000;0,0000;-570,1372;-570,1372;-0,0000;Mertacor22;-20909,1895;0,0000;0,0000;-3433,8757;-3433,8757;-0,0000
662;0,1350;-0,0529;-1619,2839;221,1521;221,1521;default broker;13838,6952;0,0000;0,0000;1890,0064;1890,0064;-0,0000;COLDPOWER22;1127,3872;0,0000;0,0000;153,9718;153,9718;-0,0000;Mertacor22;-16585,3663;0,0000;0,0000;-2265,1303;-2265,1303;-0,0000
663;0,1345;-0,0546;16873,4670;636,2962;636,2962;default broker;16293,5813;0,0000;0,0000;-614,4288;614,4288;-0,0000;COLDPOWER22;5469,1817;0,0000;0,0000;-206,2421;206,2421;-0,0000;Mertacor22;-4889,2961;0,0000;0,0000;184,3747;-184,3747;-0,0000
664;0,1412;-0,0525;13304,5805;521,4786;521,4786;default broker;18578,7282;0,0000;0,0000;-728,2010;728,2010;-0,0000;COLDPOWER22;-347,7943;0,0000;0,0000;13,6319;-13,6319;-0,0000;Mertacor22;-4926,3534;0,0000;0,0000;193,0905;-193,0905;-0,0000
665;0,1416;-0,0558;9067,7329;424,0580;424,0580;default broker;19305,4732;0,0000;0,0000;-902,8320;902,8320;-0,0000;COLDPOWER22;-7588,9150;0,0000;0,0000;354,9002;-354,9002;-0,0000;Mertacor22;-2648,8253;0,0000;0,0000;123,8739;-123,8739;-0,0000
666;0,1267;-0,0390;32495,4489;209,9132;209,9132;default broker;20231,7902;0,0000;0,0000;-130,6928;130,6928;-0,0000;COLDPOWER22;1401,1527;0,0000;0,0000;-9,0511;9,0511;-0,0000;Mertacor22;10862,5060;0,0000;0,0000;-70,1693;70,1693;-0,0000
667;0,1335;-0,0521;14037,3130;534,0639;534,0639;default broker;21584,7871;0,0000;0,0000;-821,2152;821,2152;-0,0000;COLDPOWER22;-5356,0884;0,0000;0,0000;203,7778;-203,7778;-0,0000;Mertacor22;-2191,3856;0,0000;0,0000;83,3735;-83,3735;-0,0000
668;0,1725;-0,0525;-18540,7865;3542,0526;3542,0526;default broker;22292,3690;0,0000;0,0000;4258,7591;4258,7591;-0,0000;COLDPOWER22;-4412,5257;0,0000;0,0000;-842,9738;-842,9738;-0,0000;Mertacor22;-36420,6298;0,0000;0,0000;-6957,8378;-6957,8378;-0,0000
669;0,1342;-0,0529;5771,8015;272,1108;272,1108;default broker;21812,7859;0,0000;0,0000;-1028,3609;1028,3609;-0,0000;COLDPOWER22;-3970,3758;0,0000;0,0000;187,1828;-187,1828;-0,0000;Mertacor22;-12070,6086;0,0000;0,0000;569,0672;-569,0672;-0,0000
670;0,1238;-0,0520;6618,6516;300,6403;300,6403;default broker;21049,7793;0,0000;0,0000;-956,1482;956,1482;-0,0000;COLDPOWER22;-3708,4687;0,0000;0,0000;168,4505;-168,4505;-0,0000;Mertacor22;-10722,6590;0,0000;0,0000;487,0574;-487,0574;-0,0000
671;0,1060;-0,0488;23968,1928;594,1206;594,1206;default broker;20467,9074;0,0000;0,0000;-507,3560;507,3560;-0,0000;COLDPOWER22;-1345,7384;0,0000;0,0000;33,3580;-33,3580;-0,0000;Mertacor22;4846,0238;0,0000;0,0000;-120,1226;120,1226;-0,0000
672;0,1059;-0,0488;22434,3784;591,3741;591,3741;default broker;19974,4103;0,0000;0,0000;-526,5289;526,5289;-0,0000;COLDPOWER22;-1378,7691;0,0000;0,0000;36,3446;-36,3446;-0,0000;Mertacor22;3838,7372;0,0000;0,0000;-101,1898;101,1898;-0,0000
673;0,1049;-0,0360;18152,1605;323,7419;323,7419;default broker;18321,8654;0,0000;0,0000;-326,7686;326,7686;-0,0000;COLDPOWER22;-1969,6967;0,0000;0,0000;35,1293;-35,1293;-0,0000;Mertacor22;1799,9918;0,0000;0,0000;-32,1027;32,1027;-0,0000
674;0,0987;-0,0389;24200,7596;356,3135;356,3135;default broker;17655,0166;0,0000;0,0000;-259,9390;259,9390;-0,0000;COLDPOWER22;320,0054;0,0000;0,0000;-4,7115;4,7115;-0,0000;Mertacor22;6225,7375;0,0000;0,0000;-91,6630;91,6630;-0,0000
675;0,1135;-0,0351;27014,4316;217,9880;217,9880;default broker;16825,4166;0,0000;0,0000;-135,7696;135,7696;-0,0000;COLDPOWER22;221,5802;0,0000;0,0000;-1,7880;1,7880;-0,0000;Mertacor22;9967,4347;0,0000;0,0000;-80,4304;80,4304;-0,0000
676;0,1056;-0,0354;34025,5354;45,1899;45,1899;default broker;15874,4899;0,0000;0,0000;-21,0832;21,0832;-0,0000;COLDPOWER22;5108,9586;0,0000;0,0000;-6,7853;6,7853;-0,0000;Mertacor22;13042,0869;0,0000;0,0000;-17,3214;17,3214;-0,0000
677;0,1212;-0,0357;18896,4288;317,6742;317,6742;default broker;15185,1647;0,0000;0,0000;-255,2829;255,2829;-0,0000;COLDPOWER22;-4756,6998;0,0000;0,0000;79,9665;-79,9665;-0,0000;Mertacor22;8467,9639;0,0000;0,0000;-142,3578;142,3578;-0,0000
678;0,1135;-0,0355;13618,3346;297,4094;297,4094;default broker;12853,1657;0,0000;0,0000;-280,6990;280,6990;-0,0000;COLDPOWER22;-3984,2666;0,0000;0,0000;87,0120;-87,0120;-0,0000;Mertacor22;4749,4355;0,0000;0,0000;-103,7224;103,7224;-0,0000
679;0,1166;-0,0360;17386,1966;323,8273;323,8273;default broker;10526,2709;0,0000;0,0000;-196,0575;196,0575;-0,0000;COLDPOWER22;5355,4727;0,0000;0,0000;-99,7486;99,7486;-0,0000;Mertacor22;1504,4529;0,0000;0,0000;-28,0212;28,0212;-0,0000
680;0,1232;-0,0353;21817,2344;294,8205;294,8205;default broker;8764,5716;0,0000;0,0000;-118,4374;118,4374;-0,0000;COLDPOWER22;7811,3547;0,0000;0,0000;-105,5564;105,5564;-0,0000;Mertacor22;5241,3081;0,0000;0,0000;-70,8268;70,8268;-0,0000
681;0,1358;-0,0350;5262,3633;156,6774;156,6774;default broker;8401,1832;0,0000;0,0000;-250,1301;250,1301;-0,0000;COLDPOWER22;10581,9142;0,0000;0,0000;-315,0574;315,0574;-0,0000;Mertacor22;-13720,7340;0,0000;0,0000;408,5101;-408,5101;-0,0000
682;0,1173;-0,0364;25169,9787;283,6731;283,6731;default broker;8383,5057;0,0000;0,0000;-94,4846;94,4846;-0,0000;COLDPOWER22;21506,1672;0,0000;0,0000;-242,3808;242,3808;-0,0000;Mertacor22;-4719,6942;0,0000;0,0000;53,1923;-53,1923;-0,0000
683;0,1295;-0,0355;22272,0862;295,2879;295,2879;default broker;8844,6843;0,0000;0,0000;-117,2646;117,2646;-0,0000;COLDPOWER22;22785,3605;0,0000;0,0000;-302,0930;302,0930;-0,0000;Mertacor22;-9357,9585;0,0000;0,0000;124,0697;-124,0697;-0,0000
684;0,1330;-0,0356;15902,4499;312,8108;312,8108;default broker;10020,0750;0,0000;0,0000;-197,1009;197,1009;-0,0000;COLDPOWER22;28601,2928;0,0000;0,0000;-562,6047;562,6047;-0,0000;Mertacor22;-22718,9178;0,0000;0,0000;446,8948;-446,8948;-0,0000
685;0,1194;-0,0356;53291,0248;-943,4932;-943,4932;default broker;12066,6645;0,0000;0,0000;213,6348;-213,6348;-0,0000;COLDPOWER22;37954,7626;0,0000;0,0000;671,9717;-671,9717;-0,0000;Mertacor22;3269,5976;0,0000;0,0000;57,8867;-57,8867;-0,0000
686;0,1538;-0,0521;4505,8258;214,3760;214,3760;default broker;13438,5504;0,0000;0,0000;-639,3727;639,3727;-0,0000;COLDPOWER22;58,4520;0,0000;0,0000;-2,7810;2,7810;-0,0000;Mertacor22;-8991,1766;0,0000;0,0000;427,7778;-427,7778;-0,0000
687;0,1362;-0,0352;41883,9439;-281,8557;-281,8557;default broker;15917,9421;0,0000;0,0000;107,1189;-107,1189;-0,0000;COLDPOWER22;10986,1532;0,0000;0,0000;73,9307;-73,9307;-0,0000;Mertacor22;14979,8486;0,0000;0,0000;100,8061;-100,8061;-0,0000
688;0,1174;-0,0356;30648,3596;150,6631;150,6631;default broker;17947,7189;0,0000;0,0000;-88,2285;88,2285;-0,0000;COLDPOWER22;-1199,3949;0,0000;0,0000;5,8961;-5,8961;-0,0000;Mertacor22;13900,0355;0,0000;0,0000;-68,3307;68,3307;-0,0000
689;0,1239;-0,0355;35083,4583;14,5572;14,5572;default broker;18638,9023;0,0000;0,0000;-7,7338;7,7338;-0,0000;COLDPOWER22;2443,6500;0,0000;0,0000;-1,0139;1,0139;-0,0000;Mertacor22;14000,9061;0,0000;0,0000;-5,8094;5,8094;-0,0000
690;0,1184;-0,0352;20694,2455;300,5036;300,5036;default broker;20149,6283;0,0000;0,0000;-292,5951;292,5951;-0,0000;COLDPOWER22;-7221,8695;0,0000;0,0000;104,8696;-104,8696;-0,0000;Mertacor22;7766,4867;0,0000;0,0000;-112,7781;112,7781;-0,0000
691;0,1178;-0,0517;17633,8063;600,3478;600,3478;default broker;21036,5780;0,0000;0,0000;-716,1961;716,1961;-0,0000;COLDPOWER22;-6324,3238;0,0000;0,0000;215,3134;-215,3134;-0,0000;Mertacor22;2921,5522;0,0000;0,0000;-99,4651;99,4651;-0,0000
692;0,1134;-0,0515;23576,0822;659,1977;659,1977;default broker;22260,5999;0,0000;0,0000;-622,4163;622,4163;-0,0000;COLDPOWER22;-5617,8764;0,0000;0,0000;157,0783;-157,0783;-0,0000;Mertacor22;6933,3587;0,0000;0,0000;-193,8598;193,8598;-0,0000
693;0,1081;-0,0486;18389,4729;555,5683;555,5683;default broker;22340,2447;0,0000;0,0000;-674,9259;674,9259;-0,0000;COLDPOWER22;-4967,0549;0,0000;0,0000;150,0608;-150,0608;-0,0000;Mertacor22;1016,2831;0,0000;0,0000;-30,7031;30,7031;-0,0000
694;0,1035;-0,0484;19912,8441;567,6416;567,6416;default broker;22401,1212;0,0000;0,0000;-638,5732;638,5732;-0,0000;COLDPOWER22;-4893,6082;0,0000;0,0000;139,4987;-139,4987;-0,0000;Mertacor22;2405,3311;0,0000;0,0000;-68,5671;68,5671;-0,0000
695;0,0943;-0,0452;24459,7665;507,4642;507,4642;default broker;21749,8760;0,0000;0,0000;-451,2424;451,2424;-0,0000;COLDPOWER22;-5231,6777;0,0000;0,0000;108,5411;-108,5411;-0,0000;Mertacor22;7941,5683;0,0000;0,0000;-164,7629;164,7629;-0,0000
696;0,0981;-0,0461;19170,6300;516,6758;516,6758;default broker;20532,6689;0,0000;0,0000;-553,3847;553,3847;-0,0000;COLDPOWER22;-4937,7992;0,0000;0,0000;133,0807;-133,0807;-0,0000;Mertacor22;3575,7603;0,0000;0,0000;-96,3718;96,3718;-0,0000
697;0,0978;-0,0455;19956,6710;508,8046;508,8046;default broker;18926,8458;0,0000;0,0000;-482,5488;482,5488;-0,0000;COLDPOWER22;-5150,9873;0,0000;0,0000;131,3268;-131,3268;-0,0000;Mertacor22;6180,8125;0,0000;0,0000;-157,5827;157,5827;-0,0000
698;0,0850;-0,0449;23076,2313;503,4283;503,4283;default broker;17857,2889;0,0000;0,0000;-389,5725;389,5725;-0,0000;COLDPOWER22;-860,2838;0,0000;0,0000;18,7679;-18,7679;-0,0000;Mertacor22;6079,2263;0,0000;0,0000;-132,6237;132,6237;-0,0000
699;0,0898;-0,0376;21751,6465;344,6619;344,6619;default broker;16957,2669;0,0000;0,0000;-268,6934;268,6934;-0,0000;COLDPOWER22;-274,6472;0,0000;0,0000;4,3519;-4,3519;-0,0000;Mertacor22;5069,0269;0,0000;0,0000;-80,3204;80,3204;-0,0000
700;0,1025;-0,0399;22598,2929;391,1290;391,1290;default broker;15794,9284;0,0000;0,0000;-273,3770;273,3770;-0,0000;COLDPOWER22;1112,1585;0,0000;0,0000;-19,2491;19,2491;-0,0000;Mertacor22;5691,2061;0,0000;0,0000;-98,5028;98,5028;-0,0000
701;0,0935;-0,0453;23112,2146;512,3241;512,3241;default broker;15004,5199;0,0000;0,0000;-332,6024;332,6024;-0,0000;COLDPOWER22;4376,2592;0,0000;0,0000;-97,0077;97,0077;-0,0000;Mertacor22;3731,4356;0,0000;0,0000;-82,7140;82,7140;-0,0000
702;0,1111;-0,0377;14628,7092;337,6048;337,6048;default broker;12624,4705;0,0000;0,0000;-291,3505;291,3505;-0,0000;COLDPOWER22;-3777,4100;0,0000;0,0000;87,1760;-87,1760;-0,0000;Mertacor22;5781,6487;0,0000;0,0000;-133,4303;133,4303;-0,0000
703;0,1249;-0,0515;24560,3744;662,0522;662,0522;default broker;9988,6043;0,0000;0,0000;-269,2539;269,2539;-0,0000;COLDPOWER22;7844,1000;0,0000;0,0000;-211,4464;211,4464;-0,0000;Mertacor22;6727,6701;0,0000;0,0000;-181,3518;181,3518;-0,0000
704;0,1182;-0,0413;17946,8728;419,4185;419,4185;default broker;8381,7552;0,0000;0,0000;-195,8817;195,8817;-0,0000;COLDPOWER22;12079,3845;0,0000;0,0000;-282,2953;282,2953;-0,0000;Mertacor22;-2514,2669;0,0000;0,0000;58,7584;-58,7584;-0,0000
705;0,1334;-0,0430;32719,1978;336,9275;336,9275;default broker;8059,4904;0,0000;0,0000;-82,9930;82,9930;-0,0000;COLDPOWER22;35611,6670;0,0000;0,0000;-366,7128;366,7128;-0,0000;Mertacor22;-10951,9597;0,0000;0,0000;112,7783;-112,7783;-0,0000
706;0,1275;-0,0357;44354,3545;-382,4134;-382,4134;default broker;8087,3987;0,0000;0,0000;69,7277;-69,7277;-0,0000;COLDPOWER22;42121,3010;0,0000;0,0000;363,1605;-363,1605;-0,0000;Mertacor22;-5854,3452;0,0000;0,0000;-50,4749;50,4749;-0,0000
707;0,1280;-0,0436;17024,5937;452,4804;452,4804;default broker;8705,7182;0,0000;0,0000;-231,3810;231,3810;-0,0000;COLDPOWER22;24391,4358;0,0000;0,0000;-648,2767;648,2767;-0,0000;Mertacor22;-16072,5603;0,0000;0,0000;427,1772;-427,1772;-0,0000
708;0,1236;-0,0525;44747,6055;346,9011;346,9011;default broker;9681,0491;0,0000;0,0000;-75,0513;75,0513;-0,0000;COLDPOWER22;51210,3480;0,0000;0,0000;-397,0028;397,0028;-0,0000;Mertacor22;-16143,7916;0,0000;0,0000;125,1530;-125,1530;-0,0000
709;0,1390;-0,0545;38290,2670;621,8249;621,8249;default broker;11772,1777;0,0000;0,0000;-191,1774;191,1774;-0,0000;COLDPOWER22;39861,8380;0,0000;0,0000;-647,3468;647,3468;-0,0000;Mertacor22;-13343,7487;0,0000;0,0000;216,6993;-216,6993;-0,0000
710;0,1332;-0,0515;45522,0850;274,0210;274,0210;default broker;13756,6154;0,0000;0,0000;-82,8082;82,8082;-0,0000;COLDPOWER22;20351,3810;0,0000;0,0000;-122,5055;122,5055;-0,0000;Mertacor22;11414,0886;0,0000;0,0000;-68,7073;68,7073;-0,0000
711;0,1269;-0,0546;45197,2318;426,3475;426,3475;default broker;15941,9633;0,0000;0,0000;-150,3812;150,3812;-0,0000;COLDPOWER22;19980,4840;0,0000;0,0000;-188,4768;188,4768;-0,0000;Mertacor22;9274,7845;0,0000;0,0000;-87,4894;87,4894;-0,0000
712;0,1284;-0,0515;33728,5743;600,6263;600,6263;default broker;17628,3363;0,0000;0,0000;-313,9191;313,9191;-0,0000;COLDPOWER22;9354,6163;0,0000;0,0000;-166,5836;166,5836;-0,0000;Mertacor22;6745,6216;0,0000;0,0000;-120,1236;120,1236;-0,0000
713;0,1518;-0,0521;18657,0294;623,6355;623,6355;default broker;19781,7445;0,0000;0,0000;-661,2306;661,2306;-0,0000;COLDPOWER22;1440,6825;0,0000;0,0000;-48,1567;48,1567;-0,0000;Mertacor22;-2565,3976;0,0000;0,0000;85,7518;-85,7518;-0,0000
714;0,1545;-0,0521;21412,0424;656,7350;656,7350;default broker;20671,5018;0,0000;0,0000;-634,0216;634,0216;-0,0000;COLDPOWER22;-493,5060;0,0000;0,0000;15,1365;-15,1365;-0,0000;Mertacor22;1234,0467;0,0000;0,0000;-37,8498;37,8498;-0,0000
715;0,1386;-0,0541;20977,8629;695,3414;695,3414;default broker;21550,9531;0,0000;0,0000;-714,3373;714,3373;-0,0000;COLDPOWER22;1818,4689;0,0000;0,0000;-60,2758;60,2758;-0,0000;Mertacor22;-2391,5591;0,0000;0,0000;79,2717;-79,2717;-0,0000
716;0,1288;-0,0547;23481,0806;733,8741;733,8741;default broker;22592,4244;0,0000;0,0000;-706,1002;706,1002;-0,0000;COLDPOWER22;1014,6175;0,0000;0,0000;-31,7107;31,7107;-0,0000;Mertacor22;-125,9613;0,0000;0,0000;3,9368;-3,9368;-0,0000
717;0,1152;-0,0517;19002,8665;620,4351;620,4351;default broker;22353,8801;0,0000;0,0000;-729,8441;729,8441;-0,0000;COLDPOWER22;1068,4893;0,0000;0,0000;-34,8857;34,8857;-0,0000;Mertacor22;-4419,5029;0,0000;0,0000;144,2948;-144,2948;-0,0000
718;0,1087;-0,0362;20531,1438;321,8410;321,8410;default broker;21978,5833;0,0000;0,0000;-344,5307;344,5307;-0,0000;COLDPOWER22;1138,1004;0,0000;0,0000;-17,8406;17,8406;-0,0000;Mertacor22;-2585,5398;0,0000;0,0000;40,5303;-40,5303;-0,0000
719;0,1111;-0,0515;25305,9643;663,9774;663,9774;default broker;21500,7422;0,0000;0,0000;-564,1360;564,1360;-0,0000;COLDPOWER22;-394,5700;0,0000;0,0000;10,3527;-10,3527;-0,0000;Mertacor22;4199,7921;0,0000;0,0000;-110,1941;110,1941;-0,0000
720;0,1118;-0,0482;16104,7079;517,3823;517,3823;default broker;20356,4180;0,0000;0,0000;-653,9734;653,9734;-0,0000;COLDPOWER22;707,9976;0,0000;0,0000;-22,7452;22,7452;-0,0000;Mertacor22;-4959,7078;0,0000;0,0000;159,3363;-159,3363;-0,0000
721;0,0988;-0,0451;14295,5729;440,4964;440,4964;default broker;18784,1514;0,0000;0,0000;-578,8051;578,8051;-0,0000;COLDPOWER22;81,2821;0,0000;0,0000;-2,5046;2,5046;-0,0000;Mertacor22;-4569,8606;0,0000;0,0000;140,8133;-140,8133;-0,0000
722;0,1285;-0,0519;14361,0203;539,4863;539,4863;default broker;17720,2443;0,0000;0,0000;-665,6790;665,6790;-0,0000;COLDPOWER22;-307,5300;0,0000;0,0000;11,5527;-11,5527;-0,0000;Mertacor22;-3051,6940;0,0000;0,0000;114,6400;-114,6400;-0,0000
723;0,1182;-0,0515;9356,1146;393,9018;393,9018;default broker;16676,7837;0,0000;0,0000;-702,1093;702,1093;-0,0000;COLDPOWER22;-425,8800;0,0000;0,0000;17,9300;-17,9300;-0,0000;Mertacor22;-6894,7891;0,0000;0,0000;290,2775;-290,2775;-0,0000
724;0,1285;-0,0515;12613,3415;490,6582;490,6582;default broker;15561,8234;0,0000;0,0000;-605,3540;605,3540;-0,0000;COLDPOWER22;-570,6900;0,0000;0,0000;22,1998;-22,1998;-0,0000;Mertacor22;-2377,7919;0,0000;0,0000;92,4960;-92,4960;-0,0000
725;0,1337;-0,0514;14444,5692;533,9173;533,9173;default broker;14623,3742;0,0000;0,0000;-540,5265;540,5265;-0,0000;COLDPOWER22;4128,9700;0,0000;0,0000;-152,6199;152,6199;-0,0000;Mertacor22;-4307,7750;0,0000;0,0000;159,2291;-159,2291;-0,0000
726;0,1161;-0,0514;8185,9106;353,9177;353,9177;default broker;12390,8229;0,0000;0,0000;-535,7171;535,7171;-0,0000;COLDPOWER22;1245,3700;0,0000;0,0000;-53,8436;53,8436;-0,0000;Mertacor22;-5450,2823;0,0000;0,0000;235,6429;-235,6429;-0,0000
